"X1";"X288";"X18";"X49";"X56";"X39";"X25";"X51";"X61";"X19";"X57";"X5";"X34";"X52";"X11";"X60";"X26";"X12";"X33";"X35";"X31";"X21";"X58";"X40";"X45";"X50";"X54";"X13";"X1.1";"X10";"X23";"X32";"X29";"X27";"X16";"X53";"X3";"X37";"X47";"X48";"X44";"X6";"X4";"X59";"X62";"X46";"X15";"X42";"X38";"X30";"X20";"X17";"X7";"X24";"X64";"X22";"X43";"X36";"X2";"X28";"X14";"X63";"X8";"X41";"X55";"X9"
3;268;36;59;3;39;49;26;40;21;46;48;34;57;55;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;8;51;47;64;25;4;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;19;11;23;44;29;6;38;53;28;14;63;17;35;24;22
36;59;3;39;49;26;40;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;25;4;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;19;11;23;44;29;6;38;53;28;14;63;17;35;24;22;3;268
3;268;36;59;3;39;49;26;40;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;25;4;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;19;11;23;44;29;6;38;53;28;14;63;17;35;24;22
36;59;3;39;49;26;40;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;19;11;23;44;29;6;38;53;28;14;63;17;35;24;22;3;272
3;272;36;59;3;39;49;26;40;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;19;11;23;44;29;6;38;53;28;14;63;17;35;24;22
36;59;3;39;49;26;40;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;11;23;44;29;6;38;53;28;14;63;19;35;24;22;3;272
3;272;36;59;3;39;49;26;40;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;11;23;44;29;6;38;53;28;14;63;19;35;24;22
36;59;3;39;49;26;44;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;11;23;40;29;6;38;53;28;14;63;19;35;24;22;3;272
3;272;36;59;3;39;49;26;44;21;46;48;34;57;8;60;52;12;33;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;11;23;40;29;6;38;53;28;14;63;19;35;24;22
36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;11;23;40;29;6;38;53;28;14;63;19;35;24;22;3;260
3;260;36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;11;23;40;29;6;38;53;28;14;63;19;35;24;22
36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;6;38;53;11;14;63;19;35;24;22;3;260
3;260;36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;1;50;55;51;47;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;6;38;53;11;14;63;19;35;24;22
36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;6;38;53;11;14;63;19;35;24;22;3;276
3;276;36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;6;38;53;11;14;63;19;35;24;22
36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;63;19;35;24;22;3;276
3;276;36;59;3;39;49;26;33;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;41;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;63;19;35;24;22
36;59;3;39;49;26;41;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;33;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;63;19;35;24;22;3;280
4;280;36;59;3;39;49;26;41;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;33;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;63;19;35;24;22
36;59;3;63;49;26;41;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;33;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22;4;284
4;284;36;59;3;63;49;26;41;21;46;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;33;16;9;42;7;10;32;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22
36;59;3;63;49;26;41;21;32;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22;4;284
4;284;36;59;3;63;49;26;41;21;32;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;37;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22
36;37;3;63;49;26;41;21;32;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22;4;284
4;284;36;37;3;63;49;26;41;21;32;48;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;4;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22
36;37;3;63;49;26;41;21;32;4;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22;4;290
4;290;36;37;3;63;49;26;41;21;32;4;34;57;8;60;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;51;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22
36;37;3;63;49;26;41;21;32;4;34;57;8;51;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;60;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22;4;294
4;294;36;37;3;63;49;26;41;21;32;4;34;57;8;51;52;12;44;2;31;5;58;61;45;62;43;54;47;50;55;60;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22
36;37;3;58;49;26;41;21;32;4;34;57;8;51;52;12;44;2;31;5;63;61;45;62;43;54;47;50;55;60;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22;4;294
4;294;36;37;3;58;49;26;41;21;32;4;34;57;8;51;52;12;44;2;31;5;63;61;45;62;43;54;47;50;55;60;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;22
36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;60;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;52;4;308
4;308;36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;60;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;52
36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;60;4;304
4;304;36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;1;64;48;25;27;59;33;16;9;42;7;10;46;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;60
36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;46;64;48;25;27;59;33;16;9;42;7;10;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;60;4;304
4;304;36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;46;64;48;25;27;59;33;16;9;42;7;10;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;14;39;19;35;24;60
36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;46;64;48;25;27;59;33;16;9;42;7;14;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;10;39;19;35;24;60;4;304
4;304;36;37;3;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;46;64;48;25;27;59;33;16;9;42;7;14;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;10;39;19;35;24;60
36;37;35;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;46;64;48;25;27;59;33;16;9;42;7;14;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;10;39;19;3;24;60;4;302
4;302;36;37;35;58;49;26;41;21;32;4;34;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;47;50;55;52;46;64;48;25;27;59;33;16;9;42;7;14;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;10;39;19;3;24;60
36;37;35;58;49;26;41;21;32;4;47;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;42;7;14;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;10;39;19;3;24;60;4;302
4;302;36;37;35;58;49;26;41;21;32;4;47;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;42;7;14;1;56;13;15;20;30;18;17;28;23;40;29;38;6;53;11;10;39;19;3;24;60
36;37;35;58;49;26;41;21;32;4;47;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;14;1;56;13;15;20;30;18;17;28;23;40;29;42;6;53;11;10;39;19;3;24;60;4;302
4;302;36;37;35;58;49;26;41;21;32;4;47;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;14;1;56;13;15;20;30;18;17;28;23;40;29;42;6;53;11;10;39;19;3;24;60
36;37;35;24;49;26;41;21;32;4;47;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;14;1;56;13;15;20;30;18;17;28;23;40;29;42;6;53;11;10;39;19;3;58;60;4;294
4;294;36;37;35;24;49;26;41;21;32;4;47;57;8;51;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;14;1;56;13;15;20;30;18;17;28;23;40;29;42;6;53;11;10;39;19;3;58;60
36;37;35;24;49;26;41;21;32;4;47;57;8;14;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;51;1;56;13;15;20;30;18;17;28;23;40;29;42;6;53;11;10;39;19;3;58;60;4;286
4;286;36;37;35;24;49;26;41;21;32;4;47;57;8;14;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;51;1;56;13;15;20;30;18;17;28;23;40;29;42;6;53;11;10;39;19;3;58;60
36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;51;1;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60;4;286
4;286;36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;61;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;51;1;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;51;61;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60;4;286
4;286;36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;54;34;50;55;52;46;64;48;25;27;59;33;16;9;38;7;51;61;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;54;34;50;55;61;46;64;48;25;27;59;33;16;9;38;7;51;52;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60;4;294
4;294;36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;54;34;50;55;61;46;64;48;25;27;59;33;16;9;38;7;51;52;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;54;34;50;55;61;46;64;48;25;27;59;33;16;51;38;7;9;52;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60;4;294
4;294;36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;54;34;50;55;61;46;64;48;25;27;59;33;16;51;38;7;9;52;56;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;38;7;9;52;54;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60;4;294
5;294;36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;38;7;9;52;54;13;15;20;30;18;17;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;15;20;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60;5;294
5;294;36;37;35;24;49;26;41;21;32;4;47;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;15;20;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;37;47;24;49;26;41;21;32;4;35;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;15;20;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60;5;294
5;294;36;37;47;24;49;26;41;21;32;4;35;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;15;20;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;37;47;24;49;26;41;21;32;4;35;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60;5;286
5;286;36;37;47;24;49;26;41;21;32;4;35;23;8;14;22;12;44;2;31;5;63;1;45;62;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;62;47;24;49;26;41;21;32;4;35;23;8;14;22;12;44;2;31;5;63;1;45;37;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60;5;286
5;286;36;62;47;24;49;26;41;21;32;4;35;23;8;14;22;12;44;2;31;5;63;1;45;37;43;56;34;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;62;47;24;49;26;41;21;34;4;35;23;8;14;22;12;44;2;31;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60;5;294
5;294;36;62;47;24;49;26;41;21;34;4;35;23;8;14;22;12;44;2;31;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;17;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;19;3;58;60
36;62;47;24;49;26;41;21;34;4;35;23;8;14;22;12;44;2;31;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;17;3;58;60;5;294
5;294;36;62;47;24;49;26;41;21;34;4;35;23;8;14;22;12;44;2;31;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;52;54;13;20;15;30;18;38;28;57;40;29;42;6;53;11;10;39;17;3;58;60
36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;31;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;52;54;13;20;15;30;18;38;28;57;22;29;42;6;53;11;10;39;17;3;58;60;5;300
5;300;36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;31;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;52;54;13;20;15;30;18;38;28;57;22;29;42;6;53;11;10;39;17;3;58;60
36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;30;18;38;28;57;22;29;42;6;53;11;10;39;17;3;58;60;5;280
5;280;36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;45;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;30;18;38;28;57;22;29;42;6;53;11;10;39;17;3;58;60
36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;30;18;38;28;57;22;29;42;6;53;11;10;45;17;3;58;60;5;280
5;280;36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;30;18;38;28;57;22;29;42;6;53;11;10;45;17;3;58;60
36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;60;18;38;28;57;22;29;42;6;53;11;10;45;17;3;58;30;5;280
5;280;36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;60;18;38;28;57;22;29;42;6;53;11;10;45;17;3;58;30
36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;60;18;38;17;57;22;29;42;6;53;11;10;45;28;3;58;30;5;280
5;280;36;62;47;24;49;26;41;21;34;4;35;23;8;14;40;12;44;2;52;5;63;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;60;18;38;17;57;22;29;42;6;53;11;10;45;28;3;58;30
36;62;47;24;49;26;63;21;34;4;35;23;8;14;40;12;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;60;18;38;17;57;22;29;42;6;53;11;10;45;28;3;58;30;5;280
5;280;36;62;47;24;49;26;63;21;34;4;35;23;8;14;40;12;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;16;51;19;7;9;31;54;13;20;15;60;18;38;17;57;22;29;42;6;53;11;10;45;28;3;58;30
36;62;47;24;49;26;63;21;34;4;35;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;38;17;57;22;29;42;6;53;11;10;45;28;3;58;30;5;280
5;280;36;62;47;24;49;26;63;21;34;4;35;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;38;17;57;22;29;42;6;53;11;10;45;28;3;58;30
36;62;47;24;49;26;63;21;34;38;35;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;42;6;53;11;10;45;28;3;58;30;5;280
5;280;36;62;47;24;49;26;63;21;34;38;35;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;42;6;53;11;10;45;28;3;58;30
36;62;47;24;49;26;63;21;34;38;42;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30;5;272
5;272;36;62;47;24;49;26;63;21;34;38;42;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;47;26;63;21;34;38;42;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30;5;272
5;272;36;62;49;24;47;26;63;21;34;38;42;23;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;55;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;47;26;63;21;34;38;42;55;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30;5;272
5;272;36;62;49;24;47;26;63;21;34;38;42;55;8;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;8;26;63;21;34;38;42;55;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30;5;272
5;272;36;62;49;24;8;26;63;21;34;38;42;55;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;25;27;59;33;12;51;19;7;9;31;54;13;20;15;60;18;4;17;57;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;8;26;63;21;34;38;42;55;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;25;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;31;22;29;35;6;53;11;10;45;28;3;58;30;5;272
5;272;36;62;49;24;8;26;63;21;34;38;42;55;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;25;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;31;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;8;26;63;21;34;38;42;25;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;55;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;31;22;29;35;6;53;11;10;45;28;3;58;30;5;272
6;272;36;62;49;24;8;26;63;21;34;38;42;25;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;55;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;31;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;21;26;63;8;34;38;42;25;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;55;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;31;22;29;35;6;53;11;10;45;28;3;58;30;6;256
6;256;36;62;49;24;21;26;63;8;34;38;42;25;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;55;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;31;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;21;26;63;8;34;38;31;25;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;55;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;42;22;29;35;6;53;11;10;45;28;3;58;30;6;280
6;280;36;62;49;24;21;26;63;8;34;38;31;25;47;14;40;16;44;2;52;5;41;1;39;37;43;56;32;50;23;61;46;64;48;55;27;59;33;12;51;19;7;9;57;54;13;20;15;60;18;4;17;42;22;29;35;6;53;11;10;45;28;3;58;30
36;62;49;24;21;26;63;8;34;38;31;25;47;14;40;16;44;2;52;5;41;1;20;37;43;56;32;50;23;61;46;64;48;55;27;59;33;12;51;19;7;9;57;54;13;39;15;60;18;4;17;42;22;29;35;6;53;11;10;45;28;3;58;30;6;280
