"X1";"X29290";"X18";"X8";"X6";"X13";"X9";"X12";"X29";"X32";"X24";"X3";"X31";"X22";"X7";"X11";"X23";"X20";"X21";"X30";"X26";"X14";"X27";"X1.1";"X15";"X25";"X19";"X16";"X10";"X17";"X2";"X4";"X5";"X28"
5;28102;19;9;18;11;15;14;6;2;1;17;23;22;10;25;20;28;29;4;32;26;31;30;16;13;5;24;12;27;3;7;8;21
19;9;18;11;15;14;6;2;1;22;23;17;10;25;20;28;29;4;32;26;31;30;16;13;5;24;12;27;3;7;8;21;5;28302
6;28302;19;9;18;11;15;14;6;2;1;22;23;17;10;25;20;28;29;4;32;26;31;30;16;13;5;24;12;27;3;7;8;21
19;9;18;11;15;14;6;2;1;22;23;17;10;25;20;28;30;4;32;26;31;29;16;13;5;24;12;27;3;7;8;21;6;28042
6;28042;19;9;18;11;15;14;6;2;1;22;23;17;10;25;20;28;30;4;32;26;31;29;16;13;5;24;12;27;3;7;8;21
19;9;18;11;15;14;8;2;1;22;23;17;10;25;20;28;30;4;32;26;31;29;16;13;5;24;12;27;3;7;6;21;6;28922
6;28922;19;9;18;11;15;14;8;2;1;22;23;17;10;25;20;28;30;4;32;26;31;29;16;13;5;24;12;27;3;7;6;21
26;9;18;11;15;14;8;2;1;22;23;17;10;25;20;28;30;4;32;19;31;29;16;13;5;24;12;27;3;7;6;21;6;28562
6;28562;26;9;18;11;15;14;8;2;1;22;23;17;10;25;20;28;30;4;32;19;31;29;16;13;5;24;12;27;3;7;6;21
26;9;18;11;15;14;8;2;1;22;23;17;10;25;20;19;30;4;32;28;31;29;16;13;5;24;12;27;3;7;6;21;6;28722
6;28722;26;9;18;11;15;14;8;2;1;22;23;17;10;25;20;19;30;4;32;28;31;29;16;13;5;24;12;27;3;7;6;21
26;9;18;11;15;14;8;2;1;22;23;17;10;25;20;19;30;4;5;28;31;29;16;13;32;24;12;27;3;7;6;21;6;28510
6;28510;26;9;18;11;15;14;8;2;1;22;23;17;10;25;20;19;30;4;5;28;31;29;16;13;32;24;12;27;3;7;6;21
26;9;18;11;15;14;8;2;4;22;23;17;10;25;20;19;30;1;5;28;31;29;16;13;32;24;12;27;3;7;6;21;6;28710
6;28710;26;9;18;11;15;14;8;2;4;22;23;17;10;25;20;19;30;1;5;28;31;29;16;13;32;24;12;27;3;7;6;21
26;9;18;12;15;14;8;2;4;22;23;17;10;25;20;19;30;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21;6;28850
6;28850;26;9;18;12;15;14;8;2;4;22;23;17;10;25;20;19;30;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21
26;9;22;12;15;14;8;2;4;18;23;17;10;25;20;19;30;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21;6;28650
6;28650;26;9;22;12;15;14;8;2;4;18;23;17;10;25;20;19;30;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21
26;9;22;12;30;14;8;2;4;18;23;17;10;25;20;19;15;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21;6;28416
6;28416;26;9;22;12;30;14;8;2;4;18;23;17;10;25;20;19;15;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21
26;9;22;12;30;14;19;2;4;18;23;17;10;25;20;8;15;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21;6;28186
6;28186;26;9;22;12;30;14;19;2;4;18;23;17;10;25;20;8;15;1;5;28;31;29;16;13;32;24;11;27;3;7;6;21
26;9;22;12;30;14;19;2;4;18;29;17;10;25;20;8;15;1;5;28;31;23;16;13;32;24;11;27;3;7;6;21;6;28386
6;28386;26;9;22;12;30;14;19;2;4;18;29;17;10;25;20;8;15;1;5;28;31;23;16;13;32;24;11;27;3;7;6;21
26;19;22;12;30;14;9;2;4;18;29;17;10;25;20;8;15;1;5;28;31;23;16;13;32;24;11;27;3;7;6;21;6;28190
6;28190;26;19;22;12;30;14;9;2;4;18;29;17;10;25;20;8;15;1;5;28;31;23;16;13;32;24;11;27;3;7;6;21
26;19;22;12;30;14;9;15;4;18;29;17;10;25;20;8;2;1;5;28;31;23;16;13;32;24;11;27;3;7;6;21;6;27990
6;27990;26;19;22;12;30;14;9;15;4;18;29;17;10;25;20;8;2;1;5;28;31;23;16;13;32;24;11;27;3;7;6;21
26;19;22;12;30;14;9;15;11;18;29;17;10;25;20;8;2;1;5;28;31;23;16;13;32;24;4;27;3;7;6;21;6;27290
6;27290;26;19;22;12;30;14;9;15;11;18;29;17;10;25;20;8;2;1;5;28;31;23;16;13;32;24;4;27;3;7;6;21
26;19;22;12;30;14;9;15;11;3;29;17;10;25;20;8;2;1;5;28;31;23;16;13;32;24;4;27;18;7;6;21;6;27514
6;27514;26;19;22;12;30;14;9;15;11;3;29;17;10;25;20;8;2;1;5;28;31;23;16;13;32;24;4;27;18;7;6;21
26;19;22;12;30;14;9;15;11;3;29;17;32;25;20;8;2;1;5;28;31;23;16;13;10;24;4;27;18;7;6;21;6;28170
6;28170;26;19;22;12;30;14;9;15;11;3;29;17;32;25;20;8;2;1;5;28;31;23;16;13;10;24;4;27;18;7;6;21
26;19;22;12;30;14;9;15;11;3;29;17;32;25;20;8;2;1;5;28;31;23;16;13;10;24;4;7;18;27;6;21;6;28118
6;28118;26;19;22;12;30;14;9;15;11;3;29;17;32;25;20;8;2;1;5;28;31;23;16;13;10;24;4;7;18;27;6;21
26;19;22;12;30;13;9;15;11;3;29;17;32;25;20;8;2;1;5;28;31;23;16;14;10;24;4;7;18;27;6;21;6;28378
6;28378;26;19;22;12;30;13;9;15;11;3;29;17;32;25;20;8;2;1;5;28;31;23;16;14;10;24;4;7;18;27;6;21
26;19;22;12;30;13;9;15;11;3;24;17;32;25;20;8;2;1;5;28;31;23;16;14;10;29;4;7;18;27;6;21;6;28338
6;28338;26;19;22;12;30;13;9;15;11;3;24;17;32;25;20;8;2;1;5;28;31;23;16;14;10;29;4;7;18;27;6;21
11;19;22;12;30;13;9;15;26;3;24;17;32;25;20;8;2;1;5;28;31;23;16;14;10;29;4;7;18;27;6;21;6;28496
7;28496;11;19;22;12;30;13;9;15;26;3;24;17;32;25;20;8;2;1;5;28;31;23;16;14;10;29;4;7;18;27;6;21
11;19;22;12;30;13;9;15;26;3;24;17;32;25;20;8;29;1;5;28;31;23;16;14;10;2;4;7;18;27;6;21;7;28348
7;28348;11;19;22;12;30;13;9;15;26;3;24;17;32;25;20;8;29;1;5;28;31;23;16;14;10;2;4;7;18;27;6;21
11;19;22;12;30;13;9;15;26;3;24;17;32;25;20;8;29;1;5;28;31;18;16;14;10;2;4;7;23;27;6;21;7;28228
7;28228;11;19;22;12;30;13;9;15;26;3;24;17;32;25;20;8;29;1;5;28;31;18;16;14;10;2;4;7;23;27;6;21
11;19;22;12;30;13;9;15;26;3;5;17;32;25;20;8;29;1;24;28;31;18;16;14;10;2;4;7;23;27;6;21;7;28120
7;28120;11;19;22;12;30;13;9;15;26;3;5;17;32;25;20;8;29;1;24;28;31;18;16;14;10;2;4;7;23;27;6;21
11;19;22;12;30;13;9;15;26;3;10;17;32;25;20;8;29;1;24;28;31;18;16;14;5;2;4;7;23;27;6;21;7;27760
7;27760;11;19;22;12;30;13;9;15;26;3;10;17;32;25;20;8;29;1;24;28;31;18;16;14;5;2;4;7;23;27;6;21
11;19;22;15;30;13;9;12;26;3;10;17;32;25;20;8;29;1;24;28;31;18;16;14;5;2;4;7;23;27;6;21;7;27760
7;27760;11;19;22;15;30;13;9;12;26;3;10;17;32;25;20;8;29;1;24;28;31;18;16;14;5;2;4;7;23;27;6;21
11;19;22;15;30;13;9;12;26;3;10;17;16;25;20;8;29;1;24;28;31;18;32;14;5;2;4;7;23;27;6;21;7;27530
7;27530;11;19;22;15;30;13;9;12;26;3;10;17;16;25;20;8;29;1;24;28;31;18;32;14;5;2;4;7;23;27;6;21
11;19;22;15;30;13;9;12;26;3;10;17;16;25;28;8;29;1;24;20;31;18;32;14;5;2;4;7;23;27;6;21;7;28130
7;28130;11;19;22;15;30;13;9;12;26;3;10;17;16;25;28;8;29;1;24;20;31;18;32;14;5;2;4;7;23;27;6;21
11;19;22;15;30;13;9;27;26;3;10;17;16;25;28;8;29;1;24;20;31;18;32;14;5;2;4;7;23;12;6;21;7;27602
7;27602;11;19;22;15;30;13;9;27;26;3;10;17;16;25;28;8;29;1;24;20;31;18;32;14;5;2;4;7;23;12;6;21
11;19;22;15;30;13;9;27;26;3;10;17;16;31;28;8;29;1;24;20;25;18;32;14;5;2;4;7;23;12;6;21;7;27782
7;27782;11;19;22;15;30;13;9;27;26;3;10;17;16;31;28;8;29;1;24;20;25;18;32;14;5;2;4;7;23;12;6;21
11;19;22;15;30;13;32;27;26;3;10;17;16;31;28;8;29;1;24;20;25;18;9;14;5;2;4;7;23;12;6;21;7;27542
7;27542;11;19;22;15;30;13;32;27;26;3;10;17;16;31;28;8;29;1;24;20;25;18;9;14;5;2;4;7;23;12;6;21
11;19;22;15;30;13;32;27;18;3;10;17;16;31;28;8;29;1;24;20;25;26;9;14;5;2;4;7;23;12;6;21;7;27422
7;27422;11;19;22;15;30;13;32;27;18;3;10;17;16;31;28;8;29;1;24;20;25;26;9;14;5;2;4;7;23;12;6;21
11;19;22;15;30;13;32;27;18;3;10;17;1;31;28;8;29;16;24;20;25;26;9;14;5;2;4;7;23;12;6;21;7;27662
7;27662;11;19;22;15;30;13;32;27;18;3;10;17;1;31;28;8;29;16;24;20;25;26;9;14;5;2;4;7;23;12;6;21
11;19;22;15;30;31;32;27;18;3;10;17;1;13;28;8;29;16;24;20;25;26;9;14;5;2;4;7;23;12;6;21;7;26732
7;26732;11;19;22;15;30;31;32;27;18;3;10;17;1;13;28;8;29;16;24;20;25;26;9;14;5;2;4;7;23;12;6;21
11;19;22;15;30;31;32;27;18;3;23;17;1;13;28;8;29;16;24;20;25;26;9;14;5;2;4;7;10;12;6;21;7;26342
7;26342;11;19;22;15;30;31;32;27;18;3;23;17;1;13;28;8;29;16;24;20;25;26;9;14;5;2;4;7;10;12;6;21
11;19;22;15;30;31;32;27;18;3;23;17;1;13;28;8;29;16;24;20;5;26;9;14;25;2;4;7;10;12;6;21;7;27068
7;27068;11;19;22;15;30;31;32;27;18;3;23;17;1;13;28;8;29;16;24;20;5;26;9;14;25;2;4;7;10;12;6;21
11;19;22;15;30;31;32;13;18;3;23;17;1;27;28;8;29;16;24;20;5;26;9;14;25;2;4;7;10;12;6;21;7;28348
7;28348;11;19;22;15;30;31;32;13;18;3;23;17;1;27;28;8;29;16;24;20;5;26;9;14;25;2;4;7;10;12;6;21
11;19;22;15;30;31;32;13;18;3;23;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;5;6;21;7;27948
7;27948;11;19;22;15;30;31;32;13;18;3;23;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;5;6;21
11;19;22;15;30;31;23;13;18;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;5;6;21;7;28008
7;28008;11;19;22;15;30;31;23;13;18;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;5;6;21
18;19;22;15;30;31;23;13;11;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;5;6;21;7;28318
7;28318;18;19;22;15;30;31;23;13;11;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;5;6;21
18;19;22;15;5;31;23;13;11;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;30;6;21;7;29268
8;29268;18;19;22;15;5;31;23;13;11;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;4;7;10;30;6;21
18;19;22;15;4;31;23;13;11;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;5;7;10;30;6;21;8;29548
8;29548;18;19;22;15;4;31;23;13;11;3;32;17;1;27;28;8;29;16;24;20;12;26;9;14;25;2;5;7;10;30;6;21
18;19;22;15;4;31;23;13;11;3;32;29;1;27;28;8;17;16;24;20;12;26;9;14;25;2;5;7;10;30;6;21;8;29348
8;29348;18;19;22;15;4;31;23;13;11;3;32;29;1;27;28;8;17;16;24;20;12;26;9;14;25;2;5;7;10;30;6;21
9;19;22;15;4;31;23;13;11;3;32;29;1;27;28;8;17;16;24;20;12;26;18;14;25;2;5;7;10;30;6;21;8;29970
8;29970;9;19;22;15;4;31;23;13;11;3;32;29;1;27;28;8;17;16;24;20;12;26;18;14;25;2;5;7;10;30;6;21
9;19;22;15;4;31;23;8;11;3;32;29;1;27;28;13;17;16;24;20;12;26;18;14;25;2;5;7;10;30;6;21;8;29810
8;29810;9;19;22;15;4;31;23;8;11;3;32;29;1;27;28;13;17;16;24;20;12;26;18;14;25;2;5;7;10;30;6;21
9;19;27;15;4;31;23;8;11;3;32;29;1;22;28;13;17;16;24;20;12;26;18;14;25;2;5;7;10;30;6;21;8;29570
8;29570;9;19;27;15;4;31;23;8;11;3;32;29;1;22;28;13;17;16;24;20;12;26;18;14;25;2;5;7;10;30;6;21
9;19;27;15;4;31;23;8;11;3;32;29;1;22;28;13;17;16;24;20;12;26;18;2;25;14;5;7;10;30;6;21;8;28930
8;28930;9;19;27;15;4;31;23;8;11;3;32;29;1;22;28;13;17;16;24;20;12;26;18;2;25;14;5;7;10;30;6;21
9;19;27;15;4;31;23;8;5;3;32;29;1;22;28;13;17;16;24;20;12;26;18;2;25;14;11;7;10;30;6;21;8;28350
8;28350;9;19;27;15;4;31;23;8;5;3;32;29;1;22;28;13;17;16;24;20;12;26;18;2;25;14;11;7;10;30;6;21
9;23;27;15;4;31;19;8;5;3;32;29;1;22;28;13;17;16;24;20;12;26;18;2;25;14;11;7;10;30;6;21;8;28230
8;28230;9;23;27;15;4;31;19;8;5;3;32;29;1;22;28;13;17;16;24;20;12;26;18;2;25;14;11;7;10;30;6;21
9;23;27;15;4;31;19;8;5;3;32;29;1;22;28;13;17;16;24;25;12;26;18;2;20;14;11;7;10;30;6;21;8;28350
8;28350;9;23;27;15;4;31;19;8;5;3;32;29;1;22;28;13;17;16;24;25;12;26;18;2;20;14;11;7;10;30;6;21
9;23;27;15;4;31;19;8;5;3;32;29;1;22;28;13;16;17;24;25;12;26;18;2;20;14;11;7;10;30;6;21;8;27852
8;27852;9;23;27;15;4;31;19;8;5;3;32;29;1;22;28;13;16;17;24;25;12;26;18;2;20;14;11;7;10;30;6;21
9;23;27;15;4;31;19;8;25;3;32;29;1;22;28;13;16;17;24;5;12;26;18;2;20;14;11;7;10;30;6;21;8;27786
8;27786;9;23;27;15;4;31;19;8;25;3;32;29;1;22;28;13;16;17;24;5;12;26;18;2;20;14;11;7;10;30;6;21
9;23;27;15;4;31;19;8;25;3;32;29;17;22;28;13;16;1;24;5;12;26;18;2;20;14;11;7;10;30;6;21;8;27188
8;27188;9;23;27;15;4;31;19;8;25;3;32;29;17;22;28;13;16;1;24;5;12;26;18;2;20;14;11;7;10;30;6;21
9;23;27;15;4;31;19;8;25;3;6;29;17;22;28;13;16;1;24;5;12;26;18;2;20;14;11;7;10;30;32;21;8;27000
8;27000;9;23;27;15;4;31;19;8;25;3;6;29;17;22;28;13;16;1;24;5;12;26;18;2;20;14;11;7;10;30;32;21
9;23;27;15;6;31;19;8;25;3;4;29;17;22;28;13;16;1;24;5;12;26;18;2;20;14;11;7;10;30;32;21;8;27100
8;27100;9;23;27;15;6;31;19;8;25;3;4;29;17;22;28;13;16;1;24;5;12;26;18;2;20;14;11;7;10;30;32;21
9;23;27;15;6;31;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;18;2;20;14;11;7;10;30;32;21;8;26580
8;26580;9;23;27;15;6;31;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;18;2;20;14;11;7;10;30;32;21
9;23;27;15;6;2;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;18;31;20;14;11;7;10;30;32;21;8;26990
8;26990;9;23;27;15;6;2;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;18;31;20;14;11;7;10;30;32;21
9;23;32;15;6;2;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;18;31;20;14;11;7;10;30;27;21;8;27430
8;27430;9;23;32;15;6;2;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;18;31;20;14;11;7;10;30;27;21
9;23;32;15;6;2;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;27;31;20;14;11;7;10;30;18;21;8;27170
8;27170;9;23;32;15;6;2;19;8;25;3;5;29;17;22;28;13;16;1;24;4;12;26;27;31;20;14;11;7;10;30;18;21
9;23;3;15;6;2;19;8;25;32;5;29;17;22;28;13;16;1;24;4;12;26;27;31;20;14;11;7;10;30;18;21;8;27166
8;27166;9;23;3;15;6;2;19;8;25;32;5;29;17;22;28;13;16;1;24;4;12;26;27;31;20;14;11;7;10;30;18;21
9;23;3;1;6;2;19;8;25;32;5;29;17;22;28;13;16;15;24;4;12;26;27;31;20;14;11;7;10;30;18;21;8;27206
9;27206;9;23;3;1;6;2;19;8;25;32;5;29;17;22;28;13;16;15;24;4;12;26;27;31;20;14;11;7;10;30;18;21
9;23;3;1;6;2;19;8;25;32;5;29;17;22;28;13;16;15;24;4;12;26;27;30;20;14;11;7;10;31;18;21;9;27206
9;27206;9;23;3;1;6;2;19;8;25;32;5;29;17;22;28;13;16;15;24;4;12;26;27;30;20;14;11;7;10;31;18;21
9;23;3;1;6;2;19;8;7;32;5;29;17;22;28;13;16;15;24;4;12;26;27;30;20;14;11;25;10;31;18;21;9;26892
9;26892;9;23;3;1;6;2;19;8;7;32;5;29;17;22;28;13;16;15;24;4;12;26;27;30;20;14;11;25;10;31;18;21
9;23;3;1;6;2;19;8;11;32;5;29;17;22;28;13;16;15;24;4;12;26;27;30;20;14;7;25;10;31;18;21;9;26992
9;26992;9;23;3;1;6;2;19;8;11;32;5;29;17;22;28;13;16;15;24;4;12;26;27;30;20;14;7;25;10;31;18;21
9;23;3;1;6;2;19;8;11;32;5;29;17;4;28;13;16;15;24;22;12;26;27;30;20;14;7;25;10;31;18;21;9;27412
9;27412;9;23;3;1;6;2;19;8;11;32;5;29;17;4;28;13;16;15;24;22;12;26;27;30;20;14;7;25;10;31;18;21
11;23;3;1;6;2;19;8;9;32;5;29;17;4;28;13;16;15;24;22;12;26;27;30;20;14;7;25;10;31;18;21;9;27252
9;27252;11;23;3;1;6;2;19;8;9;32;5;29;17;4;28;13;16;15;24;22;12;26;27;30;20;14;7;25;10;31;18;21
11;23;3;1;6;2;19;8;9;32;5;29;17;4;28;13;16;30;24;22;12;26;27;15;20;14;7;25;10;31;18;21;9;27714
9;27714;11;23;3;1;6;2;19;8;9;32;5;29;17;4;28;13;16;30;24;22;12;26;27;15;20;14;7;25;10;31;18;21
11;13;3;1;6;2;19;8;9;32;5;29;17;4;28;23;16;30;24;22;12;26;27;15;20;14;7;25;10;31;18;21;9;28196
9;28196;11;13;3;1;6;2;19;8;9;32;5;29;17;4;28;23;16;30;24;22;12;26;27;15;20;14;7;25;10;31;18;21
11;13;3;1;6;2;19;8;24;32;5;29;17;4;28;23;16;30;9;22;12;26;27;15;20;14;7;25;10;31;18;21;9;27570
9;27570;11;13;3;1;6;2;19;8;24;32;5;29;17;4;28;23;16;30;9;22;12;26;27;15;20;14;7;25;10;31;18;21
11;13;3;30;6;2;19;8;24;32;5;29;17;4;28;23;16;1;9;22;12;26;27;15;20;14;7;25;10;31;18;21;9;26946
9;26946;11;13;3;30;6;2;19;8;24;32;5;29;17;4;28;23;16;1;9;22;12;26;27;15;20;14;7;25;10;31;18;21
11;13;3;30;6;2;19;8;24;32;5;29;17;4;28;23;16;12;9;22;1;26;27;15;20;14;7;25;10;31;18;21;9;26386
9;26386;11;13;3;30;6;2;19;8;24;32;5;29;17;4;28;23;16;12;9;22;1;26;27;15;20;14;7;25;10;31;18;21
11;13;3;28;6;2;19;8;24;32;5;29;17;4;30;23;16;12;9;22;1;26;27;15;20;14;7;25;10;31;18;21;9;26266
9;26266;11;13;3;28;6;2;19;8;24;32;5;29;17;4;30;23;16;12;9;22;1;26;27;15;20;14;7;25;10;31;18;21
11;13;3;28;6;2;19;8;24;32;5;29;17;4;30;23;16;12;14;22;1;26;27;15;20;9;7;25;10;31;18;21;9;26546
9;26546;11;13;3;28;6;2;19;8;24;32;5;29;17;4;30;23;16;12;14;22;1;26;27;15;20;9;7;25;10;31;18;21
11;28;3;13;6;2;19;8;24;32;5;29;17;4;30;23;16;12;14;22;1;26;27;15;20;9;7;25;10;31;18;21;9;26570
9;26570;11;28;3;13;6;2;19;8;24;32;5;29;17;4;30;23;16;12;14;22;1;26;27;15;20;9;7;25;10;31;18;21
11;28;3;8;6;2;19;13;24;32;5;29;17;4;30;23;16;12;14;22;1;26;27;15;20;9;7;25;10;31;18;21;9;26870
9;26870;11;28;3;8;6;2;19;13;24;32;5;29;17;4;30;23;16;12;14;22;1;26;27;15;20;9;7;25;10;31;18;21
11;28;3;8;6;2;19;13;14;32;5;29;17;4;30;23;16;12;24;22;1;26;27;15;20;9;7;25;10;31;18;21;9;27576
9;27576;11;28;3;8;6;2;19;13;14;32;5;29;17;4;30;23;16;12;24;22;1;26;27;15;20;9;7;25;10;31;18;21
11;28;3;8;6;2;19;13;14;32;5;29;27;4;30;23;16;12;24;22;1;26;17;15;20;9;7;25;10;31;18;21;9;27536
9;27536;11;28;3;8;6;2;19;13;14;32;5;29;27;4;30;23;16;12;24;22;1;26;17;15;20;9;7;25;10;31;18;21
11;28;3;8;6;2;19;13;14;32;5;29;27;4;30;23;16;12;15;22;1;26;17;24;20;9;7;25;10;31;18;21;9;27520
9;27520;11;28;3;8;6;2;19;13;14;32;5;29;27;4;30;23;16;12;15;22;1;26;17;24;20;9;7;25;10;31;18;21
11;28;3;8;6;2;19;13;14;32;5;29;27;4;30;23;16;12;24;22;1;26;17;15;20;9;7;25;10;31;18;21;9;27536
9;27536;11;28;3;8;6;2;19;13;14;32;5;29;27;4;30;23;16;12;24;22;1;26;17;15;20;9;7;25;10;31;18;21
11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;26;17;15;20;9;7;25;10;27;18;21;9;27736
9;27736;11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;26;17;15;20;9;7;25;10;27;18;21
11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;26;17;15;20;9;7;18;10;27;25;21;9;27936
10;27936;11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;26;17;15;20;9;7;18;10;27;25;21
11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;26;17;15;20;9;7;18;25;27;10;21;10;27910
10;27910;11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;26;17;15;20;9;7;18;25;27;10;21
11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;15;17;26;20;9;7;18;25;27;10;21;10;27456
10;27456;11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;23;16;12;24;22;1;15;17;26;20;9;7;18;25;27;10;21
11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;10;16;12;24;22;1;15;17;26;20;9;7;18;25;27;23;21;10;26404
10;26404;11;28;3;8;6;2;19;13;14;32;5;29;31;4;30;10;16;12;24;22;1;15;17;26;20;9;7;18;25;27;23;21
11;28;3;2;6;8;19;13;14;32;5;29;31;4;30;10;16;12;24;22;1;15;17;26;20;9;7;18;25;27;23;21;10;26324
10;26324;11;28;3;2;6;8;19;13;14;32;5;29;31;4;30;10;16;12;24;22;1;15;17;26;20;9;7;18;25;27;23;21
11;28;3;2;6;8;19;13;14;32;5;29;22;4;30;10;16;12;24;31;1;15;17;26;20;9;7;18;25;27;23;21;10;26204
10;26204;11;28;3;2;6;8;19;13;14;32;5;29;22;4;30;10;16;12;24;31;1;15;17;26;20;9;7;18;25;27;23;21
11;28;3;2;6;8;13;19;14;32;5;29;22;4;30;10;16;12;24;31;1;15;17;26;20;9;7;18;25;27;23;21;10;26154
10;26154;11;28;3;2;6;8;13;19;14;32;5;29;22;4;30;10;16;12;24;31;1;15;17;26;20;9;7;18;25;27;23;21
11;28;3;2;6;8;13;19;14;32;5;29;22;4;30;10;16;7;24;31;1;15;17;26;20;9;12;18;25;27;23;21;10;26234
10;26234;11;28;3;2;6;8;13;19;14;32;5;29;22;4;30;10;16;7;24;31;1;15;17;26;20;9;12;18;25;27;23;21
11;28;3;2;6;8;13;32;14;19;5;29;22;4;30;10;16;7;24;31;1;15;17;26;20;9;12;18;25;27;23;21;10;25514
10;25514;11;28;3;2;6;8;13;32;14;19;5;29;22;4;30;10;16;7;24;31;1;15;17;26;20;9;12;18;25;27;23;21
11;28;3;2;6;1;13;32;14;19;5;29;22;4;30;10;16;7;24;31;8;15;17;26;20;9;12;18;25;27;23;21;10;25994
10;25994;11;28;3;2;6;1;13;32;14;19;5;29;22;4;30;10;16;7;24;31;8;15;17;26;20;9;12;18;25;27;23;21
11;28;3;2;6;1;13;32;14;19;5;29;22;4;30;10;16;7;24;31;8;15;17;9;20;26;12;18;25;27;23;21;10;26130
10;26130;11;28;3;2;6;1;13;32;14;19;5;29;22;4;30;10;16;7;24;31;8;15;17;9;20;26;12;18;25;27;23;21
11;17;3;2;6;1;13;32;14;19;5;29;22;4;30;10;16;7;24;31;8;15;28;9;20;26;12;18;25;27;23;21;10;26690
10;26690;11;17;3;2;6;1;13;32;14;19;5;29;22;4;30;10;16;7;24;31;8;15;28;9;20;26;12;18;25;27;23;21
10;17;3;2;6;1;13;32;14;19;5;29;22;4;30;11;16;7;24;31;8;15;28;9;20;26;12;18;25;27;23;21;10;26770
10;26770;10;17;3;2;6;1;13;32;14;19;5;29;22;4;30;11;16;7;24;31;8;15;28;9;20;26;12;18;25;27;23;21
10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;11;16;7;24;31;8;15;28;9;20;26;12;18;25;27;19;21;10;26750
10;26750;10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;11;16;7;24;31;8;15;28;9;20;26;12;18;25;27;19;21
10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;11;16;21;24;31;8;15;28;9;20;26;12;18;25;27;19;7;10;27672
10;27672;10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;11;16;21;24;31;8;15;28;9;20;26;12;18;25;27;19;7
10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;11;16;28;24;31;8;15;21;9;20;26;12;18;25;27;19;7;10;26432
10;26432;10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;11;16;28;24;31;8;15;21;9;20;26;12;18;25;27;19;7
10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;27;16;28;24;31;8;15;21;9;20;26;12;18;25;11;19;7;10;27168
10;27168;10;17;3;2;6;1;13;32;14;23;5;29;22;4;30;27;16;28;24;31;8;15;21;9;20;26;12;18;25;11;19;7
10;17;3;2;6;1;13;32;14;23;24;29;22;4;30;27;16;28;5;31;8;15;21;9;20;26;12;18;25;11;19;7;10;27896
10;27896;10;17;3;2;6;1;13;32;14;23;24;29;22;4;30;27;16;28;5;31;8;15;21;9;20;26;12;18;25;11;19;7
10;17;13;2;6;1;3;32;14;23;24;29;22;4;30;27;16;28;5;31;8;15;21;9;20;26;12;18;25;11;19;7;10;27216
10;27216;10;17;13;2;6;1;3;32;14;23;24;29;22;4;30;27;16;28;5;31;8;15;21;9;20;26;12;18;25;11;19;7
10;17;13;2;6;1;3;32;14;23;24;29;22;4;30;27;16;31;5;28;8;15;21;9;20;26;12;18;25;11;19;7;10;27696
