"X1";"X26680";"X30";"X6";"X15";"X11";"X32";"X7";"X31";"X17";"X10";"X8";"X18";"X5";"X14";"X22";"X12";"X16";"X26";"X25";"X19";"X24";"X3";"X27";"X20";"X9";"X1.1";"X4";"X2";"X13";"X23";"X21";"X28";"X29"
5;29232;16;25;2;30;12;24;4;10;18;17;20;19;29;15;28;26;8;14;23;27;31;9;22;3;32;6;21;7;13;11;1;5
16;25;2;30;12;24;4;10;18;17;20;19;15;29;28;26;8;14;23;27;31;9;22;3;32;6;21;7;13;11;1;5;5;29036
6;29036;16;25;2;30;12;24;4;10;18;17;20;19;15;29;28;26;8;14;23;27;31;9;22;3;32;6;21;7;13;11;1;5
16;25;2;30;12;24;4;10;18;17;20;19;15;29;28;26;8;14;7;27;31;9;22;3;32;6;21;23;13;11;1;5;6;28852
6;28852;16;25;2;30;12;24;4;10;18;17;20;19;15;29;28;26;8;14;7;27;31;9;22;3;32;6;21;23;13;11;1;5
16;25;2;30;12;24;4;10;18;17;20;19;15;29;28;26;5;14;7;27;31;9;22;3;32;6;21;23;13;11;1;8;6;29212
6;29212;16;25;2;30;12;24;4;10;18;17;20;19;15;29;28;26;5;14;7;27;31;9;22;3;32;6;21;23;13;11;1;8
16;25;4;30;12;24;2;10;18;17;20;19;15;29;28;26;5;14;7;27;31;9;22;3;32;6;21;23;13;11;1;8;6;28852
6;28852;16;25;4;30;12;24;2;10;18;17;20;19;15;29;28;26;5;14;7;27;31;9;22;3;32;6;21;23;13;11;1;8
16;25;4;30;12;24;2;10;18;17;20;19;15;29;28;13;5;14;7;27;31;9;22;3;32;6;21;23;26;11;1;8;6;28562
6;28562;16;25;4;30;12;24;2;10;18;17;20;19;15;29;28;13;5;14;7;27;31;9;22;3;32;6;21;23;26;11;1;8
16;25;4;30;20;24;2;10;18;17;12;19;15;29;28;13;5;14;7;27;31;9;22;3;32;6;21;23;26;11;1;8;6;28452
6;28452;16;25;4;30;20;24;2;10;18;17;12;19;15;29;28;13;5;14;7;27;31;9;22;3;32;6;21;23;26;11;1;8
16;25;4;30;20;24;2;10;18;17;12;19;15;29;32;13;5;14;7;27;31;9;22;3;28;6;21;23;26;11;1;8;6;28592
6;28592;16;25;4;30;20;24;2;10;18;17;12;19;15;29;32;13;5;14;7;27;31;9;22;3;28;6;21;23;26;11;1;8
16;25;4;30;20;31;2;10;18;17;12;19;15;29;32;13;5;14;7;27;24;9;22;3;28;6;21;23;26;11;1;8;6;28672
6;28672;16;25;4;30;20;31;2;10;18;17;12;19;15;29;32;13;5;14;7;27;24;9;22;3;28;6;21;23;26;11;1;8
16;25;4;30;20;31;3;10;18;17;12;19;15;29;32;13;5;14;7;27;24;9;22;2;28;6;21;23;26;11;1;8;6;28732
6;28732;16;25;4;30;20;31;3;10;18;17;12;19;15;29;32;13;5;14;7;27;24;9;22;2;28;6;21;23;26;11;1;8
16;25;4;30;20;31;3;17;18;10;12;19;15;29;32;13;5;14;7;27;24;9;22;2;28;6;21;23;26;11;1;8;6;29090
6;29090;16;25;4;30;20;31;3;17;18;10;12;19;15;29;32;13;5;14;7;27;24;9;22;2;28;6;21;23;26;11;1;8
16;25;4;30;20;31;3;17;18;10;12;19;15;29;32;13;24;14;7;27;5;9;22;2;28;6;21;23;26;11;1;8;6;29352
6;29352;16;25;4;30;20;31;3;17;18;10;12;19;15;29;32;13;24;14;7;27;5;9;22;2;28;6;21;23;26;11;1;8
16;25;8;30;20;31;3;17;18;10;12;19;15;29;32;13;24;14;7;27;5;9;22;2;28;6;21;23;26;11;1;4;6;28892
6;28892;16;25;8;30;20;31;3;17;18;10;12;19;15;29;32;13;24;14;7;27;5;9;22;2;28;6;21;23;26;11;1;4
16;25;8;30;20;31;3;17;18;10;12;19;15;29;32;2;24;14;7;27;5;9;22;13;28;6;21;23;26;11;1;4;6;28492
6;28492;16;25;8;30;20;31;3;17;18;10;12;19;15;29;32;2;24;14;7;27;5;9;22;13;28;6;21;23;26;11;1;4
16;25;8;30;20;31;3;17;18;10;12;19;23;29;32;2;24;14;7;27;5;9;22;13;28;6;21;15;26;11;1;4;6;27536
6;27536;16;25;8;30;20;31;3;17;18;10;12;19;23;29;32;2;24;14;7;27;5;9;22;13;28;6;21;15;26;11;1;4
16;25;8;30;20;31;3;17;18;10;12;15;23;29;32;2;24;14;7;27;5;9;22;13;28;6;21;19;26;11;1;4;6;27788
6;27788;16;25;8;30;20;31;3;17;18;10;12;15;23;29;32;2;24;14;7;27;5;9;22;13;28;6;21;19;26;11;1;4
16;25;21;30;20;31;3;17;18;10;12;15;23;29;32;2;24;14;7;27;5;9;22;13;28;6;8;19;26;11;1;4;6;27898
6;27898;16;25;21;30;20;31;3;17;18;10;12;15;23;29;32;2;24;14;7;27;5;9;22;13;28;6;8;19;26;11;1;4
16;25;21;30;20;7;3;17;18;10;12;15;23;29;32;2;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;4;6;27572
6;27572;16;25;21;30;20;7;3;17;18;10;12;15;23;29;32;2;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;4
16;25;21;30;12;7;3;17;18;10;20;15;23;29;32;2;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;4;6;27762
6;27762;16;25;21;30;12;7;3;17;18;10;20;15;23;29;32;2;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;4
21;25;16;30;12;7;3;17;18;10;20;15;23;29;32;2;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;4;6;27044
6;27044;21;25;16;30;12;7;3;17;18;10;20;15;23;29;32;2;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;4
21;25;16;30;12;7;3;17;18;10;20;15;23;29;32;4;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;2;6;27244
6;27244;21;25;16;30;12;7;3;17;18;10;20;15;23;29;32;4;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;2
21;25;12;30;16;7;3;17;18;10;20;15;23;29;32;4;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;2;6;27364
7;27364;21;25;12;30;16;7;3;17;18;10;20;15;23;29;32;4;24;14;31;27;5;9;22;13;28;6;8;19;26;11;1;2
21;25;12;30;14;7;3;17;18;10;20;15;23;29;32;4;24;16;31;27;5;9;22;13;28;6;8;19;26;11;1;2;7;27124
7;27124;21;25;12;30;14;7;3;17;18;10;20;15;23;29;32;4;24;16;31;27;5;9;22;13;28;6;8;19;26;11;1;2
21;25;12;30;14;7;3;17;18;10;20;15;23;29;32;4;24;16;31;13;5;9;22;27;28;6;8;19;26;11;1;2;7;27284
7;27284;21;25;12;30;14;7;3;17;18;10;20;15;23;29;32;4;24;16;31;13;5;9;22;27;28;6;8;19;26;11;1;2
21;25;12;30;14;7;3;17;18;10;20;15;23;29;32;4;24;16;31;13;5;9;6;27;28;22;8;19;26;11;1;2;7;27054
7;27054;21;25;12;30;14;7;3;17;18;10;20;15;23;29;32;4;24;16;31;13;5;9;6;27;28;22;8;19;26;11;1;2
21;25;12;30;14;7;13;17;18;10;20;15;23;29;32;4;24;16;31;3;5;9;6;27;28;22;8;19;26;11;1;2;7;27474
7;27474;21;25;12;30;14;7;13;17;18;10;20;15;23;29;32;4;24;16;31;3;5;9;6;27;28;22;8;19;26;11;1;2
21;25;29;30;14;7;13;17;18;10;20;15;23;12;32;4;24;16;31;3;5;9;6;27;28;22;8;19;26;11;1;2;7;27760
7;27760;21;25;29;30;14;7;13;17;18;10;20;15;23;12;32;4;24;16;31;3;5;9;6;27;28;22;8;19;26;11;1;2
21;25;29;30;14;7;13;17;18;10;20;15;23;12;32;4;24;16;31;3;5;9;6;27;28;22;8;19;1;11;26;2;7;27830
7;27830;21;25;29;30;14;7;13;17;18;10;20;15;23;12;32;4;24;16;31;3;5;9;6;27;28;22;8;19;1;11;26;2
21;25;29;30;14;7;13;23;18;10;20;15;17;12;32;4;24;16;31;3;5;9;6;27;28;22;8;19;1;11;26;2;7;28230
7;28230;21;25;29;30;14;7;13;23;18;10;20;15;17;12;32;4;24;16;31;3;5;9;6;27;28;22;8;19;1;11;26;2
21;25;29;30;14;7;13;3;18;10;20;15;17;12;32;4;24;16;31;23;5;9;6;27;28;22;8;19;1;11;26;2;7;28074
7;28074;21;25;29;30;14;7;13;3;18;10;20;15;17;12;32;4;24;16;31;23;5;9;6;27;28;22;8;19;1;11;26;2
21;4;29;30;14;7;13;3;18;10;20;15;17;12;32;25;24;16;31;23;5;9;6;27;28;22;8;19;1;11;26;2;7;28144
7;28144;21;4;29;30;14;7;13;3;18;10;20;15;17;12;32;25;24;16;31;23;5;9;6;27;28;22;8;19;1;11;26;2
21;4;29;30;14;7;13;3;18;10;20;15;17;12;32;25;1;16;31;23;5;9;6;27;28;22;8;19;24;11;26;2;7;27974
7;27974;21;4;29;30;14;7;13;3;18;10;20;15;17;12;32;25;1;16;31;23;5;9;6;27;28;22;8;19;24;11;26;2
21;4;29;30;14;18;13;3;7;10;20;15;17;12;32;25;1;16;31;23;5;9;6;27;28;22;8;19;24;11;26;2;7;28070
7;28070;21;4;29;30;14;18;13;3;7;10;20;15;17;12;32;25;1;16;31;23;5;9;6;27;28;22;8;19;24;11;26;2
21;4;29;30;14;18;13;3;7;10;1;15;17;12;32;25;20;16;31;23;5;9;6;27;28;22;8;19;24;11;26;2;7;27710
7;27710;21;4;29;30;14;18;13;3;7;10;1;15;17;12;32;25;20;16;31;23;5;9;6;27;28;22;8;19;24;11;26;2
21;4;29;30;14;18;13;3;7;10;1;15;17;12;32;28;20;16;31;23;5;9;6;27;25;22;8;19;24;11;26;2;7;28190
7;28190;21;4;29;30;14;18;13;3;7;10;1;15;17;12;32;28;20;16;31;23;5;9;6;27;25;22;8;19;24;11;26;2
21;4;29;30;14;18;13;3;7;10;1;15;17;12;32;28;20;16;31;23;5;9;6;27;19;22;8;25;24;11;26;2;7;28030
7;28030;21;4;29;30;14;18;13;3;7;10;1;15;17;12;32;28;20;16;31;23;5;9;6;27;19;22;8;25;24;11;26;2
21;29;4;30;14;18;13;3;7;10;1;15;17;12;32;28;20;16;31;23;5;9;6;27;19;22;8;25;24;11;26;2;7;28026
7;28026;21;29;4;30;14;18;13;3;7;10;1;15;17;12;32;28;20;16;31;23;5;9;6;27;19;22;8;25;24;11;26;2
21;29;4;30;14;18;13;3;7;10;1;15;17;12;19;28;20;16;31;23;5;9;6;27;32;22;8;25;24;11;26;2;7;27986
7;27986;21;29;4;30;14;18;13;3;7;10;1;15;17;12;19;28;20;16;31;23;5;9;6;27;32;22;8;25;24;11;26;2
1;29;4;30;14;18;13;3;7;10;21;15;17;12;19;28;20;16;31;23;5;9;6;27;32;22;8;25;24;11;26;2;7;27962
7;27962;1;29;4;30;14;18;13;3;7;10;21;15;17;12;19;28;20;16;31;23;5;9;6;27;32;22;8;25;24;11;26;2
1;29;4;30;14;18;13;3;7;10;21;15;17;12;19;28;20;16;31;32;5;9;6;27;23;22;8;25;24;11;26;2;7;28442
7;28442;1;29;4;30;14;18;13;3;7;10;21;15;17;12;19;28;20;16;31;32;5;9;6;27;23;22;8;25;24;11;26;2
1;29;4;30;14;18;13;3;20;10;21;15;17;12;19;28;7;16;31;32;5;9;6;27;23;22;8;25;24;11;26;2;7;28312
7;28312;1;29;4;30;14;18;13;3;20;10;21;15;17;12;19;28;7;16;31;32;5;9;6;27;23;22;8;25;24;11;26;2
1;29;4;30;14;18;13;3;20;10;21;15;17;26;19;28;7;16;31;32;5;9;6;27;23;22;8;25;24;11;12;2;7;28060
8;28060;1;29;4;30;14;18;13;3;20;10;21;15;17;26;19;28;7;16;31;32;5;9;6;27;23;22;8;25;24;11;12;2
1;29;16;30;14;18;13;3;20;10;21;15;17;26;19;28;7;4;31;32;5;9;6;27;23;22;8;25;24;11;12;2;8;27860
8;27860;1;29;16;30;14;18;13;3;20;10;21;15;17;26;19;28;7;4;31;32;5;9;6;27;23;22;8;25;24;11;12;2
1;29;16;30;14;18;13;3;20;10;21;15;17;26;19;28;7;4;31;5;32;9;6;27;23;22;8;25;24;11;12;2;8;28138
8;28138;1;29;16;30;14;18;13;3;20;10;21;15;17;26;19;28;7;4;31;5;32;9;6;27;23;22;8;25;24;11;12;2
1;29;16;30;12;18;13;3;20;10;21;15;17;26;19;28;7;4;31;5;32;9;6;27;23;22;8;25;24;11;14;2;8;28518
8;28518;1;29;16;30;12;18;13;3;20;10;21;15;17;26;19;28;7;4;31;5;32;9;6;27;23;22;8;25;24;11;14;2
1;29;16;30;12;18;13;3;20;10;21;15;17;26;9;28;7;4;31;5;32;19;6;27;23;22;8;25;24;11;14;2;8;28738
8;28738;1;29;16;30;12;18;13;3;20;10;21;15;17;26;9;28;7;4;31;5;32;19;6;27;23;22;8;25;24;11;14;2
1;29;16;30;12;18;8;3;20;10;21;15;17;26;9;28;7;4;31;5;32;19;6;27;23;22;13;25;24;11;14;2;8;28718
8;28718;1;29;16;30;12;18;8;3;20;10;21;15;17;26;9;28;7;4;31;5;32;19;6;27;23;22;13;25;24;11;14;2
1;29;16;30;12;18;8;3;20;10;21;15;17;26;32;28;7;4;31;5;9;19;6;27;23;22;13;25;24;11;14;2;8;28286
8;28286;1;29;16;30;12;18;8;3;20;10;21;15;17;26;32;28;7;4;31;5;9;19;6;27;23;22;13;25;24;11;14;2
1;29;16;30;12;18;8;3;20;10;21;15;17;27;32;28;7;4;31;5;9;19;6;26;23;22;13;25;24;11;14;2;8;28406
8;28406;1;29;16;30;12;18;8;3;20;10;21;15;17;27;32;28;7;4;31;5;9;19;6;26;23;22;13;25;24;11;14;2
1;29;16;30;12;18;8;3;20;10;21;15;17;27;32;28;19;4;31;5;9;7;6;26;23;22;13;25;24;11;14;2;8;28024
8;28024;1;29;16;30;12;18;8;3;20;10;21;15;17;27;32;28;19;4;31;5;9;7;6;26;23;22;13;25;24;11;14;2
1;29;16;30;12;18;8;3;20;10;21;15;17;27;23;28;19;4;31;5;9;7;6;26;32;22;13;25;24;11;14;2;8;28124
8;28124;1;29;16;30;12;18;8;3;20;10;21;15;17;27;23;28;19;4;31;5;9;7;6;26;32;22;13;25;24;11;14;2
1;29;16;30;12;18;8;3;20;10;21;15;17;27;23;28;19;4;31;5;9;32;6;26;7;22;13;25;24;11;14;2;8;28482
8;28482;1;29;16;30;12;18;8;3;20;10;21;15;17;27;23;28;19;4;31;5;9;32;6;26;7;22;13;25;24;11;14;2
1;29;16;30;24;18;8;3;20;10;21;15;17;27;23;28;19;4;31;5;9;32;6;26;7;22;13;25;12;11;14;2;8;27638
8;27638;1;29;16;30;24;18;8;3;20;10;21;15;17;27;23;28;19;4;31;5;9;32;6;26;7;22;13;25;12;11;14;2
1;29;16;30;24;18;8;17;20;10;21;15;3;27;23;28;19;4;31;5;9;32;6;26;7;22;13;25;12;11;14;2;8;28030
8;28030;1;29;16;30;24;18;8;17;20;10;21;15;3;27;23;28;19;4;31;5;9;32;6;26;7;22;13;25;12;11;14;2
1;29;16;30;24;18;8;17;20;10;21;15;3;27;9;28;19;4;31;5;23;32;6;26;7;22;13;25;12;11;14;2;8;28814
8;28814;1;29;16;30;24;18;8;17;20;10;21;15;3;27;9;28;19;4;31;5;23;32;6;26;7;22;13;25;12;11;14;2
1;29;16;25;24;18;8;17;20;10;21;15;3;27;9;28;19;4;31;5;23;32;6;26;7;22;13;30;12;11;14;2;8;28654
8;28654;1;29;16;25;24;18;8;17;20;10;21;15;3;27;9;28;19;4;31;5;23;32;6;26;7;22;13;30;12;11;14;2
1;29;16;31;24;18;8;17;20;10;21;15;3;27;9;28;19;4;25;5;23;32;6;26;7;22;13;30;12;11;14;2;8;28994
8;28994;1;29;16;31;24;18;8;17;20;10;21;15;3;27;9;28;19;4;25;5;23;32;6;26;7;22;13;30;12;11;14;2
1;29;16;31;24;18;8;17;20;10;21;13;3;27;9;28;19;4;25;5;23;32;6;26;7;22;15;30;12;11;14;2;8;28994
8;28994;1;29;16;31;24;18;8;17;20;10;21;13;3;27;9;28;19;4;25;5;23;32;6;26;7;22;15;30;12;11;14;2
20;29;16;31;24;18;8;17;1;10;21;13;3;27;9;28;19;4;25;5;23;32;6;26;7;22;15;30;12;11;14;2;8;28316
8;28316;20;29;16;31;24;18;8;17;1;10;21;13;3;27;9;28;19;4;25;5;23;32;6;26;7;22;15;30;12;11;14;2
20;29;16;31;24;18;8;17;1;10;21;13;3;27;9;28;22;4;25;5;23;32;6;26;7;19;15;30;12;11;14;2;8;28356
8;28356;20;29;16;31;24;18;8;17;1;10;21;13;3;27;9;28;22;4;25;5;23;32;6;26;7;19;15;30;12;11;14;2
20;29;16;31;24;18;8;17;1;10;21;13;3;27;30;28;22;4;25;5;23;32;6;26;7;19;15;9;12;11;14;2;8;26978
8;26978;20;29;16;31;24;18;8;17;1;10;21;13;3;27;30;28;22;4;25;5;23;32;6;26;7;19;15;9;12;11;14;2
20;29;16;31;24;18;8;17;1;10;21;13;3;27;30;28;22;4;25;5;6;32;23;26;7;19;15;9;12;11;14;2;8;27058
9;27058;20;29;16;31;24;18;8;17;1;10;21;13;3;27;30;28;22;4;25;5;6;32;23;26;7;19;15;9;12;11;14;2
20;29;16;31;24;18;8;17;1;10;21;13;3;27;25;28;22;4;30;5;6;32;23;26;7;19;15;9;12;11;14;2;9;27298
9;27298;20;29;16;31;24;18;8;17;1;10;21;13;3;27;25;28;22;4;30;5;6;32;23;26;7;19;15;9;12;11;14;2
20;29;16;31;24;18;8;17;1;10;21;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;15;9;3;11;14;2;9;27118
9;27118;20;29;16;31;24;18;8;17;1;10;21;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;15;9;3;11;14;2
20;29;16;31;24;18;8;17;1;15;21;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2;9;27238
9;27238;20;29;16;31;24;18;8;17;1;15;21;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2
20;21;16;31;24;18;8;17;1;15;29;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2;9;26918
9;26918;20;21;16;31;24;18;8;17;1;15;29;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2
18;21;16;31;24;20;8;17;1;15;29;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2;9;26798
9;26798;18;21;16;31;24;20;8;17;1;15;29;13;12;27;25;28;22;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2
18;21;16;31;24;20;8;17;1;15;29;13;12;27;22;28;25;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2;9;27038
9;27038;18;21;16;31;24;20;8;17;1;15;29;13;12;27;22;28;25;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2
18;21;13;31;24;20;8;17;1;15;29;16;12;27;22;28;25;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2;9;27018
9;27018;18;21;13;31;24;20;8;17;1;15;29;16;12;27;22;28;25;4;30;5;6;32;23;26;7;19;10;9;3;11;14;2
18;21;13;31;24;20;8;17;1;15;29;16;12;27;22;28;25;4;30;14;6;32;23;26;7;19;10;9;3;11;5;2;9;27498
9;27498;18;21;13;31;24;20;8;17;1;15;29;16;12;27;22;28;25;4;30;14;6;32;23;26;7;19;10;9;3;11;5;2
18;21;13;31;24;20;9;17;1;15;29;16;12;27;22;28;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2;9;26898
9;26898;18;21;13;31;24;20;9;17;1;15;29;16;12;27;22;28;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2
18;21;13;31;24;20;9;17;1;15;29;16;12;27;28;22;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2;9;26398
9;26398;18;21;13;31;24;20;9;17;1;15;29;16;12;27;28;22;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2
9;21;13;31;24;20;18;17;1;15;29;16;12;27;28;22;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2;9;27136
9;27136;9;21;13;31;24;20;18;17;1;15;29;16;12;27;28;22;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2
9;12;13;31;24;20;18;17;1;15;29;16;21;27;28;22;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2;9;27666
9;27666;9;12;13;31;24;20;18;17;1;15;29;16;21;27;28;22;25;4;30;14;6;32;23;26;7;19;10;8;3;11;5;2
9;12;7;31;24;20;18;17;1;15;29;16;21;27;28;22;25;4;30;14;6;32;23;26;13;19;10;8;3;11;5;2;9;27546
9;27546;9;12;7;31;24;20;18;17;1;15;29;16;21;27;28;22;25;4;30;14;6;32;23;26;13;19;10;8;3;11;5;2
27;12;7;31;24;20;18;17;1;15;29;16;21;9;28;22;25;4;30;14;6;32;23;26;13;19;10;8;3;11;5;2;9;26966
9;26966;27;12;7;31;24;20;18;17;1;15;29;16;21;9;28;22;25;4;30;14;6;32;23;26;13;19;10;8;3;11;5;2
27;12;7;31;24;11;18;17;1;15;29;16;21;9;28;22;25;4;30;14;6;32;23;26;13;19;10;8;3;20;5;2;9;26360
9;26360;27;12;7;31;24;11;18;17;1;15;29;16;21;9;28;22;25;4;30;14;6;32;23;26;13;19;10;8;3;20;5;2
27;12;7;30;24;11;18;17;1;15;29;16;21;9;28;22;25;4;31;14;6;32;23;26;13;19;10;8;3;20;5;2;9;26420
9;26420;27;12;7;30;24;11;18;17;1;15;29;16;21;9;28;22;25;4;31;14;6;32;23;26;13;19;10;8;3;20;5;2
27;12;7;30;24;11;18;17;1;15;29;16;21;10;28;22;25;4;31;14;6;32;23;26;13;19;9;8;3;20;5;2;9;26420
9;26420;27;12;7;30;24;11;18;17;1;15;29;16;21;10;28;22;25;4;31;14;6;32;23;26;13;19;9;8;3;20;5;2
27;12;7;30;24;11;18;17;1;15;32;16;21;10;28;22;25;4;31;14;6;29;23;26;13;19;9;8;3;20;5;2;9;26760
9;26760;27;12;7;30;24;11;18;17;1;15;32;16;21;10;28;22;25;4;31;14;6;29;23;26;13;19;9;8;3;20;5;2
27;12;7;30;24;11;26;17;1;15;32;16;21;10;28;22;25;4;31;14;6;29;23;18;13;19;9;8;3;20;5;2;9;26360
9;26360;27;12;7;30;24;11;26;17;1;15;32;16;21;10;28;22;25;4;31;14;6;29;23;18;13;19;9;8;3;20;5;2
27;12;7;30;24;11;26;17;1;15;32;16;21;10;28;22;25;20;31;14;6;29;23;18;13;19;9;8;3;4;5;2;9;26590
10;26590;27;12;7;30;24;11;26;17;1;15;32;16;21;10;28;22;25;20;31;14;6;29;23;18;13;19;9;8;3;4;5;2
27;3;7;30;24;11;26;17;1;15;32;16;21;10;28;22;25;20;31;14;6;29;23;18;13;19;9;8;12;4;5;2;10;27070
10;27070;27;3;7;30;24;11;26;17;1;15;32;16;21;10;28;22;25;20;31;14;6;29;23;18;13;19;9;8;12;4;5;2
27;3;7;30;24;11;26;17;1;15;32;16;21;10;28;22;5;20;31;14;6;29;23;18;13;19;9;8;12;4;25;2;10;27738
10;27738;27;3;7;30;24;11;26;17;1;15;32;16;21;10;28;22;5;20;31;14;6;29;23;18;13;19;9;8;12;4;25;2
27;3;7;30;24;11;26;5;1;15;32;16;21;10;28;22;17;20;31;14;6;29;23;18;13;19;9;8;12;4;25;2;10;27358
10;27358;27;3;7;30;24;11;26;5;1;15;32;16;21;10;28;22;17;20;31;14;6;29;23;18;13;19;9;8;12;4;25;2
27;3;7;30;24;11;26;5;1;15;32;16;21;10;28;22;12;20;31;14;6;29;23;18;13;19;9;8;17;4;25;2;10;27232
10;27232;27;3;7;30;24;11;26;5;1;15;32;16;21;10;28;22;12;20;31;14;6;29;23;18;13;19;9;8;17;4;25;2
27;3;7;30;24;11;26;5;1;15;32;16;13;10;28;22;12;20;31;14;6;29;23;18;21;19;9;8;17;4;25;2;10;26296
10;26296;27;3;7;30;24;11;26;5;1;15;32;16;13;10;28;22;12;20;31;14;6;29;23;18;21;19;9;8;17;4;25;2
27;3;7;30;24;11;26;5;1;15;32;22;13;10;28;16;12;20;31;14;6;29;23;18;21;19;9;8;17;4;25;2;10;26496
10;26496;27;3;7;30;24;11;26;5;1;15;32;22;13;10;28;16;12;20;31;14;6;29;23;18;21;19;9;8;17;4;25;2
27;3;7;30;24;11;26;5;1;15;32;22;13;10;28;16;12;31;20;14;6;29;23;18;21;19;9;8;17;4;25;2;10;26096
10;26096;27;3;7;30;24;11;26;5;1;15;32;22;13;10;28;16;12;31;20;14;6;29;23;18;21;19;9;8;17;4;25;2
27;3;7;30;24;11;26;5;1;15;32;22;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2;10;26138
10;26138;27;3;7;30;24;11;26;5;1;15;32;22;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2
27;3;24;30;7;11;26;5;1;15;32;22;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2;10;26058
10;26058;27;3;24;30;7;11;26;5;1;15;32;22;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2
27;15;24;30;7;11;26;5;1;3;32;22;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2;10;25618
10;25618;27;15;24;30;7;11;26;5;1;3;32;22;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2
27;15;24;30;7;11;26;5;1;3;22;32;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2;10;25898
10;25898;27;15;24;30;7;11;26;5;1;3;22;32;13;10;28;16;12;31;20;14;18;29;23;6;21;19;9;8;17;4;25;2
27;15;24;30;7;11;26;5;1;3;22;32;13;10;28;16;12;31;20;14;18;21;23;6;29;19;9;8;17;4;25;2;10;25978
10;25978;27;15;24;30;7;11;26;5;1;3;22;32;13;10;28;16;12;31;20;14;18;21;23;6;29;19;9;8;17;4;25;2
27;15;24;30;7;11;26;5;1;4;22;32;13;10;28;16;12;31;20;14;18;21;23;6;29;19;9;8;17;3;25;2;10;25918
10;25918;27;15;24;30;7;11;26;5;1;4;22;32;13;10;28;16;12;31;20;14;18;21;23;6;29;19;9;8;17;3;25;2
27;15;24;30;7;11;21;5;1;4;22;32;13;10;28;16;12;31;20;14;18;26;23;6;29;19;9;8;17;3;25;2;10;25638
10;25638;27;15;24;30;7;11;21;5;1;4;22;32;13;10;28;16;12;31;20;14;18;26;23;6;29;19;9;8;17;3;25;2
27;15;24;30;7;11;21;5;1;4;22;14;13;10;28;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;2;10;25878
10;25878;27;15;24;30;7;11;21;5;1;4;22;14;13;10;28;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;2
27;15;7;30;24;11;21;5;1;4;22;14;13;10;28;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;2;10;25866
10;25866;27;15;7;30;24;11;21;5;1;4;22;14;13;10;28;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;2
27;24;7;30;15;11;21;5;1;4;22;14;13;10;28;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;2;10;25866
10;25866;27;24;7;30;15;11;21;5;1;4;22;14;13;10;28;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;2
27;24;7;30;15;11;21;5;1;4;22;14;13;10;2;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;28;10;26272
10;26272;27;24;7;30;15;11;21;5;1;4;22;14;13;10;2;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;28
27;24;7;30;15;11;21;5;1;28;22;14;13;10;2;16;12;31;20;32;18;26;23;6;29;19;9;8;17;3;25;4;10;26186
