"X1";"X270";"X24";"X48";"X43";"X34";"X52";"X47";"X17";"X16";"X5";"X60";"X20";"X13";"X57";"X7";"X19";"X3";"X35";"X58";"X22";"X53";"X38";"X8";"X64";"X54";"X50";"X6";"X23";"X46";"X36";"X40";"X44";"X33";"X27";"X15";"X25";"X49";"X37";"X30";"X1.1";"X28";"X31";"X26";"X29";"X12";"X55";"X21";"X39";"X51";"X14";"X11";"X2";"X9";"X42";"X32";"X59";"X18";"X62";"X45";"X56";"X4";"X41";"X63";"X10";"X61"
3;286;29;49;62;59;12;14;19;64;5;58;32;13;22;35;17;2;55;48;7;16;46;8;9;15;43;63;23;45;36;52;39;33;42;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;20;27;41;34;4;38;40;18;6;10;56
42;49;62;59;12;14;19;64;5;58;32;13;22;35;17;2;55;48;7;16;46;8;9;15;43;63;23;45;36;52;39;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;20;27;41;34;4;38;40;18;6;10;56;3;282
3;282;42;49;62;59;12;14;19;64;5;58;32;13;22;35;17;2;55;48;7;16;46;8;9;15;43;63;23;45;36;52;39;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;20;27;41;34;4;38;40;18;6;10;56
42;49;62;59;12;14;19;64;5;58;32;13;22;35;17;2;55;48;7;16;46;8;9;15;39;63;23;45;36;52;43;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;20;27;41;34;4;38;40;18;6;10;56;3;282
3;282;42;49;62;59;12;14;19;64;5;58;32;13;22;35;17;2;55;48;7;16;46;8;9;15;39;63;23;45;36;52;43;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;20;27;41;34;4;38;40;18;6;10;56
42;49;62;59;12;20;19;64;5;58;32;13;22;35;17;2;55;48;7;16;46;8;9;15;39;63;23;45;36;52;43;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;14;27;41;34;4;38;40;18;6;10;56;3;270
3;270;42;49;62;59;12;20;19;64;5;58;32;13;22;35;17;2;55;48;7;16;46;8;9;15;39;63;23;45;36;52;43;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;14;27;41;34;4;38;40;18;6;10;56
42;49;2;59;12;20;19;64;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;36;52;43;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;14;27;41;34;4;38;40;18;6;10;56;3;270
3;270;42;49;2;59;12;20;19;64;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;36;52;43;33;29;1;25;47;37;30;54;28;31;26;53;24;50;21;44;51;11;60;57;61;3;14;27;41;34;4;38;40;18;6;10;56
42;49;2;59;12;20;19;64;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;43;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;57;61;3;14;27;41;34;4;38;40;18;6;10;56;3;282
3;282;42;49;2;59;12;20;19;64;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;43;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;57;61;3;14;27;41;34;4;38;40;18;6;10;56
42;49;2;59;12;20;19;57;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;43;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;64;61;3;14;27;41;34;4;38;40;18;6;10;56;3;282
3;282;42;49;2;59;12;20;19;57;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;43;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;64;61;3;14;27;41;34;4;38;40;18;6;10;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;43;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;64;57;3;14;27;41;34;4;38;40;18;6;10;56;3;282
3;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;43;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;64;57;3;14;27;41;34;4;38;40;18;6;10;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;64;57;3;14;27;41;34;4;38;43;18;6;10;56;3;282
3;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;29;1;25;47;37;30;54;28;31;26;53;36;50;21;44;51;11;60;64;57;3;14;27;41;34;4;38;43;18;6;10;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;29;1;25;47;37;30;54;28;31;26;53;36;50;11;44;51;21;60;64;57;3;14;27;41;34;4;38;43;18;6;10;56;3;290
4;290;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;29;1;25;47;37;30;54;28;31;26;53;36;50;11;44;51;21;60;64;57;3;14;27;41;34;4;38;43;18;6;10;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;50;1;25;47;37;30;54;28;31;26;53;36;29;11;44;51;21;60;64;57;3;14;27;41;34;4;38;43;18;6;10;56;4;294
4;294;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;50;1;25;47;37;30;54;28;31;26;53;36;29;11;44;51;21;60;64;57;3;14;27;41;34;4;38;43;18;6;10;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;50;1;25;47;37;30;54;28;31;26;53;36;29;11;44;51;21;10;64;57;3;14;27;41;34;4;38;43;18;6;60;56;4;294
4;294;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;52;40;33;50;1;25;47;37;30;54;28;31;26;53;36;29;11;44;51;21;10;64;57;3;14;27;41;34;4;38;43;18;6;60;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;31;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;14;27;41;34;4;38;43;18;6;60;56;4;294
4;294;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;45;24;31;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;14;27;41;34;4;38;43;18;6;60;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;14;24;31;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;45;27;41;34;4;38;43;18;6;60;56;4;298
4;298;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;14;24;31;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;45;27;41;34;4;38;43;18;6;60;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;14;24;34;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56;4;290
4;290;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;16;46;8;9;15;39;63;23;14;24;34;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;9;15;39;16;23;14;24;34;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56;4;280
4;280;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;9;15;39;16;23;14;24;34;40;33;50;1;25;47;37;30;54;28;52;26;53;36;29;11;44;51;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;9;15;39;16;23;14;24;34;40;33;50;1;25;47;37;30;54;28;52;51;53;36;29;11;44;26;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56;4;280
4;280;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;9;15;39;16;23;14;24;34;40;33;50;1;25;47;37;30;54;28;52;51;53;36;29;11;44;26;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;40;33;50;1;9;47;37;30;54;28;52;51;53;36;29;11;44;26;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56;4;282
4;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;40;33;50;1;9;47;37;30;54;28;52;51;53;36;29;11;44;26;21;10;64;57;3;45;27;41;31;4;38;43;18;6;60;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;40;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;64;57;3;45;27;41;31;4;38;43;18;6;29;56;4;282
4;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;40;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;64;57;3;45;27;41;31;4;38;43;18;6;29;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;40;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;64;57;3;45;29;41;31;4;38;43;18;6;27;56;4;282
4;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;40;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;64;57;3;45;29;41;31;4;38;43;18;6;27;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;64;57;3;45;29;41;31;40;38;43;18;6;27;56;4;282
4;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;62;55;48;7;63;46;8;25;15;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;64;57;3;45;29;41;31;40;38;43;18;6;27;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;64;55;48;7;63;46;8;25;15;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;62;57;3;45;29;41;31;40;38;43;18;6;27;56;4;282
4;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;64;55;48;7;63;46;8;25;15;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;62;57;3;45;29;41;31;40;38;43;18;6;27;56
42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;62;57;3;45;29;41;31;40;38;43;15;6;27;56;4;282
4;282;42;49;2;59;12;20;19;61;5;58;32;13;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;62;57;3;45;29;41;31;40;38;43;15;6;27;56
42;49;2;59;12;20;19;61;5;31;32;13;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;62;57;3;45;29;41;58;40;38;43;15;6;27;56;4;262
4;262;42;49;2;59;12;20;19;61;5;31;32;13;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;26;21;10;62;57;3;45;29;41;58;40;38;43;15;6;27;56
42;49;2;59;12;20;19;61;5;31;32;13;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;62;21;10;26;57;3;45;29;41;58;40;38;43;15;6;27;56;4;262
4;262;42;49;2;59;12;20;19;61;5;31;32;13;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;62;21;10;26;57;3;45;29;41;58;40;38;43;15;6;27;56
42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;62;21;10;26;13;3;45;29;41;58;40;38;43;15;6;27;56;4;262
4;262;42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;51;53;36;60;11;44;62;21;10;26;13;3;45;29;41;58;40;38;43;15;6;27;56
42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;45;29;41;58;40;38;43;15;6;27;56;4;262
4;262;42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;45;29;41;58;40;38;43;15;6;27;56
42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56;4;262
4;262;42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;39;16;23;14;24;34;4;33;50;1;9;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56
42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;9;16;23;14;24;34;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56;4;262
4;262;42;49;2;59;12;20;19;61;5;31;32;57;22;35;17;64;55;48;7;63;46;8;25;18;9;16;23;14;24;34;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;12;46;8;25;18;9;16;23;14;24;34;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56;4;274
5;274;42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;12;46;8;25;18;9;16;23;14;24;34;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;44;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;12;46;8;25;18;9;16;23;14;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;34;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56;5;278
5;278;42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;12;46;8;25;18;9;16;23;14;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;34;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;23;46;8;25;18;9;16;12;14;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;34;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56;5;286
5;286;42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;23;46;8;25;18;9;16;12;14;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;34;62;21;10;51;13;3;38;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;34;62;21;10;51;13;14;38;29;41;58;40;45;43;15;6;27;56;5;282
5;282;42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;34;62;21;10;51;13;14;38;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;38;62;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56;5;282
5;282;42;49;2;59;63;20;19;61;5;31;32;57;22;35;17;64;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;38;62;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;64;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56;5;282
5;282;42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;64;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;37;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;37;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;64;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56;5;278
5;278;42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;37;55;48;7;23;46;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;64;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;37;55;48;7;23;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56;5;294
5;294;42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;37;55;48;7;23;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56
42;31;2;59;63;20;19;61;5;49;32;57;62;35;17;37;55;48;7;23;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56;5;302
5;294;42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;37;55;48;7;23;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;51;13;14;34;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;23;13;14;34;29;41;58;40;45;43;15;6;27;56;5;294
5;294;42;49;2;59;63;20;19;61;5;31;32;57;62;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;23;13;14;34;29;41;58;40;45;43;15;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;23;13;14;34;29;41;58;40;45;43;62;6;27;56;5;294
5;294;42;49;2;59;63;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;30;54;28;52;26;53;36;60;11;38;22;21;10;23;13;14;34;29;41;58;40;45;43;62;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;38;22;21;10;23;13;14;30;29;41;58;40;45;43;62;6;27;56;5;294
5;294;42;49;2;59;63;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;38;22;21;10;23;13;14;30;29;41;58;40;45;43;62;6;27;56
42;49;2;59;63;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;38;22;21;10;23;13;62;30;29;41;58;40;45;43;14;6;27;56;5;294
5;294;42;49;2;59;63;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;38;22;21;10;23;13;62;30;29;41;58;40;45;43;14;6;27;56
42;49;2;59;6;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;38;22;21;10;23;13;62;30;29;41;58;40;45;43;14;63;27;56;5;294
5;294;42;49;2;59;6;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;38;22;21;10;23;13;62;30;29;41;58;40;45;43;14;63;27;56
42;49;2;59;6;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56;5;294
5;294;42;49;2;59;6;20;19;61;5;31;32;57;15;35;17;37;55;48;7;51;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56
42;49;2;59;6;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56;5;278
5;278;42;49;2;59;6;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;46;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56
42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56;5;270
5;270;42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;44;4;33;50;1;39;47;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56
42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;39;4;33;50;1;44;47;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56;5;268
5;268;42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;39;4;33;50;1;44;47;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;13;62;30;29;41;58;38;45;43;14;63;27;56
42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;39;4;33;50;1;44;47;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56;5;268
5;268;42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;37;55;48;7;32;64;8;25;18;9;16;12;3;24;39;4;33;50;1;44;47;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56
42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;25;18;9;16;12;3;24;39;4;33;50;1;44;37;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56;5;268
5;268;42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;25;18;9;16;12;3;24;39;4;33;50;1;44;37;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56
42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;25;18;9;16;12;3;24;39;50;33;4;1;44;37;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56;5;266
6;266;42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;25;18;9;16;12;3;24;39;50;33;4;1;44;37;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56
42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;37;18;9;16;12;3;24;39;50;33;4;1;44;25;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56;6;266
6;266;42;49;2;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;37;18;9;16;12;3;24;39;50;33;4;1;44;25;6;34;54;28;52;26;53;36;60;11;40;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56
42;49;40;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;37;18;9;16;12;3;24;39;50;33;4;1;44;25;6;34;54;28;52;26;53;36;60;11;2;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56;6;260
6;260;42;49;40;59;46;20;19;61;5;31;51;57;15;35;17;47;55;48;7;32;64;8;37;18;9;16;12;3;24;39;50;33;4;1;44;25;6;34;54;28;52;26;53;36;60;11;2;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56
42;49;40;59;46;20;19;61;5;7;51;57;15;35;17;47;55;48;31;32;64;8;37;18;9;16;12;3;24;39;50;33;4;1;44;25;6;34;54;28;52;26;53;36;60;11;2;22;21;10;23;14;62;30;29;41;58;38;45;43;13;63;27;56;6;268
