"X1";"X27344";"X3";"X11";"X20";"X22";"X1.1";"X26";"X12";"X5";"X14";"X4";"X29";"X25";"X7";"X27";"X28";"X19";"X13";"X31";"X30";"X18";"X8";"X9";"X16";"X6";"X32";"X21";"X23";"X10";"X17";"X24";"X2";"X15"
5;27982;11;18;5;32;14;24;16;7;19;8;4;1;12;26;13;6;29;10;27;25;3;9;2;22;15;28;20;31;17;23;30;21
11;18;5;32;14;24;16;7;19;8;4;1;12;26;13;6;29;10;27;23;3;9;2;22;15;28;20;31;17;25;30;21;5;27502
6;27502;11;18;5;32;14;24;16;7;19;8;4;1;12;26;13;6;29;10;27;23;3;9;2;22;15;28;20;31;17;25;30;21
11;18;5;32;14;24;16;7;19;8;4;1;12;26;13;6;29;10;27;22;3;9;2;23;15;28;20;31;17;25;30;21;6;27702
6;27702;11;18;5;32;14;24;16;7;19;8;4;1;12;26;13;6;29;10;27;22;3;9;2;23;15;28;20;31;17;25;30;21
11;18;5;32;14;24;16;7;19;8;4;1;17;26;13;6;29;10;27;22;3;9;2;23;15;28;20;31;12;25;30;21;6;28088
6;28088;11;18;5;32;14;24;16;7;19;8;4;1;17;26;13;6;29;10;27;22;3;9;2;23;15;28;20;31;12;25;30;21
11;18;5;32;14;24;28;7;19;8;4;1;17;26;13;6;29;10;27;22;3;9;2;23;15;16;20;31;12;25;30;21;6;27690
6;27690;11;18;5;32;14;24;28;7;19;8;4;1;17;26;13;6;29;10;27;22;3;9;2;23;15;16;20;31;12;25;30;21
11;22;5;32;14;24;28;7;19;8;4;1;17;26;13;6;29;10;27;18;3;9;2;23;15;16;20;31;12;25;30;21;6;27470
6;27470;11;22;5;32;14;24;28;7;19;8;4;1;17;26;13;6;29;10;27;18;3;9;2;23;15;16;20;31;12;25;30;21
11;22;5;32;9;24;28;7;19;8;4;1;17;26;13;6;29;10;27;18;3;14;2;23;15;16;20;31;12;25;30;21;6;27670
6;27670;11;22;5;32;9;24;28;7;19;8;4;1;17;26;13;6;29;10;27;18;3;14;2;23;15;16;20;31;12;25;30;21
11;22;5;32;9;24;30;7;19;8;4;1;17;26;13;6;29;10;27;18;3;14;2;23;15;16;20;31;12;25;28;21;6;27890
6;27890;11;22;5;32;9;24;30;7;19;8;4;1;17;26;13;6;29;10;27;18;3;14;2;23;15;16;20;31;12;25;28;21
11;22;5;18;9;24;30;7;19;8;4;1;17;26;13;6;29;10;27;32;3;14;2;23;15;16;20;31;12;25;28;21;6;28110
6;28110;11;22;5;18;9;24;30;7;19;8;4;1;17;26;13;6;29;10;27;32;3;14;2;23;15;16;20;31;12;25;28;21
11;22;5;18;9;24;30;3;19;8;4;1;17;26;13;6;29;10;27;32;7;14;2;23;15;16;20;31;12;25;28;21;6;28250
6;28250;11;22;5;18;9;24;30;3;19;8;4;1;17;26;13;6;29;10;27;32;7;14;2;23;15;16;20;31;12;25;28;21
11;22;5;18;9;24;30;3;19;8;4;1;31;26;13;6;29;10;27;32;7;14;2;23;15;16;20;17;12;25;28;21;6;28290
6;28290;11;22;5;18;9;24;30;3;19;8;4;1;31;26;13;6;29;10;27;32;7;14;2;23;15;16;20;17;12;25;28;21
11;22;5;18;9;24;25;3;19;8;4;1;31;26;13;6;29;10;27;32;7;14;2;23;15;16;20;17;12;30;28;21;6;28330
6;28330;11;22;5;18;9;24;25;3;19;8;4;1;31;26;13;6;29;10;27;32;7;14;2;23;15;16;20;17;12;30;28;21
11;22;5;18;20;24;25;3;19;8;4;1;31;26;13;6;29;10;27;32;7;14;2;23;15;16;9;17;12;30;28;21;6;28716
6;28716;11;22;5;18;20;24;25;3;19;8;4;1;31;26;13;6;29;10;27;32;7;14;2;23;15;16;9;17;12;30;28;21
11;22;5;18;29;24;25;3;19;8;4;1;31;26;13;6;20;10;27;32;7;14;2;23;15;16;9;17;12;30;28;21;6;28316
6;28316;11;22;5;18;29;24;25;3;19;8;4;1;31;26;13;6;20;10;27;32;7;14;2;23;15;16;9;17;12;30;28;21
11;22;5;18;29;24;25;2;19;8;4;1;31;26;13;6;20;10;27;32;7;14;3;23;15;16;9;17;12;30;28;21;6;28136
6;28136;11;22;5;18;29;24;25;2;19;8;4;1;31;26;13;6;20;10;27;32;7;14;3;23;15;16;9;17;12;30;28;21
11;9;5;18;29;24;25;2;19;8;4;1;31;26;13;6;20;10;27;32;7;14;3;23;15;16;22;17;12;30;28;21;6;28450
6;28450;11;9;5;18;29;24;25;2;19;8;4;1;31;26;13;6;20;10;27;32;7;14;3;23;15;16;22;17;12;30;28;21
11;9;5;18;29;24;25;2;19;8;4;1;31;26;13;20;6;10;27;32;7;14;3;23;15;16;22;17;12;30;28;21;6;28450
6;28450;11;9;5;18;29;24;25;2;19;8;4;1;31;26;13;20;6;10;27;32;7;14;3;23;15;16;22;17;12;30;28;21
11;9;5;18;29;24;25;2;12;8;4;1;31;26;13;20;6;10;27;32;7;14;3;23;15;16;22;17;19;30;28;21;6;28234
6;28234;11;9;5;18;29;24;25;2;12;8;4;1;31;26;13;20;6;10;27;32;7;14;3;23;15;16;22;17;19;30;28;21
11;9;5;18;29;20;25;2;12;8;4;1;31;26;13;24;6;10;27;32;7;14;3;23;15;16;22;17;19;30;28;21;6;28174
6;28174;11;9;5;18;29;20;25;2;12;8;4;1;31;26;13;24;6;10;27;32;7;14;3;23;15;16;22;17;19;30;28;21
11;9;5;18;29;3;25;2;12;8;4;1;31;26;13;24;6;10;27;32;7;14;20;23;15;16;22;17;19;30;28;21;6;27754
6;27754;11;9;5;18;29;3;25;2;12;8;4;1;31;26;13;24;6;10;27;32;7;14;20;23;15;16;22;17;19;30;28;21
32;9;5;18;29;3;25;2;12;8;4;1;31;26;13;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;21;6;28318
6;28318;32;9;5;18;29;3;25;2;12;8;4;1;31;26;13;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;21
32;9;5;18;29;3;25;2;12;8;4;1;31;26;21;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;13;6;28256
7;28256;32;9;5;18;29;3;25;2;12;8;4;1;31;26;21;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;13
32;9;5;18;29;2;25;3;12;8;4;1;31;26;21;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;13;7;28316
7;28316;32;9;5;18;29;2;25;3;12;8;4;1;31;26;21;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;13
32;9;12;18;29;2;25;3;5;8;4;1;31;26;21;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;13;7;28636
7;28636;32;9;12;18;29;2;25;3;5;8;4;1;31;26;21;24;6;10;27;11;7;14;20;23;15;16;22;17;19;30;28;13
32;9;12;18;29;2;25;3;5;8;4;1;31;26;10;24;6;21;27;11;7;14;20;23;15;16;22;17;19;30;28;13;7;28692
7;28692;32;9;12;18;29;2;25;3;5;8;4;1;31;26;10;24;6;21;27;11;7;14;20;23;15;16;22;17;19;30;28;13
32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;24;6;21;27;11;7;14;20;23;8;16;22;17;19;30;28;13;7;28712
7;28712;32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;24;6;21;27;11;7;14;20;23;8;16;22;17;19;30;28;13
32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;7;6;21;27;11;24;14;20;23;8;16;22;17;19;30;28;13;7;27750
7;27750;32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;7;6;21;27;11;24;14;20;23;8;16;22;17;19;30;28;13
32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;19;6;21;27;11;24;14;20;23;8;16;22;17;7;30;28;13;7;28856
7;28856;32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;19;6;21;27;11;24;14;20;23;8;16;22;17;7;30;28;13
32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;19;6;21;27;13;24;14;20;23;8;16;22;17;7;30;28;11;7;29296
7;29296;32;9;12;18;29;2;25;3;5;15;4;1;31;26;10;19;6;21;27;13;24;14;20;23;8;16;22;17;7;30;28;11
32;9;12;18;29;19;25;3;5;15;4;1;31;26;10;2;6;21;27;13;24;14;20;23;8;16;22;17;7;30;28;11;7;29506
7;29506;32;9;12;18;29;19;25;3;5;15;4;1;31;26;10;2;6;21;27;13;24;14;20;23;8;16;22;17;7;30;28;11
32;9;12;18;29;19;25;3;5;15;4;1;31;26;10;2;6;21;27;13;17;14;20;23;8;16;22;24;7;30;28;11;7;29346
7;29346;32;9;12;18;29;19;25;3;5;15;4;1;31;26;10;2;6;21;27;13;17;14;20;23;8;16;22;24;7;30;28;11
32;9;12;18;29;19;25;3;5;15;4;1;31;26;28;2;6;21;27;13;17;14;20;23;8;16;22;24;7;30;10;11;7;29592
7;29592;32;9;12;18;29;19;25;3;5;15;4;1;31;26;28;2;6;21;27;13;17;14;20;23;8;16;22;24;7;30;10;11
32;9;12;18;29;19;25;3;5;15;4;1;31;26;28;2;6;21;27;13;17;14;20;8;23;16;22;24;7;30;10;11;7;29752
7;29752;32;9;12;18;29;19;25;3;5;15;4;1;31;26;28;2;6;21;27;13;17;14;20;8;23;16;22;24;7;30;10;11
32;9;12;18;29;19;25;22;5;15;4;1;31;26;28;2;6;21;27;13;17;14;20;8;23;16;3;24;7;30;10;11;7;29680
7;29680;32;9;12;18;29;19;25;22;5;15;4;1;31;26;28;2;6;21;27;13;17;14;20;8;23;16;3;24;7;30;10;11
32;9;12;18;29;19;25;22;5;15;14;1;31;26;28;2;6;21;27;13;17;4;20;8;23;16;3;24;7;30;10;11;7;29380
7;29380;32;9;12;18;29;19;25;22;5;15;14;1;31;26;28;2;6;21;27;13;17;4;20;8;23;16;3;24;7;30;10;11
32;9;12;6;29;19;25;22;5;15;14;1;31;26;28;2;18;21;27;13;17;4;20;8;23;16;3;24;7;30;10;11;7;29382
7;29382;32;9;12;6;29;19;25;22;5;15;14;1;31;26;28;2;18;21;27;13;17;4;20;8;23;16;3;24;7;30;10;11
7;9;12;6;29;19;25;22;5;15;14;1;31;26;28;2;18;21;27;13;17;4;20;8;23;16;3;24;32;30;10;11;7;28192
7;28192;7;9;12;6;29;19;25;22;5;15;14;1;31;26;28;2;18;21;27;13;17;4;20;8;23;16;3;24;32;30;10;11
7;9;12;6;29;19;25;22;5;15;14;1;31;26;28;2;32;21;27;13;17;4;20;8;23;16;3;24;18;30;10;11;7;28612
7;28612;7;9;12;6;29;19;25;22;5;15;14;1;31;26;28;2;32;21;27;13;17;4;20;8;23;16;3;24;18;30;10;11
7;9;12;6;29;19;21;22;5;15;14;1;31;26;28;2;32;25;27;13;17;4;20;8;23;16;3;24;18;30;10;11;7;28612
7;28612;7;9;12;6;29;19;21;22;5;15;14;1;31;26;28;2;32;25;27;13;17;4;20;8;23;16;3;24;18;30;10;11
7;9;12;6;29;19;21;22;5;15;14;1;31;26;28;23;32;25;27;13;17;4;20;8;2;16;3;24;18;30;10;11;7;28068
7;28068;7;9;12;6;29;19;21;22;5;15;14;1;31;26;28;23;32;25;27;13;17;4;20;8;2;16;3;24;18;30;10;11
7;9;12;6;29;19;21;22;5;15;14;1;31;26;28;23;32;25;27;13;17;4;20;8;2;16;3;24;10;30;18;11;7;28326
7;28326;7;9;12;6;29;19;21;22;5;15;14;1;31;26;28;23;32;25;27;13;17;4;20;8;2;16;3;24;10;30;18;11
7;9;12;6;29;19;21;22;5;18;14;1;31;26;28;23;32;25;27;13;17;4;20;8;2;16;3;24;10;30;15;11;7;27804
8;27804;7;9;12;6;29;19;21;22;5;18;14;1;31;26;28;23;32;25;27;13;17;4;20;8;2;16;3;24;10;30;15;11
7;9;12;6;29;19;21;22;5;18;14;1;31;26;28;23;20;25;27;13;17;4;32;8;2;16;3;24;10;30;15;11;8;28224
8;28224;7;9;12;6;29;19;21;22;5;18;14;1;31;26;28;23;20;25;27;13;17;4;32;8;2;16;3;24;10;30;15;11
28;9;12;6;29;19;21;22;5;18;14;1;31;26;7;23;20;25;27;13;17;4;32;8;2;16;3;24;10;30;15;11;8;28630
8;28630;28;9;12;6;29;19;21;22;5;18;14;1;31;26;7;23;20;25;27;13;17;4;32;8;2;16;3;24;10;30;15;11
28;9;12;6;16;19;21;22;5;18;14;1;31;26;7;23;20;25;27;13;17;4;32;8;2;29;3;24;10;30;15;11;8;28312
8;28312;28;9;12;6;16;19;21;22;5;18;14;1;31;26;7;23;20;25;27;13;17;4;32;8;2;29;3;24;10;30;15;11
28;9;12;6;16;19;21;22;5;18;14;1;31;26;7;23;3;25;27;13;17;4;32;8;2;29;20;24;10;30;15;11;8;27860
8;27860;28;9;12;6;16;19;21;22;5;18;14;1;31;26;7;23;3;25;27;13;17;4;32;8;2;29;20;24;10;30;15;11
28;9;12;6;16;19;21;22;5;18;14;1;31;26;7;27;3;25;23;13;17;4;32;8;2;29;20;24;10;30;15;11;8;27860
8;27860;28;9;12;6;16;19;21;22;5;18;14;1;31;26;7;27;3;25;23;13;17;4;32;8;2;29;20;24;10;30;15;11
28;9;12;15;16;19;21;22;5;18;14;1;31;26;7;27;3;25;23;13;17;4;32;8;2;29;20;24;10;30;6;11;8;28040
8;28040;28;9;12;15;16;19;21;22;5;18;14;1;31;26;7;27;3;25;23;13;17;4;32;8;2;29;20;24;10;30;6;11
28;9;12;15;23;19;21;22;5;18;14;1;31;26;7;27;3;25;16;13;17;4;32;8;2;29;20;24;10;30;6;11;8;27426
8;27426;28;9;12;15;23;19;21;22;5;18;14;1;31;26;7;27;3;25;16;13;17;4;32;8;2;29;20;24;10;30;6;11
28;9;22;15;23;19;21;12;5;18;14;1;31;26;7;27;3;25;16;13;17;4;32;8;2;29;20;24;10;30;6;11;8;27744
8;27744;28;9;22;15;23;19;21;12;5;18;14;1;31;26;7;27;3;25;16;13;17;4;32;8;2;29;20;24;10;30;6;11
28;9;22;15;23;19;21;12;5;18;14;16;31;26;7;27;3;25;1;13;17;4;32;8;2;29;20;24;10;30;6;11;8;27024
8;27024;28;9;22;15;23;19;21;12;5;18;14;16;31;26;7;27;3;25;1;13;17;4;32;8;2;29;20;24;10;30;6;11
28;30;22;15;23;19;21;12;5;18;14;16;31;26;7;27;3;25;1;13;17;4;32;8;2;29;20;24;10;9;6;11;8;26990
8;26990;28;30;22;15;23;19;21;12;5;18;14;16;31;26;7;27;3;25;1;13;17;4;32;8;2;29;20;24;10;9;6;11
28;30;22;15;23;19;21;12;5;18;14;16;31;26;7;27;3;25;10;13;17;4;32;8;2;29;20;24;1;9;6;11;8;27130
8;27130;28;30;22;15;23;19;21;12;5;18;14;16;31;26;7;27;3;25;10;13;17;4;32;8;2;29;20;24;1;9;6;11
28;30;22;15;23;19;21;12;5;18;20;16;31;26;7;27;3;25;10;13;17;4;32;8;2;29;14;24;1;9;6;11;8;26790
8;26790;28;30;22;15;23;19;21;12;5;18;20;16;31;26;7;27;3;25;10;13;17;4;32;8;2;29;14;24;1;9;6;11
3;30;22;15;23;19;21;12;5;18;20;16;31;26;7;27;28;25;10;13;17;4;32;8;2;29;14;24;1;9;6;11;8;26330
8;26330;3;30;22;15;23;19;21;12;5;18;20;16;31;26;7;27;28;25;10;13;17;4;32;8;2;29;14;24;1;9;6;11
3;30;22;15;23;19;21;12;5;18;20;16;31;26;7;27;28;25;10;13;17;4;32;9;2;29;14;24;1;8;6;11;8;26570
8;26570;3;30;22;15;23;19;21;12;5;18;20;16;31;26;7;27;28;25;10;13;17;4;32;9;2;29;14;24;1;8;6;11
3;30;22;15;23;19;21;12;5;18;20;16;17;26;7;27;28;25;10;13;31;4;32;9;2;29;14;24;1;8;6;11;8;27230
8;27230;3;30;22;15;23;19;21;12;5;18;20;16;17;26;7;27;28;25;10;13;31;4;32;9;2;29;14;24;1;8;6;11
3;30;22;15;23;19;21;12;5;18;20;16;17;26;7;27;28;25;10;13;31;4;32;9;2;24;14;29;1;8;6;11;8;26270
8;26270;3;30;22;15;23;19;21;12;5;18;20;16;17;26;7;27;28;25;10;13;31;4;32;9;2;24;14;29;1;8;6;11
3;30;22;15;9;19;21;12;5;18;20;16;17;26;7;27;28;25;10;13;31;4;32;23;2;24;14;29;1;8;6;11;8;27700
8;27700;3;30;22;15;9;19;21;12;5;18;20;16;17;26;7;27;28;25;10;13;31;4;32;23;2;24;14;29;1;8;6;11
3;30;22;15;9;19;21;12;5;18;20;16;17;26;29;27;28;25;10;13;31;4;32;23;2;24;14;7;1;8;6;11;8;28330
8;28330;3;30;22;15;9;19;21;12;5;18;20;16;17;26;29;27;28;25;10;13;31;4;32;23;2;24;14;7;1;8;6;11
3;30;22;28;9;19;21;12;5;18;20;16;17;26;29;27;15;25;10;13;31;4;32;23;2;24;14;7;1;8;6;11;8;28524
8;28524;3;30;22;28;9;19;21;12;5;18;20;16;17;26;29;27;15;25;10;13;31;4;32;23;2;24;14;7;1;8;6;11
3;30;22;28;9;19;21;12;5;18;20;16;17;26;29;27;15;25;10;13;31;4;32;23;2;24;14;7;1;11;6;8;8;28684
9;28684;3;30;22;28;9;19;21;12;5;18;20;16;17;26;29;27;15;25;10;13;31;4;32;23;2;24;14;7;1;11;6;8
3;30;22;28;9;19;21;7;5;18;20;16;17;26;29;27;15;25;10;13;31;4;32;23;2;24;14;12;1;11;6;8;9;28884
9;28884;3;30;22;28;9;19;21;7;5;18;20;16;17;26;29;27;15;25;10;13;31;4;32;23;2;24;14;12;1;11;6;8
3;30;22;28;4;19;21;7;5;18;20;16;17;26;29;27;15;25;10;13;31;9;32;23;2;24;14;12;1;11;6;8;9;28924
9;28924;3;30;22;28;4;19;21;7;5;18;20;16;17;26;29;27;15;25;10;13;31;9;32;23;2;24;14;12;1;11;6;8
3;30;22;28;4;19;21;7;5;18;27;16;17;26;29;20;15;25;10;13;31;9;32;23;2;24;14;12;1;11;6;8;9;29124
9;29124;3;30;22;28;4;19;21;7;5;18;27;16;17;26;29;20;15;25;10;13;31;9;32;23;2;24;14;12;1;11;6;8
3;30;22;28;4;19;21;7;5;18;27;16;17;26;29;20;8;25;10;13;31;9;32;23;2;24;14;12;1;11;6;15;9;28524
9;28524;3;30;22;28;4;19;21;7;5;18;27;16;17;26;29;20;8;25;10;13;31;9;32;23;2;24;14;12;1;11;6;15
3;30;22;28;4;19;9;7;5;18;27;16;17;26;29;20;8;25;10;13;31;21;32;23;2;24;14;12;1;11;6;15;9;28408
9;28408;3;30;22;28;4;19;9;7;5;18;27;16;17;26;29;20;8;25;10;13;31;21;32;23;2;24;14;12;1;11;6;15
3;30;22;28;4;19;18;7;5;9;27;16;17;26;29;20;8;25;10;13;31;21;32;23;2;24;14;12;1;11;6;15;9;28024
9;28024;3;30;22;28;4;19;18;7;5;9;27;16;17;26;29;20;8;25;10;13;31;21;32;23;2;24;14;12;1;11;6;15
12;30;22;28;4;19;18;7;5;9;27;16;17;26;29;20;8;25;10;13;31;21;32;23;2;24;14;3;1;11;6;15;9;27864
9;27864;12;30;22;28;4;19;18;7;5;9;27;16;17;26;29;20;8;25;10;13;31;21;32;23;2;24;14;3;1;11;6;15
12;30;22;28;4;19;18;20;5;9;27;16;17;26;29;7;8;25;10;13;31;21;32;23;2;24;14;3;1;11;6;15;9;28320
9;28320;12;30;22;28;4;19;18;20;5;9;27;16;17;26;29;7;8;25;10;13;31;21;32;23;2;24;14;3;1;11;6;15
12;30;22;28;4;11;18;20;5;9;27;16;17;26;29;7;8;25;10;13;31;21;32;23;2;24;14;3;1;19;6;15;9;27806
9;27806;12;30;22;28;4;11;18;20;5;9;27;16;17;26;29;7;8;25;10;13;31;21;32;23;2;24;14;3;1;19;6;15
12;30;22;28;31;11;18;20;5;9;27;16;17;26;29;7;8;25;10;13;4;21;32;23;2;24;14;3;1;19;6;15;9;27222
9;27222;12;30;22;28;31;11;18;20;5;9;27;16;17;26;29;7;8;25;10;13;4;21;32;23;2;24;14;3;1;19;6;15
12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;25;10;13;4;21;27;23;2;24;14;3;1;19;6;15;9;27462
9;27462;12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;25;10;13;4;21;27;23;2;24;14;3;1;19;6;15
12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;25;10;13;4;27;21;23;2;24;14;3;1;19;6;15;9;26942
9;26942;12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;25;10;13;4;27;21;23;2;24;14;3;1;19;6;15
12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;25;10;13;4;27;6;23;2;24;14;3;1;19;21;15;9;26612
9;26612;12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;25;10;13;4;27;6;23;2;24;14;3;1;19;21;15
12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;13;10;25;4;27;6;23;2;24;14;3;1;19;21;15;9;26150
9;26150;12;30;22;28;31;11;18;20;5;9;32;16;17;26;29;7;8;13;10;25;4;27;6;23;2;24;14;3;1;19;21;15
12;30;22;28;31;11;18;20;5;9;32;16;8;26;29;7;17;13;10;25;4;27;6;23;2;24;14;3;1;19;21;15;9;26570
9;26570;12;30;22;28;31;11;18;20;5;9;32;16;8;26;29;7;17;13;10;25;4;27;6;23;2;24;14;3;1;19;21;15
12;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;10;25;4;27;6;23;2;24;14;5;1;19;21;15;9;26150
9;26150;12;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;10;25;4;27;6;23;2;24;14;5;1;19;21;15
12;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;5;25;4;27;6;23;2;24;14;10;1;19;21;15;9;26070
9;26070;12;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;5;25;4;27;6;23;2;24;14;10;1;19;21;15
12;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;5;25;4;27;6;23;2;24;14;19;1;10;21;15;9;26890
9;26890;12;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;5;25;4;27;6;23;2;24;14;19;1;10;21;15
25;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;5;12;4;27;6;23;2;24;14;19;1;10;21;15;9;26962
9;26962;25;30;22;28;31;11;18;20;3;9;32;16;8;26;29;7;17;13;5;12;4;27;6;23;2;24;14;19;1;10;21;15
25;30;22;28;31;11;17;20;3;9;32;16;8;26;29;7;18;13;5;12;4;27;6;23;2;24;14;19;1;10;21;15;9;26982
10;26982;25;30;22;28;31;11;17;20;3;9;32;16;8;26;29;7;18;13;5;12;4;27;6;23;2;24;14;19;1;10;21;15
25;30;22;28;31;11;17;20;3;9;32;16;8;26;29;7;18;13;5;12;4;10;6;23;2;24;14;19;1;27;21;15;10;27060
10;27060;25;30;22;28;31;11;17;20;3;9;32;16;8;26;29;7;18;13;5;12;4;10;6;23;2;24;14;19;1;27;21;15
25;30;22;28;31;11;17;20;5;9;32;16;8;26;29;7;18;13;3;12;4;10;6;23;2;24;14;19;1;27;21;15;10;27040
10;27040;25;30;22;28;31;11;17;20;5;9;32;16;8;26;29;7;18;13;3;12;4;10;6;23;2;24;14;19;1;27;21;15
25;30;22;28;31;11;17;20;12;9;32;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15;10;27240
10;27240;25;30;22;28;31;11;17;20;12;9;32;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15
25;30;22;28;20;11;17;31;12;9;32;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15;10;27560
10;27560;25;30;22;28;20;11;17;31;12;9;32;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15
25;30;32;28;20;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15;10;27640
10;27640;25;30;32;28;20;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15
25;28;32;30;20;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15;10;27480
10;27480;25;28;32;30;20;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;10;6;23;2;24;14;19;1;27;21;15
25;28;32;30;20;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;27;21;15;10;27960
10;27960;25;28;32;30;20;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;27;21;15
25;28;32;30;27;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;20;21;15;10;27260
10;27260;25;28;32;30;27;11;17;31;12;9;22;16;8;26;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;20;21;15
25;28;32;30;27;11;17;31;12;26;22;16;8;9;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;20;21;15;10;26774
10;26774;25;28;32;30;27;11;17;31;12;26;22;16;8;9;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;20;21;15
25;28;32;30;27;11;17;15;12;26;22;16;8;9;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;20;21;31;10;26958
10;26958;25;28;32;30;27;11;17;15;12;26;22;16;8;9;29;7;18;13;3;5;4;2;6;23;10;24;14;19;1;20;21;31
25;28;32;30;27;11;17;15;12;26;22;16;8;9;29;7;18;13;3;5;4;24;6;23;10;2;14;19;1;20;21;31;10;26968
10;26968;25;28;32;30;27;11;17;15;12;26;22;16;8;9;29;7;18;13;3;5;4;24;6;23;10;2;14;19;1;20;21;31
25;28;32;30;27;11;17;15;12;26;22;16;8;9;29;24;18;13;3;5;4;7;6;23;10;2;14;19;1;20;21;31;10;26970
10;26970;25;28;32;30;27;11;17;15;12;26;22;16;8;9;29;24;18;13;3;5;4;7;6;23;10;2;14;19;1;20;21;31
25;28;32;30;27;11;17;15;12;26;18;16;8;9;29;24;22;13;3;5;4;7;6;23;10;2;14;19;1;20;21;31;10;26730
10;26730;25;28;32;30;27;11;17;15;12;26;18;16;8;9;29;24;22;13;3;5;4;7;6;23;10;2;14;19;1;20;21;31
25;28;32;30;27;11;17;15;12;26;18;16;8;9;31;24;22;13;3;5;4;7;6;23;10;2;14;19;1;20;21;29;10;26210
10;26210;25;28;32;30;27;11;17;15;12;26;18;16;8;9;31;24;22;13;3;5;4;7;6;23;10;2;14;19;1;20;21;29
25;28;26;30;27;11;17;15;12;32;18;16;8;9;31;24;22;13;3;5;4;7;6;23;10;2;14;19;1;20;21;29;10;25850
10;25850;25;28;26;30;27;11;17;15;12;32;18;16;8;9;31;24;22;13;3;5;4;7;6;23;10;2;14;19;1;20;21;29
25;28;26;30;27;11;17;15;12;32;18;16;8;9;31;24;22;13;3;5;4;7;6;23;1;2;14;19;10;20;21;29;10;25870
10;25870;25;28;26;30;27;11;17;15;12;32;18;16;8;9;31;24;22;13;3;5;4;7;6;23;1;2;14;19;10;20;21;29
25;28;26;30;27;11;17;15;12;32;10;16;8;9;31;24;22;13;3;5;4;7;6;23;1;2;14;19;18;20;21;29;10;25920
10;25920;25;28;26;30;27;11;17;15;12;32;10;16;8;9;31;24;22;13;3;5;4;7;6;23;1;2;14;19;18;20;21;29
25;28;26;30;27;11;17;15;12;32;10;16;8;9;31;24;22;13;5;3;4;7;6;23;1;2;14;19;18;20;21;29;10;25840
10;25840;25;28;26;30;27;11;17;15;12;32;10;16;8;9;31;24;22;13;5;3;4;7;6;23;1;2;14;19;18;20;21;29
2;28;26;30;27;11;17;15;12;32;10;16;8;9;31;24;22;13;5;3;4;7;6;23;1;25;14;19;18;20;21;29;10;25032
