"X1";"X254";"X31";"X62";"X40";"X53";"X37";"X41";"X61";"X18";"X17";"X22";"X50";"X8";"X55";"X38";"X16";"X47";"X9";"X49";"X2";"X63";"X46";"X35";"X57";"X24";"X25";"X29";"X15";"X30";"X3";"X58";"X23";"X43";"X4";"X10";"X60";"X21";"X14";"X28";"X64";"X27";"X1.1";"X6";"X5";"X36";"X42";"X48";"X45";"X54";"X12";"X44";"X32";"X39";"X52";"X13";"X51";"X11";"X34";"X59";"X33";"X7";"X56";"X20";"X19";"X26"
3;282;35;47;25;6;37;11;20;55;24;43;44;48;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;26;2;57;52;1;41;21;42;59;64;36;7;34;18;4;51;8;14;5;3;50;32;39;19;13;60;53;12;31;33;10;56;46;30;58
35;47;25;6;39;11;20;55;24;43;44;48;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;26;2;57;52;1;41;21;42;59;64;36;7;34;18;4;51;8;14;5;3;50;32;37;19;13;60;53;12;31;33;10;56;46;30;58;3;282
3;282;35;47;25;6;39;11;20;55;24;43;44;48;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;26;2;57;52;1;41;21;42;59;64;36;7;34;18;4;51;8;14;5;3;50;32;37;19;13;60;53;12;31;33;10;56;46;30;58
35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;18;4;51;8;14;5;3;50;32;37;19;13;60;53;12;31;33;10;56;46;30;58;3;286
3;286;35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;18;4;51;8;14;5;3;50;32;37;19;13;60;53;12;31;33;10;56;46;30;58
35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;18;4;51;8;14;5;3;50;13;37;19;32;60;53;12;31;33;10;56;46;30;58;3;286
3;286;35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;18;4;51;8;14;5;3;50;13;37;19;32;60;53;12;31;33;10;56;46;30;58
35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;56;46;30;58;3;286
3;286;35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;56;46;30;58
35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56;3;286
3;286;35;47;25;6;39;11;20;55;24;43;44;26;23;9;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56
35;47;25;6;39;11;20;55;24;43;44;9;23;26;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56;3;298
3;298;35;47;25;6;39;11;20;55;24;43;44;9;23;26;61;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56
35;47;25;6;39;11;20;55;24;61;44;9;23;26;43;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56;3;296
3;296;35;47;25;6;39;11;20;55;24;61;44;9;23;26;43;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;1;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56
35;47;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56;3;296
3;296;35;47;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;54;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;13;37;19;32;60;53;12;18;33;10;58;46;30;56
35;47;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;54;37;19;32;60;53;12;18;33;10;58;46;30;56;3;308
4;308;35;47;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;54;37;19;32;60;53;12;18;33;10;58;46;30;56
35;47;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;53;37;19;32;60;54;12;18;33;10;58;46;30;56;4;308
4;308;35;47;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;51;8;14;5;3;50;53;37;19;32;60;54;12;18;33;10;58;46;30;56
35;51;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;47;8;14;5;3;50;53;37;19;32;60;54;12;18;33;10;58;46;30;56;4;308
4;308;35;51;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;22;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;47;8;14;5;3;50;53;37;19;32;60;54;12;18;33;10;58;46;30;56
35;51;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;56;4;308
4;308;35;51;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;21;42;59;64;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;56
35;51;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;59;64;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;21;4;308
4;308;35;51;25;6;39;11;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;59;64;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;21
35;51;25;11;39;6;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;59;64;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;21;4;304
4;304;35;51;25;11;39;6;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;59;64;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;21
35;51;25;11;39;6;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;21;4;304
4;304;35;51;25;11;39;6;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;33;10;58;46;30;21
35;51;25;11;39;6;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21;4;304
4;304;35;51;25;11;39;6;20;55;24;61;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;15;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21
35;51;25;11;39;6;20;55;24;15;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21;4;296
4;296;35;51;25;11;39;6;20;55;24;15;44;9;1;26;43;62;38;53;49;63;28;45;27;29;17;40;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;3;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21
35;51;25;11;39;6;20;55;24;15;44;9;1;26;43;62;38;53;49;63;28;3;27;29;17;40;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;45;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21;4;296
4;296;35;51;25;11;39;6;20;55;24;15;44;9;1;26;43;62;38;53;49;63;28;3;27;29;17;40;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;45;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21
35;51;25;11;39;6;20;55;24;15;44;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;45;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21;4;272
4;272;35;51;25;11;39;6;20;55;24;15;44;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;45;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21
35;51;25;11;39;6;20;55;24;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21;4;280
4;280;35;51;25;11;39;6;20;55;24;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21
35;51;24;11;39;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21;4;276
4;276;35;51;24;11;39;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21
35;51;39;11;24;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21;4;274
4;274;35;51;39;11;24;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;56;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;46;10;58;33;30;21
35;51;39;11;24;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;56;10;58;33;30;21;4;274
4;274;35;51;39;11;24;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;3;27;29;17;49;13;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;56;10;58;33;30;21
35;51;39;11;24;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;13;27;29;17;49;3;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;56;10;58;33;30;21;4;268
4;268;35;51;39;11;24;6;20;55;25;15;45;9;1;26;43;62;38;53;40;63;28;13;27;29;17;49;3;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;56;10;58;33;30;21
35;51;39;11;24;6;20;55;25;15;45;9;1;63;43;62;38;53;40;26;28;13;27;29;17;49;3;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;56;10;58;33;30;21;4;256
4;256;35;51;39;11;24;6;20;55;25;15;45;9;1;63;43;62;38;53;40;26;28;13;27;29;17;49;3;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;50;22;37;19;32;60;54;12;18;56;10;58;33;30;21
35;51;39;11;24;6;20;55;25;15;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;38;22;37;19;32;60;54;12;18;56;10;58;33;30;21;4;276
4;276;35;51;39;11;24;6;20;55;25;15;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;16;61;48;2;57;52;23;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;38;22;37;19;32;60;54;12;18;56;10;58;33;30;21
35;51;39;11;24;6;20;55;25;15;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;16;61;48;2;57;52;38;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;21;4;276
4;276;35;51;39;11;24;6;20;55;25;15;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;16;61;48;2;57;52;38;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;21
35;51;39;11;24;6;20;55;25;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;15;61;48;2;57;52;38;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;21;4;272
4;272;35;51;39;11;24;6;20;55;25;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;15;61;48;2;57;52;38;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;21
35;51;39;11;24;6;20;55;25;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;38;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15;4;276
5;276;35;51;39;11;24;6;20;55;25;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;38;41;46;42;64;59;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15
35;51;39;11;24;6;20;55;25;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;59;41;46;42;64;38;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15;5;282
5;282;35;51;39;11;24;6;20;55;25;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;59;41;46;42;64;38;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15
35;51;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;59;41;46;42;64;38;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15;5;282
5;282;35;51;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;59;41;46;42;64;38;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15
35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;59;41;46;42;64;51;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15;5;270
5;270;35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;61;48;2;57;52;59;41;46;42;64;51;36;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15
35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;61;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15;5;270
5;270;35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;61;7;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15
35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15;5;270
5;270;35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;14;5;44;23;22;37;19;32;60;54;12;18;56;10;58;33;30;15
35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;270
5;270;35;38;39;11;25;6;20;55;24;16;45;9;1;63;43;62;50;53;40;26;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;39;11;25;6;20;55;26;16;45;9;1;63;43;62;50;53;40;24;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;268
5;268;35;38;39;11;25;6;20;55;26;16;45;9;1;63;43;62;50;53;40;24;28;13;27;29;17;49;3;21;36;48;2;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;39;11;25;6;20;55;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;29;17;49;3;21;36;48;63;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;260
5;260;35;38;39;11;25;6;20;55;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;29;17;49;3;21;36;48;63;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;39;11;25;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;264
5;264;35;38;39;11;25;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;41;46;42;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;42;11;25;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;41;46;39;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;264
5;264;35;38;42;11;25;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;41;46;39;64;51;7;61;34;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;34;11;25;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;41;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;266
5;266;35;38;34;11;25;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;41;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;34;11;41;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;266
5;266;35;38;34;11;41;6;20;29;26;16;45;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;34;11;41;6;20;29;26;45;16;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;274
5;274;35;38;34;11;41;6;20;29;26;45;16;9;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;9;11;41;6;20;29;26;45;16;34;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;276
5;276;35;38;9;11;41;6;20;29;26;45;16;34;1;2;43;62;50;53;40;24;28;13;27;55;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;9;11;41;6;20;29;26;45;16;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;268
5;268;35;38;9;11;41;6;20;29;26;45;16;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;63;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;9;63;41;6;20;29;26;45;16;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;11;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15;5;264
5;264;35;38;9;63;41;6;20;29;26;45;16;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;11;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;15
35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;11;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;16;5;264
5;264;35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;11;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;5;44;23;22;37;19;32;60;54;12;18;14;10;58;33;30;16
35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;11;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16;5;264
5;264;35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;48;11;57;52;59;25;46;39;64;51;7;61;42;31;4;47;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16
35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;47;11;57;52;59;25;46;39;64;51;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16;5;260
5;260;35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;47;11;57;52;59;25;46;39;64;51;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16
35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;47;11;57;52;59;25;46;39;51;64;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16;5;278
6;278;35;38;9;63;41;6;20;29;26;45;15;34;1;2;43;62;55;53;40;24;28;13;27;50;17;49;3;21;36;47;11;57;52;59;25;46;39;51;64;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16
35;38;9;63;41;6;20;29;26;17;15;34;1;2;43;62;55;53;40;24;28;13;27;50;45;49;3;21;36;47;11;57;52;59;25;46;39;51;64;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16;6;286
6;286;35;38;9;63;41;6;20;29;26;17;15;34;1;2;43;62;55;53;40;24;28;13;27;50;45;49;3;21;36;47;11;57;52;59;25;46;39;51;64;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16
35;38;9;63;41;6;20;29;26;17;15;34;62;2;43;1;55;53;40;24;28;13;27;50;45;49;3;21;36;47;11;57;52;59;25;46;39;51;64;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16;6;286
6;286;35;38;9;63;41;6;20;29;26;17;15;34;62;2;43;1;55;53;40;24;28;13;27;50;45;49;3;21;36;47;11;57;52;59;25;46;39;51;64;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;33;30;16
35;38;9;63;41;6;20;29;26;17;15;34;62;2;43;1;55;53;40;24;28;33;27;50;45;49;3;21;36;47;11;57;52;59;25;46;39;51;64;7;61;42;31;4;48;8;56;58;44;23;22;37;19;32;60;54;12;18;14;10;5;13;30;16;6;284
