"X1";"X27040";"X10";"X11";"X15";"X1.1";"X19";"X13";"X22";"X6";"X23";"X14";"X7";"X25";"X9";"X20";"X8";"X24";"X31";"X29";"X27";"X18";"X4";"X17";"X28";"X2";"X30";"X26";"X32";"X5";"X3";"X12";"X21";"X16"
5;27500;12;28;10;20;2;1;7;22;9;19;21;32;13;6;16;23;27;26;3;8;31;4;18;29;17;30;24;11;5;14;25;15
12;28;10;20;2;1;7;22;9;19;21;32;13;6;16;23;27;4;3;8;31;26;18;29;17;30;24;11;5;14;25;15;5;28000
6;28000;12;28;10;20;2;1;7;22;9;19;21;32;13;6;16;23;27;4;3;8;31;26;18;29;17;30;24;11;5;14;25;15
12;28;10;20;2;1;7;22;9;19;21;32;31;6;16;23;27;4;3;8;13;26;18;29;17;30;24;11;5;14;25;15;6;27502
6;27502;12;28;10;20;2;1;7;22;9;19;21;32;31;6;16;23;27;4;3;8;13;26;18;29;17;30;24;11;5;14;25;15
12;28;10;20;2;1;7;22;9;19;21;32;31;6;16;25;27;4;3;8;13;26;18;29;17;30;24;11;5;14;23;15;6;27982
6;27982;12;28;10;20;2;1;7;22;9;19;21;32;31;6;16;25;27;4;3;8;13;26;18;29;17;30;24;11;5;14;23;15
32;28;10;20;2;1;7;22;9;19;21;12;31;6;16;25;27;4;3;8;13;26;18;29;17;30;24;11;5;14;23;15;6;28274
6;28274;32;28;10;20;2;1;7;22;9;19;21;12;31;6;16;25;27;4;3;8;13;26;18;29;17;30;24;11;5;14;23;15
11;28;10;20;2;1;7;22;9;19;21;12;31;6;16;25;27;4;3;8;13;26;18;29;17;30;24;32;5;14;23;15;6;27354
6;27354;11;28;10;20;2;1;7;22;9;19;21;12;31;6;16;25;27;4;3;8;13;26;18;29;17;30;24;32;5;14;23;15
11;28;10;20;2;4;7;22;9;19;21;12;31;6;16;25;27;1;3;8;13;26;18;29;17;30;24;32;5;14;23;15;6;27154
6;27154;11;28;10;20;2;4;7;22;9;19;21;12;31;6;16;25;27;1;3;8;13;26;18;29;17;30;24;32;5;14;23;15
11;28;10;20;2;4;7;22;9;19;21;12;31;6;16;25;27;1;3;8;13;26;18;29;17;30;24;14;5;32;23;15;6;27486
6;27486;11;28;10;20;2;4;7;22;9;19;21;12;31;6;16;25;27;1;3;8;13;26;18;29;17;30;24;14;5;32;23;15
11;28;10;20;2;4;7;22;9;19;21;12;31;6;16;25;27;1;3;8;13;29;18;26;17;30;24;14;5;32;23;15;6;28006
6;28006;11;28;10;20;2;4;7;22;9;19;21;12;31;6;16;25;27;1;3;8;13;29;18;26;17;30;24;14;5;32;23;15
11;28;10;20;2;4;17;22;9;19;21;12;31;6;16;25;27;1;3;8;13;29;18;26;7;30;24;14;5;32;23;15;6;28476
6;28476;11;28;10;20;2;4;17;22;9;19;21;12;31;6;16;25;27;1;3;8;13;29;18;26;7;30;24;14;5;32;23;15
11;28;10;20;2;4;17;22;9;19;21;12;31;6;16;25;27;1;3;8;13;29;18;26;7;30;24;14;5;15;23;32;6;28580
6;28580;11;28;10;20;2;4;17;22;9;19;21;12;31;6;16;25;27;1;3;8;13;29;18;26;7;30;24;14;5;15;23;32
11;28;10;20;2;4;17;22;9;29;21;12;31;6;16;25;27;1;3;8;13;19;18;26;7;30;24;14;5;15;23;32;6;28020
6;28020;11;28;10;20;2;4;17;22;9;29;21;12;31;6;16;25;27;1;3;8;13;19;18;26;7;30;24;14;5;15;23;32
11;28;10;20;2;4;31;22;9;29;21;12;17;6;16;25;27;1;3;8;13;19;18;26;7;30;24;14;5;15;23;32;6;28160
6;28160;11;28;10;20;2;4;31;22;9;29;21;12;17;6;16;25;27;1;3;8;13;19;18;26;7;30;24;14;5;15;23;32
11;28;10;20;2;4;31;22;9;29;21;12;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;14;5;15;23;32;6;27884
6;27884;11;28;10;20;2;4;31;22;9;29;21;12;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;14;5;15;23;32
11;28;10;20;14;4;31;22;9;29;21;12;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;2;5;15;23;32;6;27704
6;27704;11;28;10;20;14;4;31;22;9;29;21;12;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;2;5;15;23;32
11;28;10;20;14;4;31;22;9;29;21;2;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;12;5;15;23;32;6;27544
6;27544;11;28;10;20;14;4;31;22;9;29;21;2;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;12;5;15;23;32
11;28;10;20;14;4;31;22;9;29;21;2;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;12;23;15;5;32;6;27550
6;27550;11;28;10;20;14;4;31;22;9;29;21;2;17;6;16;25;27;1;3;8;18;19;13;26;7;30;24;12;23;15;5;32
11;28;10;20;14;4;31;27;9;29;21;2;17;6;16;25;22;1;3;8;18;19;13;26;7;30;24;12;23;15;5;32;6;27350
6;27350;11;28;10;20;14;4;31;27;9;29;21;2;17;6;16;25;22;1;3;8;18;19;13;26;7;30;24;12;23;15;5;32
11;28;10;20;14;4;31;27;9;29;21;2;17;6;16;25;22;1;3;8;18;19;13;26;7;32;24;12;23;15;5;30;6;27630
6;27630;11;28;10;20;14;4;31;27;9;29;21;2;17;6;16;25;22;1;3;8;18;19;13;26;7;32;24;12;23;15;5;30
11;28;27;20;14;4;31;10;9;29;21;2;17;6;16;25;22;1;3;8;18;19;13;26;7;32;24;12;23;15;5;30;6;27656
6;27656;11;28;27;20;14;4;31;10;9;29;21;2;17;6;16;25;22;1;3;8;18;19;13;26;7;32;24;12;23;15;5;30
11;28;27;20;14;4;31;10;9;29;21;2;17;6;16;12;22;1;3;8;18;19;13;26;7;32;24;25;23;15;5;30;6;27216
6;27216;11;28;27;20;14;4;31;10;9;29;21;2;17;6;16;12;22;1;3;8;18;19;13;26;7;32;24;25;23;15;5;30
11;28;27;20;14;4;31;13;9;29;21;2;17;6;16;12;22;1;3;8;18;19;10;26;7;32;24;25;23;15;5;30;6;27416
7;27416;11;28;27;20;14;4;31;13;9;29;21;2;17;6;16;12;22;1;3;8;18;19;10;26;7;32;24;25;23;15;5;30
11;28;27;20;14;5;31;13;9;29;21;2;17;6;16;12;22;1;3;8;18;19;10;26;7;32;24;25;23;15;4;30;7;27696
7;27696;11;28;27;20;14;5;31;13;9;29;21;2;17;6;16;12;22;1;3;8;18;19;10;26;7;32;24;25;23;15;4;30
11;28;27;20;14;5;31;13;9;29;21;2;17;6;16;12;22;1;3;8;18;19;10;26;7;32;4;25;23;15;24;30;7;27432
7;27432;11;28;27;20;14;5;31;13;9;29;21;2;17;6;16;12;22;1;3;8;18;19;10;26;7;32;4;25;23;15;24;30
11;28;27;20;14;5;31;13;9;29;21;2;17;3;16;12;22;1;6;8;18;19;10;26;7;32;4;25;23;15;24;30;7;27392
7;27392;11;28;27;20;14;5;31;13;9;29;21;2;17;3;16;12;22;1;6;8;18;19;10;26;7;32;4;25;23;15;24;30
11;28;27;23;14;5;31;13;9;29;21;2;17;3;16;12;22;1;6;8;18;19;10;26;7;32;4;25;20;15;24;30;7;27032
7;27032;11;28;27;23;14;5;31;13;9;29;21;2;17;3;16;12;22;1;6;8;18;19;10;26;7;32;4;25;20;15;24;30
11;28;27;23;14;5;31;13;9;29;21;2;17;3;16;12;22;1;6;24;18;19;10;26;7;32;4;25;20;15;8;30;7;26848
7;26848;11;28;27;23;14;5;31;13;9;29;21;2;17;3;16;12;22;1;6;24;18;19;10;26;7;32;4;25;20;15;8;30
11;28;27;23;14;26;31;13;9;29;21;2;17;3;16;12;22;1;6;24;18;19;10;5;7;32;4;25;20;15;8;30;7;26138
7;26138;11;28;27;23;14;26;31;13;9;29;21;2;17;3;16;12;22;1;6;24;18;19;10;5;7;32;4;25;20;15;8;30
11;28;27;23;14;26;31;13;3;29;21;2;17;9;16;12;22;1;6;24;18;19;10;5;7;32;4;25;20;15;8;30;7;26018
7;26018;11;28;27;23;14;26;31;13;3;29;21;2;17;9;16;12;22;1;6;24;18;19;10;5;7;32;4;25;20;15;8;30
5;28;27;23;14;26;31;13;3;29;21;2;17;9;16;12;22;1;6;24;18;19;10;11;7;32;4;25;20;15;8;30;7;26378
7;26378;5;28;27;23;14;26;31;13;3;29;21;2;17;9;16;12;22;1;6;24;18;19;10;11;7;32;4;25;20;15;8;30
5;28;27;23;16;26;31;13;3;29;21;2;17;9;14;12;22;1;6;24;18;19;10;11;7;32;4;25;20;15;8;30;7;26538
7;26538;5;28;27;23;16;26;31;13;3;29;21;2;17;9;14;12;22;1;6;24;18;19;10;11;7;32;4;25;20;15;8;30
5;28;27;23;16;26;31;13;3;29;21;2;17;25;14;12;22;1;6;24;18;19;10;11;7;32;4;9;20;15;8;30;7;26630
7;26630;5;28;27;23;16;26;31;13;3;29;21;2;17;25;14;12;22;1;6;24;18;19;10;11;7;32;4;9;20;15;8;30
5;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;19;10;11;7;32;4;9;20;15;8;30;7;27108
7;27108;5;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;19;10;11;7;32;4;9;20;15;8;30
5;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;19;15;11;7;32;4;9;20;10;8;30;7;27508
7;27508;5;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;19;15;11;7;32;4;9;20;10;8;30
5;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;7;15;11;19;32;4;9;20;10;8;30;7;27386
7;27386;5;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;7;15;11;19;32;4;9;20;10;8;30
19;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;7;15;11;5;32;4;9;20;10;8;30;7;26910
7;26910;19;28;27;23;16;26;13;31;3;29;21;2;17;25;14;12;22;1;6;24;18;7;15;11;5;32;4;9;20;10;8;30
19;28;27;23;16;26;13;31;3;29;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;9;20;10;8;30;7;26770
7;26770;19;28;27;23;16;26;13;31;3;29;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;9;20;10;8;30
19;28;27;23;16;26;13;31;3;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;9;29;10;8;30;7;27690
7;27690;19;28;27;23;16;26;13;31;3;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;9;29;10;8;30
19;28;27;23;16;26;9;31;3;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;13;29;10;8;30;7;27270
7;27270;19;28;27;23;16;26;9;31;3;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;13;29;10;8;30
19;28;27;23;16;26;9;31;30;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;13;29;10;8;3;7;27808
7;27808;19;28;27;23;16;26;9;31;30;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;13;29;10;8;3
19;28;27;23;16;26;9;10;30;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;13;29;31;8;3;7;27328
7;27328;19;28;27;23;16;26;9;10;30;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;13;29;31;8;3
19;28;27;23;16;13;9;10;30;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;26;29;31;8;3;7;28446
8;28446;19;28;27;23;16;13;9;10;30;20;21;17;2;25;14;12;22;1;6;24;18;7;15;11;5;32;4;26;29;31;8;3
19;28;27;23;16;13;9;10;2;20;21;17;30;25;14;12;22;1;6;24;18;7;15;11;5;32;4;26;29;31;8;3;8;27800
8;27800;19;28;27;23;16;13;9;10;2;20;21;17;30;25;14;12;22;1;6;24;18;7;15;11;5;32;4;26;29;31;8;3
19;28;27;23;16;13;9;6;2;20;21;17;30;25;14;12;22;1;10;24;18;7;15;11;5;32;4;26;29;31;8;3;8;27720
8;27720;19;28;27;23;16;13;9;6;2;20;21;17;30;25;14;12;22;1;10;24;18;7;15;11;5;32;4;26;29;31;8;3
19;28;27;23;16;13;9;1;2;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;4;26;29;31;8;3;8;27880
8;27880;19;28;27;23;16;13;9;1;2;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;4;26;29;31;8;3
23;28;27;19;16;13;9;1;2;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;4;26;29;31;8;3;8;28060
8;28060;23;28;27;19;16;13;9;1;2;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;4;26;29;31;8;3
23;28;4;19;16;13;9;1;2;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;27;26;29;31;8;3;8;29054
8;29054;23;28;4;19;16;13;9;1;2;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;27;26;29;31;8;3
23;2;4;19;16;13;9;1;28;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;27;26;29;31;8;3;8;28794
8;28794;23;2;4;19;16;13;9;1;28;20;21;17;30;25;14;12;22;6;10;24;18;7;15;11;5;32;27;26;29;31;8;3
23;2;4;19;16;13;9;1;28;20;21;17;30;25;14;12;22;6;10;24;18;7;15;32;5;11;27;26;29;31;8;3;8;27746
8;27746;23;2;4;19;16;13;9;1;28;20;21;17;30;25;14;12;22;6;10;24;18;7;15;32;5;11;27;26;29;31;8;3
23;2;4;19;16;13;14;1;28;20;21;17;30;25;9;12;22;6;10;24;18;7;15;32;5;11;27;26;29;31;8;3;8;27826
8;27826;23;2;4;19;16;13;14;1;28;20;21;17;30;25;9;12;22;6;10;24;18;7;15;32;5;11;27;26;29;31;8;3
23;2;4;19;16;13;14;1;28;20;21;17;30;25;9;12;22;3;10;24;18;7;15;32;5;11;27;26;29;31;8;6;8;28146
8;28146;23;2;4;19;16;13;14;1;28;20;21;17;30;25;9;12;22;3;10;24;18;7;15;32;5;11;27;26;29;31;8;6
23;2;14;19;16;13;4;1;28;20;21;17;30;25;9;12;22;3;10;24;18;7;15;32;5;11;27;26;29;31;8;6;8;27426
8;27426;23;2;14;19;16;13;4;1;28;20;21;17;30;25;9;12;22;3;10;24;18;7;15;32;5;11;27;26;29;31;8;6
23;2;15;19;16;13;4;1;28;20;21;17;30;25;9;12;22;3;10;24;18;7;14;32;5;11;27;26;29;31;8;6;8;27266
8;27266;23;2;15;19;16;13;4;1;28;20;21;17;30;25;9;12;22;3;10;24;18;7;14;32;5;11;27;26;29;31;8;6
23;2;15;25;16;13;4;1;28;20;21;17;30;19;9;12;22;3;10;24;18;7;14;32;5;11;27;26;29;31;8;6;8;27066
8;27066;23;2;15;25;16;13;4;1;28;20;21;17;30;19;9;12;22;3;10;24;18;7;14;32;5;11;27;26;29;31;8;6
23;2;15;25;16;13;9;1;28;20;21;17;30;19;4;12;22;3;10;24;18;7;14;32;5;11;27;26;29;31;8;6;8;27786
8;27786;23;2;15;25;16;13;9;1;28;20;21;17;30;19;4;12;22;3;10;24;18;7;14;32;5;11;27;26;29;31;8;6
23;2;15;25;16;13;9;1;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;20;5;11;27;26;29;31;8;6;8;27926
8;27926;23;2;15;25;16;13;9;1;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;20;5;11;27;26;29;31;8;6
23;2;15;25;20;13;9;1;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;29;31;8;6;8;27932
8;27932;23;2;15;25;20;13;9;1;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;29;31;8;6
23;2;1;25;20;13;9;15;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;29;31;8;6;8;28232
8;28232;23;2;1;25;20;13;9;15;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;29;31;8;6
23;2;1;25;20;29;9;15;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;13;31;8;6;8;28140
8;28140;23;2;1;25;20;29;9;15;28;32;21;17;30;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;13;31;8;6
23;2;1;25;30;29;9;15;28;32;21;17;20;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;13;31;8;6;8;27960
8;27960;23;2;1;25;30;29;9;15;28;32;21;17;20;19;4;12;22;3;10;24;18;7;14;16;5;11;27;26;13;31;8;6
23;2;1;25;30;29;9;15;28;32;21;17;20;8;4;12;22;3;10;24;18;7;14;16;5;11;27;26;13;31;19;6;8;27936
8;27936;23;2;1;25;30;29;9;15;28;32;21;17;20;8;4;12;22;3;10;24;18;7;14;16;5;11;27;26;13;31;19;6
23;2;1;25;3;29;9;15;28;32;21;17;20;8;4;12;22;30;10;24;18;7;14;16;5;11;27;26;13;31;19;6;8;28016
9;28016;23;2;1;25;3;29;9;15;28;32;21;17;20;8;4;12;22;30;10;24;18;7;14;16;5;11;27;26;13;31;19;6
23;2;1;25;3;29;9;15;27;32;21;17;20;8;4;12;22;30;10;24;18;7;14;16;5;11;28;26;13;31;19;6;9;28036
9;28036;23;2;1;25;3;29;9;15;27;32;21;17;20;8;4;12;22;30;10;24;18;7;14;16;5;11;28;26;13;31;19;6
23;2;1;25;3;29;14;15;27;32;21;17;20;8;4;12;22;30;10;24;18;7;9;16;5;11;28;26;13;31;19;6;9;27876
9;27876;23;2;1;25;3;29;14;15;27;32;21;17;20;8;4;12;22;30;10;24;18;7;9;16;5;11;28;26;13;31;19;6
23;2;1;25;3;29;14;15;27;7;21;17;20;8;4;12;22;30;10;24;18;32;9;16;5;11;28;26;13;31;19;6;9;28624
9;28624;23;2;1;25;3;29;14;15;27;7;21;17;20;8;4;12;22;30;10;24;18;32;9;16;5;11;28;26;13;31;19;6
23;2;1;25;27;29;14;15;3;7;21;17;20;8;4;12;22;30;10;24;18;32;9;16;5;11;28;26;13;31;19;6;9;28764
9;28764;23;2;1;25;27;29;14;15;3;7;21;17;20;8;4;12;22;30;10;24;18;32;9;16;5;11;28;26;13;31;19;6
23;2;1;25;27;29;14;15;3;7;21;17;28;8;4;12;22;30;10;24;18;32;9;16;5;11;20;26;13;31;19;6;9;28724
9;28724;23;2;1;25;27;29;14;15;3;7;21;17;28;8;4;12;22;30;10;24;18;32;9;16;5;11;20;26;13;31;19;6
23;2;1;25;27;29;14;15;3;7;5;17;28;8;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6;9;29368
9;29368;23;2;1;25;27;29;14;15;3;7;5;17;28;8;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6
23;2;1;25;27;29;14;15;3;7;5;17;28;8;4;12;22;30;10;24;18;32;6;16;21;11;20;26;13;31;19;9;9;29408
9;29408;23;2;1;25;27;29;14;15;3;7;5;17;28;8;4;12;22;30;10;24;18;32;6;16;21;11;20;26;13;31;19;9
23;2;1;25;27;29;8;15;3;7;5;17;28;14;4;12;22;30;10;24;18;32;6;16;21;11;20;26;13;31;19;9;9;28688
9;28688;23;2;1;25;27;29;8;15;3;7;5;17;28;14;4;12;22;30;10;24;18;32;6;16;21;11;20;26;13;31;19;9
23;2;1;25;27;29;8;15;3;7;5;17;28;14;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6;9;28648
9;28648;23;2;1;25;27;29;8;15;3;7;5;17;28;14;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6
23;2;1;28;27;29;8;15;3;7;5;17;25;14;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6;9;28148
9;28148;23;2;1;28;27;29;8;15;3;7;5;17;25;14;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6
23;3;1;28;27;29;8;15;2;7;5;17;25;14;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6;9;27988
9;27988;23;3;1;28;27;29;8;15;2;7;5;17;25;14;4;12;22;30;10;24;18;32;9;16;21;11;20;26;13;31;19;6
23;3;1;28;27;29;8;15;2;7;5;17;25;14;4;11;22;30;10;24;18;32;9;16;21;12;20;26;13;31;19;6;9;28028
9;28028;23;3;1;28;27;29;8;15;2;7;5;17;25;14;4;11;22;30;10;24;18;32;9;16;21;12;20;26;13;31;19;6
23;2;1;28;27;29;8;15;3;7;5;17;25;14;4;11;22;30;10;24;18;32;9;16;21;12;20;26;13;31;19;6;9;28188
9;28188;23;2;1;28;27;29;8;15;3;7;5;17;25;14;4;11;22;30;10;24;18;32;9;16;21;12;20;26;13;31;19;6
23;2;1;28;27;16;8;15;3;7;5;17;25;14;4;11;22;30;10;24;18;32;9;29;21;12;20;26;13;31;19;6;9;27694
9;27694;23;2;1;28;27;16;8;15;3;7;5;17;25;14;4;11;22;30;10;24;18;32;9;29;21;12;20;26;13;31;19;6
23;2;1;28;27;16;8;15;3;7;5;17;25;14;4;11;30;22;10;24;18;32;9;29;21;12;20;26;13;31;19;6;9;28094
9;28094;23;2;1;28;27;16;8;15;3;7;5;17;25;14;4;11;30;22;10;24;18;32;9;29;21;12;20;26;13;31;19;6
23;2;1;28;27;16;8;15;32;7;5;17;25;14;4;11;30;22;10;24;18;3;9;29;21;12;20;26;13;31;19;6;9;27234
9;27234;23;2;1;28;27;16;8;15;32;7;5;17;25;14;4;11;30;22;10;24;18;3;9;29;21;12;20;26;13;31;19;6
23;2;1;28;27;16;8;15;32;7;5;17;25;14;4;11;30;22;10;24;18;3;9;29;21;12;13;26;20;31;19;6;9;27668
9;27668;23;2;1;28;27;16;8;15;32;7;5;17;25;14;4;11;30;22;10;24;18;3;9;29;21;12;13;26;20;31;19;6
23;2;1;28;27;16;10;15;32;7;5;17;25;14;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;19;6;9;27248
9;27248;23;2;1;28;27;16;10;15;32;7;5;17;25;14;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;19;6
23;19;1;28;27;16;10;15;32;7;5;17;25;14;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;2;6;9;27390
9;27390;23;19;1;28;27;16;10;15;32;7;5;17;25;14;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;2;6
23;19;1;28;27;16;10;15;32;7;5;17;25;6;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;2;14;9;27190
10;27190;23;19;1;28;27;16;10;15;32;7;5;17;25;6;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;2;14
23;19;1;28;6;16;10;15;32;7;5;17;25;27;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;2;14;10;26964
10;26964;23;19;1;28;6;16;10;15;32;7;5;17;25;27;4;11;30;22;8;24;18;3;9;29;21;12;13;26;20;31;2;14
23;9;1;28;6;16;10;15;32;7;5;17;25;27;4;11;30;22;8;24;18;3;19;29;21;12;13;26;20;31;2;14;10;25776
10;25776;23;9;1;28;6;16;10;15;32;7;5;17;25;27;4;11;30;22;8;24;18;3;19;29;21;12;13;26;20;31;2;14
23;24;1;28;6;16;10;15;32;7;5;17;25;27;4;11;30;22;8;9;18;3;19;29;21;12;13;26;20;31;2;14;10;26454
10;26454;23;24;1;28;6;16;10;15;32;7;5;17;25;27;4;11;30;22;8;9;18;3;19;29;21;12;13;26;20;31;2;14
23;24;1;28;6;16;10;15;32;7;5;17;25;27;20;11;30;22;8;9;18;3;19;29;21;12;13;26;4;31;2;14;10;26914
10;26914;23;24;1;28;6;16;10;15;32;7;5;17;25;27;20;11;30;22;8;9;18;3;19;29;21;12;13;26;4;31;2;14
23;24;1;28;6;16;10;15;32;7;5;17;25;27;20;4;30;22;8;9;18;3;19;29;21;12;13;26;11;31;2;14;10;27614
10;27614;23;24;1;28;6;16;10;15;32;7;5;17;25;27;20;4;30;22;8;9;18;3;19;29;21;12;13;26;11;31;2;14
23;24;1;28;31;16;10;15;32;7;5;17;25;27;20;4;30;22;8;9;18;3;19;29;21;12;13;26;11;6;2;14;10;28040
10;28040;23;24;1;28;31;16;10;15;32;7;5;17;25;27;20;4;30;22;8;9;18;3;19;29;21;12;13;26;11;6;2;14
23;24;1;28;31;16;10;15;32;7;5;17;25;27;20;4;30;22;18;9;8;3;19;29;21;12;13;26;11;6;2;14;10;27790
10;27790;23;24;1;28;31;16;10;15;32;7;5;17;25;27;20;4;30;22;18;9;8;3;19;29;21;12;13;26;11;6;2;14
23;24;1;28;31;16;26;15;32;7;5;17;25;27;20;4;30;22;18;9;8;3;19;29;21;12;13;10;11;6;2;14;10;27836
10;27836;23;24;1;28;31;16;26;15;32;7;5;17;25;27;20;4;30;22;18;9;8;3;19;29;21;12;13;10;11;6;2;14
23;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;30;22;18;9;8;3;19;16;21;12;13;10;11;6;2;14;10;28142
10;28142;23;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;30;22;18;9;8;3;19;16;21;12;13;10;11;6;2;14
23;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;30;12;18;9;8;3;19;16;21;22;13;10;11;6;2;14;10;27112
10;27112;23;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;30;12;18;9;8;3;19;16;21;22;13;10;11;6;2;14
23;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;8;12;18;9;30;3;19;16;21;22;13;10;11;6;2;14;10;26994
10;26994;23;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;8;12;18;9;30;3;19;16;21;22;13;10;11;6;2;14
10;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;8;12;18;9;30;3;19;16;21;22;13;23;11;6;2;14;10;27074
10;27074;10;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;8;12;18;9;30;3;19;16;21;22;13;23;11;6;2;14
10;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;23;12;18;9;30;3;19;16;21;22;13;8;11;6;2;14;10;26862
10;26862;10;24;1;28;31;29;26;15;32;7;5;17;25;27;20;4;23;12;18;9;30;3;19;16;21;22;13;8;11;6;2;14
10;24;1;25;31;29;26;15;32;7;5;17;28;27;20;4;23;12;18;9;30;3;19;16;21;22;13;8;11;6;2;14;10;26722
10;26722;10;24;1;25;31;29;26;15;32;7;5;17;28;27;20;4;23;12;18;9;30;3;19;16;21;22;13;8;11;6;2;14
10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;18;9;30;3;19;16;21;22;13;15;11;6;2;14;10;26962
10;26962;10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;18;9;30;3;19;16;21;22;13;15;11;6;2;14
10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;19;9;30;3;18;16;21;22;13;15;11;6;2;14;10;26942
10;26942;10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;19;9;30;3;18;16;21;22;13;15;11;6;2;14
10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;19;2;30;3;18;16;21;22;13;15;11;6;9;14;10;27342
10;27342;10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;19;2;30;3;18;16;21;22;13;15;11;6;9;14
10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;19;2;30;14;18;16;21;22;13;15;11;6;9;3;10;27422
10;27422;10;24;1;25;31;29;26;8;32;7;5;17;28;27;20;4;23;12;19;2;30;14;18;16;21;22;13;15;11;6;9;3
10;24;1;25;31;29;26;8;32;7;5;17;28;15;20;4;23;12;19;2;30;14;18;16;21;22;13;27;11;6;9;3;10;27422
