"X1";"X304";"X47";"X9";"X51";"X42";"X54";"X35";"X28";"X5";"X43";"X16";"X60";"X24";"X55";"X63";"X12";"X62";"X46";"X37";"X13";"X1.1";"X20";"X38";"X7";"X44";"X34";"X53";"X4";"X11";"X61";"X52";"X32";"X41";"X50";"X58";"X8";"X30";"X33";"X48";"X45";"X64";"X49";"X57";"X18";"X29";"X10";"X17";"X27";"X6";"X2";"X40";"X15";"X56";"X39";"X21";"X3";"X36";"X59";"X23";"X19";"X25";"X22";"X31";"X26";"X14"
3;280;47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;30;6;37;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;59;26;57;18;32;19;43;13;5;12;62;48;56;29;21;22;36;17;64;16;60;45;50;10;14
47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;37;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;26;57;18;32;19;43;13;5;12;62;48;56;29;21;22;36;17;64;16;60;45;50;10;14;3;280
3;280;47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;37;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;26;57;18;32;19;43;13;5;12;62;48;56;29;21;22;36;17;64;16;60;45;50;10;14
47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;26;57;18;32;19;43;13;5;12;62;48;56;29;21;22;36;17;64;16;60;45;50;10;37;3;280
3;280;47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;26;57;18;32;19;43;13;5;12;62;48;56;29;21;22;36;17;64;16;60;45;50;10;37
47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;56;57;18;32;19;43;13;5;12;62;48;26;29;21;22;36;17;64;16;60;45;50;10;37;3;280
3;280;47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;56;57;18;32;19;43;13;5;12;62;48;26;29;21;22;36;17;64;16;60;45;50;10;37
47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;56;57;18;32;19;43;13;5;12;62;48;50;29;21;22;36;17;64;16;60;45;26;10;37;3;280
3;280;47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;33;25;54;30;56;57;18;32;19;43;13;5;12;62;48;50;29;21;22;36;17;64;16;60;45;26;10;37
47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;13;5;12;62;48;50;29;21;22;36;17;64;16;60;45;26;10;37;3;294
3;294;47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;13;5;12;62;48;50;29;21;22;36;17;64;16;60;45;26;10;37
47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;29;21;22;36;17;64;16;60;45;26;10;37;3;294
3;294;47;9;49;51;58;63;28;3;20;23;46;53;55;35;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;29;21;22;36;17;64;16;60;45;26;10;37
47;9;49;51;58;63;28;3;20;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;29;21;22;36;17;35;16;60;45;26;10;37;3;294
3;294;47;9;49;51;58;63;28;3;20;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;29;21;22;36;17;35;16;60;45;26;10;37
47;9;49;51;58;63;28;29;20;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;21;22;36;17;35;16;60;45;26;10;37;3;282
3;282;47;9;49;51;58;63;28;29;20;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;21;22;36;17;35;16;60;45;26;10;37
47;9;49;51;58;63;28;29;20;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37;3;282
4;282;47;9;49;51;58;63;28;29;20;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37
47;9;49;51;58;63;20;29;28;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37;4;282
4;282;47;9;49;51;58;63;20;29;28;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37
47;9;28;51;58;63;20;29;49;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37;4;282
4;282;47;9;28;51;58;63;20;29;49;23;46;53;55;64;2;59;6;14;15;40;42;38;7;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37
47;9;28;51;58;63;20;29;7;23;46;53;55;64;2;59;6;14;15;40;42;38;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37;4;282
4;282;47;9;28;51;58;63;20;29;7;23;46;53;55;64;2;59;6;14;15;40;42;38;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;17;35;21;60;45;26;10;37
47;9;28;51;58;63;20;29;7;23;46;53;55;64;2;59;6;14;15;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;38;35;21;60;45;26;10;37;4;286
4;286;47;9;28;51;58;63;20;29;7;23;46;53;55;64;2;59;6;14;15;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;56;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;38;35;21;60;45;26;10;37
47;9;28;51;58;63;20;29;7;23;46;53;55;64;2;59;6;14;56;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;38;35;21;60;45;26;10;37;4;282
4;282;47;9;28;51;58;63;20;29;7;23;46;53;55;64;2;59;6;14;56;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;38;35;21;60;45;26;10;37
47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;38;35;21;60;45;26;10;37;4;274
4;274;47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;16;22;36;38;35;21;60;45;26;10;37
47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;10;22;36;38;35;21;60;45;26;16;37;4;274
4;274;47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;44;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;10;22;36;38;35;21;60;45;26;16;37
47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;10;22;36;38;35;21;60;44;26;16;37;4;274
4;274;47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;27;1;24;54;25;33;30;15;57;18;32;19;43;5;13;12;62;48;50;3;10;22;36;38;35;21;60;44;26;16;37
47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;30;15;57;18;32;19;27;5;13;12;62;48;50;3;10;22;36;38;35;21;60;44;26;16;37;4;270
4;270;47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;30;15;57;18;32;19;27;5;13;12;62;48;50;3;10;22;36;38;35;21;60;44;26;16;37
47;9;28;51;58;63;20;35;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;30;15;57;18;32;19;27;5;13;12;62;48;50;3;10;22;36;38;29;21;60;44;26;16;37;4;282
4;270;47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;30;15;57;18;32;19;27;5;13;12;62;48;50;3;10;22;36;38;35;21;60;44;26;16;37
47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;13;12;62;48;50;3;10;22;36;38;35;21;60;44;26;30;37;4;270
4;270;47;9;28;51;58;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;13;12;62;48;50;3;10;22;36;38;35;21;60;44;26;30;37
47;9;28;51;13;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;58;12;62;48;50;3;10;22;36;38;35;21;60;44;26;30;37;4;270
4;270;47;9;28;51;13;63;20;29;7;55;46;53;23;64;2;59;6;14;56;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;58;12;62;48;50;3;10;22;36;38;35;21;60;44;26;30;37
47;9;28;51;13;63;20;29;7;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;58;12;62;48;50;3;10;22;36;56;35;21;60;44;26;30;37;4;278
4;278;47;9;28;51;13;63;20;29;7;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;58;12;62;48;50;3;10;22;36;56;35;21;60;44;26;30;37
47;10;28;51;13;63;20;29;7;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;58;12;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37;4;278
4;278;47;10;28;51;13;63;20;29;7;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;33;16;15;57;18;32;19;27;5;58;12;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37
47;10;28;33;13;63;20;29;7;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;12;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37;4;282
4;282;47;10;28;33;13;63;20;29;7;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;8;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;12;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37
47;10;28;33;13;63;20;29;8;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;12;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37;4;282
4;282;47;10;28;33;13;63;20;29;8;55;46;53;23;64;2;59;6;14;38;40;42;17;49;45;34;11;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;12;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37
47;10;28;33;13;63;20;29;8;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;11;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37;4;290
4;290;47;10;28;33;13;63;20;29;8;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;11;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37
8;10;28;33;13;63;20;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;11;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37;4;290
4;290;8;10;28;33;13;63;20;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;11;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;62;48;50;3;9;22;36;56;35;21;60;44;26;30;37
8;10;28;33;13;63;20;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37;4;290
4;290;8;10;28;33;13;63;20;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;41;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37
8;10;28;33;13;63;41;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;20;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37;4;288
5;288;8;10;28;33;13;63;41;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;20;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37
8;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;20;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37;5;288
5;288;8;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;20;31;43;1;24;54;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37
8;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;54;31;43;1;24;20;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37;5;290
5;290;8;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;54;31;43;1;24;20;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;9;22;36;56;35;21;60;44;26;30;37
9;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;54;31;43;1;24;20;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37;5;290
5;290;9;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;14;12;40;42;17;49;45;34;62;61;7;4;52;39;54;31;43;1;24;20;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37
9;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;39;54;31;43;1;24;14;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37;5;282
5;282;9;10;28;33;41;63;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;39;54;31;43;1;24;14;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37
9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;63;54;31;43;1;24;14;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37;5;290
5;290;9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;63;54;31;43;1;24;14;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37
9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;63;54;31;43;1;24;14;25;8;16;15;57;18;32;19;27;5;58;38;11;48;50;3;51;22;36;56;35;21;60;44;26;30;37;5;302
5;290;9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;63;54;31;43;1;24;14;25;51;16;15;57;18;32;19;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37
9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;63;54;31;43;1;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37;5;290
5;290;9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;45;34;62;61;7;4;52;63;54;31;43;1;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;36;56;35;21;60;44;26;30;37
9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;1;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;36;56;45;21;60;44;26;30;37;5;290
5;290;9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;59;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;1;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;36;56;45;21;60;44;26;30;37
9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;1;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;36;56;45;21;60;44;26;30;37;5;286
5;286;9;10;28;33;41;39;13;29;47;55;46;53;23;64;2;1;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;36;56;45;21;60;44;26;30;37
9;10;28;33;41;39;13;29;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;53;56;45;21;60;44;26;30;37;5;286
5;286;9;10;28;33;41;39;13;29;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;3;8;22;53;56;45;21;60;44;26;30;37
9;10;28;33;41;39;13;3;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37;5;290
5;290;9;10;28;33;41;39;13;3;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;35;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37
9;10;28;33;41;39;13;35;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;3;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37;5;294
5;294;9;10;28;33;41;39;13;35;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;3;34;62;61;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;15;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37
9;10;28;33;41;39;13;35;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;3;34;62;15;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37;5;298
5;298;9;10;28;33;41;39;13;35;47;55;46;36;23;64;2;1;6;20;12;40;42;17;49;3;34;62;15;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;28;1;6;20;12;40;42;17;49;3;34;62;15;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37;5;286
5;286;9;10;2;33;41;39;13;35;47;55;46;36;23;64;28;1;6;20;12;40;42;17;49;3;34;62;15;7;4;52;63;54;31;43;59;24;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;42;17;49;3;34;62;15;7;4;52;63;54;31;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37;5;282
5;282;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;42;17;49;3;34;62;15;7;4;52;63;54;31;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;34;17;49;3;42;62;15;7;4;52;63;54;31;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37;5;282
5;282;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;34;17;49;3;42;62;15;7;4;52;63;54;31;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;48;50;29;8;22;53;56;45;21;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;34;17;49;3;42;62;15;7;4;52;63;54;31;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37;5;282
5;282;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;34;17;49;3;42;62;15;7;4;52;63;54;31;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;34;17;49;3;42;62;15;7;31;52;63;54;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37;5;286
5;286;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;34;17;49;3;42;62;15;7;31;52;63;54;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;54;17;49;3;42;62;15;7;31;52;63;34;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37;5;286
5;286;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;12;40;54;17;49;3;42;62;15;7;31;52;63;34;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;3;40;54;17;49;12;42;62;15;7;31;52;63;34;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37;5;290
6;290;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;1;6;20;3;40;54;17;49;12;42;62;15;7;31;52;63;34;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;63;6;20;3;40;54;17;49;12;42;62;15;7;31;52;1;34;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37;6;290
6;290;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;63;6;20;3;40;54;17;49;12;42;62;15;7;31;52;1;34;4;43;59;28;14;25;51;16;19;57;18;32;61;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37
9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;63;61;20;3;40;54;17;49;12;42;62;15;7;31;52;1;34;4;43;59;28;14;25;51;16;19;57;18;32;6;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37;6;290
6;290;9;10;2;33;41;39;13;35;47;55;46;36;23;64;24;63;61;20;3;40;54;17;49;12;42;62;15;7;31;52;1;34;4;43;59;28;14;25;51;16;19;57;18;32;6;27;5;58;38;11;21;50;29;8;22;53;56;45;48;60;44;26;30;37
45;10;2;33;41;39;13;35;47;55;46;36;23;64;24;63;61;20;3;40;54;17;49;12;42;62;15;7;31;52;1;34;4;43;59;28;14;25;51;16;19;57;18;32;6;27;5;58;38;11;21;50;29;8;22;53;56;9;48;60;44;26;30;37;6;290
