"X1";"X27586";"X11";"X7";"X10";"X22";"X31";"X9";"X1.1";"X19";"X2";"X5";"X4";"X23";"X18";"X32";"X14";"X30";"X24";"X17";"X27";"X29";"X15";"X13";"X8";"X26";"X16";"X25";"X28";"X12";"X3";"X21";"X20";"X6"
5;25474;24;17;19;9;26;13;25;22;16;18;27;11;12;23;29;14;10;6;4;2;3;15;32;31;21;5;1;28;7;30;20;8
5;17;19;9;26;13;25;22;16;18;27;11;12;23;29;14;10;6;4;2;3;15;32;31;21;24;1;28;7;30;20;8;5;25578
6;25578;5;17;19;9;26;13;25;22;16;18;27;11;12;23;29;14;10;6;4;2;3;15;32;31;21;24;1;28;7;30;20;8
5;17;19;9;26;13;25;22;16;18;27;11;12;23;8;14;10;6;4;2;3;15;32;31;21;24;1;28;7;30;20;29;6;25724
6;25724;5;17;19;9;26;13;25;22;16;18;27;11;12;23;8;14;10;6;4;2;3;15;32;31;21;24;1;28;7;30;20;29
5;32;19;9;26;13;25;22;16;18;27;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;28;7;30;20;29;6;25684
6;25684;5;32;19;9;26;13;25;22;16;18;27;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;28;7;30;20;29
5;32;19;9;26;13;25;22;16;28;27;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;30;20;29;6;26124
6;26124;5;32;19;9;26;13;25;22;16;28;27;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;30;20;29
5;32;19;9;26;13;25;22;16;28;27;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;20;30;29;6;25884
6;25884;5;32;19;9;26;13;25;22;16;28;27;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;20;30;29
5;32;19;9;26;13;25;27;16;28;22;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;20;30;29;6;26204
6;26204;5;32;19;9;26;13;25;27;16;28;22;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;20;30;29
5;32;19;9;20;13;25;27;16;28;22;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;26;30;29;6;27484
6;27484;5;32;19;9;20;13;25;27;16;28;22;11;12;23;8;14;10;6;4;2;3;15;17;31;21;24;1;18;7;26;30;29
5;32;19;9;20;13;6;27;16;28;22;11;12;23;8;14;10;25;4;2;3;15;17;31;21;24;1;18;7;26;30;29;6;26944
6;26944;5;32;19;9;20;13;6;27;16;28;22;11;12;23;8;14;10;25;4;2;3;15;17;31;21;24;1;18;7;26;30;29
5;32;19;9;6;13;20;27;16;28;22;11;12;23;8;14;10;25;4;2;3;15;17;31;21;24;1;18;7;26;30;29;6;26940
6;26940;5;32;19;9;6;13;20;27;16;28;22;11;12;23;8;14;10;25;4;2;3;15;17;31;21;24;1;18;7;26;30;29
5;32;19;13;6;9;20;27;16;28;22;11;12;23;8;14;10;25;4;2;3;15;17;31;21;24;1;18;7;26;30;29;6;27020
6;27020;5;32;19;13;6;9;20;27;16;28;22;11;12;23;8;14;10;25;4;2;3;15;17;31;21;24;1;18;7;26;30;29
5;25;19;13;6;9;20;27;16;28;22;11;12;23;8;14;10;32;4;2;3;15;17;31;21;24;1;18;7;26;30;29;6;26940
6;26940;5;25;19;13;6;9;20;27;16;28;22;11;12;23;8;14;10;32;4;2;3;15;17;31;21;24;1;18;7;26;30;29
5;25;19;13;6;9;20;29;16;28;22;11;12;23;8;14;10;32;4;2;3;15;17;31;21;24;1;18;7;26;30;27;6;27340
6;27340;5;25;19;13;6;9;20;29;16;28;22;11;12;23;8;14;10;32;4;2;3;15;17;31;21;24;1;18;7;26;30;27
5;25;19;13;6;9;20;29;16;28;22;11;12;23;8;24;10;32;4;2;3;15;17;31;21;14;1;18;7;26;30;27;6;28184
6;28184;5;25;19;13;6;9;20;29;16;28;22;11;12;23;8;24;10;32;4;2;3;15;17;31;21;14;1;18;7;26;30;27
5;25;19;13;6;9;20;29;16;28;22;11;30;23;8;24;10;32;4;2;3;15;17;31;21;14;1;18;7;26;12;27;6;28268
6;28268;5;25;19;13;6;9;20;29;16;28;22;11;30;23;8;24;10;32;4;2;3;15;17;31;21;14;1;18;7;26;12;27
5;25;19;13;6;9;20;29;16;28;26;11;30;23;8;24;10;32;4;2;3;15;17;31;21;14;1;18;7;22;12;27;6;28228
6;28228;5;25;19;13;6;9;20;29;16;28;26;11;30;23;8;24;10;32;4;2;3;15;17;31;21;14;1;18;7;22;12;27
5;25;19;13;6;9;20;29;16;28;26;11;30;23;8;24;10;32;4;2;3;15;17;31;12;14;1;18;7;22;21;27;6;27988
6;27988;5;25;19;13;6;9;20;29;16;28;26;11;30;23;8;24;10;32;4;2;3;15;17;31;12;14;1;18;7;22;21;27
5;25;19;13;6;9;20;29;16;28;21;11;30;23;8;24;10;32;4;2;3;15;17;31;12;14;1;18;7;22;26;27;6;28428
6;28428;5;25;19;13;6;9;20;29;16;28;21;11;30;23;8;24;10;32;4;2;3;15;17;31;12;14;1;18;7;22;26;27
10;25;19;13;6;9;20;29;16;28;21;11;30;23;8;24;5;32;4;2;3;15;17;31;12;14;1;18;7;22;26;27;6;28468
6;28468;10;25;19;13;6;9;20;29;16;28;21;11;30;23;8;24;5;32;4;2;3;15;17;31;12;14;1;18;7;22;26;27
10;25;19;13;6;4;20;29;16;28;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;1;18;7;22;26;27;6;29088
6;29088;10;25;19;13;6;4;20;29;16;28;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;1;18;7;22;26;27
10;25;19;13;22;4;20;29;16;28;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;1;18;7;6;26;27;6;29042
6;29042;10;25;19;13;22;4;20;29;16;28;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;1;18;7;6;26;27
10;25;19;13;22;4;20;29;28;16;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;1;18;7;6;26;27;6;29278
7;29278;10;25;19;13;22;4;20;29;28;16;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;1;18;7;6;26;27
10;25;19;13;22;4;20;29;28;16;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;6;18;7;1;26;27;7;29278
7;29278;10;25;19;13;22;4;20;29;28;16;21;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;6;18;7;1;26;27
10;25;19;13;22;4;20;29;28;16;27;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;6;18;7;1;26;21;7;28878
7;28878;10;25;19;13;22;4;20;29;28;16;27;11;30;23;8;24;5;32;9;2;3;15;17;31;12;14;6;18;7;1;26;21
10;25;19;13;22;4;20;29;28;16;12;11;30;23;8;24;5;32;9;2;3;15;17;31;27;14;6;18;7;1;26;21;7;29066
7;29066;10;25;19;13;22;4;20;29;28;16;12;11;30;23;8;24;5;32;9;2;3;15;17;31;27;14;6;18;7;1;26;21
10;25;19;13;22;4;20;29;28;16;12;11;30;23;18;24;5;32;9;2;3;15;17;31;27;14;6;8;7;1;26;21;7;28996
7;28996;10;25;19;13;22;4;20;29;28;16;12;11;30;23;18;24;5;32;9;2;3;15;17;31;27;14;6;8;7;1;26;21
10;25;19;13;22;4;20;29;28;3;12;11;30;23;18;24;5;32;9;2;16;15;17;31;27;14;6;8;7;1;26;21;7;29356
7;29356;10;25;19;13;22;4;20;29;28;3;12;11;30;23;18;24;5;32;9;2;16;15;17;31;27;14;6;8;7;1;26;21
10;25;19;13;22;4;20;29;28;3;12;11;30;23;18;24;5;32;9;6;16;15;17;31;27;14;2;8;7;1;26;21;7;29196
7;29196;10;25;19;13;22;4;20;29;28;3;12;11;30;23;18;24;5;32;9;6;16;15;17;31;27;14;2;8;7;1;26;21
10;25;19;13;22;4;20;29;28;3;12;11;30;23;18;26;5;32;9;6;16;15;17;31;27;14;2;8;7;1;24;21;7;28476
7;28476;10;25;19;13;22;4;20;29;28;3;12;11;30;23;18;26;5;32;9;6;16;15;17;31;27;14;2;8;7;1;24;21
10;25;19;28;22;4;20;29;13;3;12;11;30;23;18;26;5;32;9;6;16;15;17;31;27;14;2;8;7;1;24;21;7;28316
7;28316;10;25;19;28;22;4;20;29;13;3;12;11;30;23;18;26;5;32;9;6;16;15;17;31;27;14;2;8;7;1;24;21
10;25;19;28;22;4;20;29;13;3;12;11;30;23;18;7;5;32;9;6;16;15;17;31;27;14;2;8;26;1;24;21;7;28786
7;28786;10;25;19;28;22;4;20;29;13;3;12;11;30;23;18;7;5;32;9;6;16;15;17;31;27;14;2;8;26;1;24;21
10;24;19;28;22;4;20;29;13;3;12;11;30;23;18;7;5;32;9;6;16;15;17;31;27;14;2;8;26;1;25;21;7;28506
7;28506;10;24;19;28;22;4;20;29;13;3;12;11;30;23;18;7;5;32;9;6;16;15;17;31;27;14;2;8;26;1;25;21
10;24;25;28;22;4;20;29;13;3;12;11;30;23;18;7;5;32;9;6;16;15;17;31;27;14;2;8;26;1;19;21;7;28706
7;28706;10;24;25;28;22;4;20;29;13;3;12;11;30;23;18;7;5;32;9;6;16;15;17;31;27;14;2;8;26;1;19;21
10;24;25;28;22;4;20;29;13;3;12;31;30;23;18;7;5;32;9;6;16;15;17;11;27;14;2;8;26;1;19;21;7;28994
7;28994;10;24;25;28;22;4;20;29;13;3;12;31;30;23;18;7;5;32;9;6;16;15;17;11;27;14;2;8;26;1;19;21
10;24;25;28;22;4;20;29;13;3;12;31;30;9;18;7;5;32;23;6;16;15;17;11;27;14;2;8;26;1;19;21;7;29086
7;29086;10;24;25;28;22;4;20;29;13;3;12;31;30;9;18;7;5;32;23;6;16;15;17;11;27;14;2;8;26;1;19;21
10;24;25;28;22;4;20;29;13;3;12;31;30;9;18;7;5;32;23;6;16;15;17;11;27;1;2;8;26;14;19;21;7;29566
7;29566;10;24;25;28;22;4;20;29;13;3;12;31;30;9;18;7;5;32;23;6;16;15;17;11;27;1;2;8;26;14;19;21
10;24;25;28;22;4;20;29;13;3;12;15;30;9;18;7;5;32;23;6;16;31;17;11;27;1;2;8;26;14;19;21;7;29520
7;29520;10;24;25;28;22;4;20;29;13;3;12;15;30;9;18;7;5;32;23;6;16;31;17;11;27;1;2;8;26;14;19;21
10;24;25;28;22;4;20;29;13;3;12;15;30;14;18;7;5;32;23;6;16;31;17;11;27;1;2;8;26;9;19;21;7;29120
7;29120;10;24;25;28;22;4;20;29;13;3;12;15;30;14;18;7;5;32;23;6;16;31;17;11;27;1;2;8;26;9;19;21
10;24;25;28;22;4;20;29;13;3;12;15;30;14;18;7;5;32;23;6;16;31;17;11;2;1;27;8;26;9;19;21;7;28512
7;28512;10;24;25;28;22;4;20;29;13;3;12;15;30;14;18;7;5;32;23;6;16;31;17;11;2;1;27;8;26;9;19;21
10;24;25;28;22;4;20;29;13;3;12;15;30;14;18;27;5;32;23;6;16;31;17;11;2;1;7;8;26;9;19;21;7;28380
7;28380;10;24;25;28;22;4;20;29;13;3;12;15;30;14;18;27;5;32;23;6;16;31;17;11;2;1;7;8;26;9;19;21
10;24;25;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;16;31;17;11;2;1;7;8;26;9;19;21;7;28318
7;28318;10;24;25;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;16;31;17;11;2;1;7;8;26;9;19;21
10;24;21;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;16;31;17;11;2;1;7;8;26;9;19;25;7;28258
8;28258;10;24;21;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;16;31;17;11;2;1;7;8;26;9;19;25
10;24;21;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;7;31;17;11;2;1;16;8;26;9;19;25;8;27518
8;27518;10;24;21;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;7;31;17;11;2;1;16;8;26;9;19;25
10;24;21;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;7;31;17;11;1;2;16;8;26;9;19;25;8;27198
8;27198;10;24;21;28;22;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;7;31;17;11;1;2;16;8;26;9;19;25
10;24;21;28;7;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;26;9;19;25;8;26882
8;26882;10;24;21;28;7;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;26;9;19;25
21;24;10;28;7;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;26;9;19;25;8;26968
8;26968;21;24;10;28;7;4;20;29;13;30;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;26;9;19;25
21;24;10;30;7;4;20;29;13;28;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;26;9;19;25;8;26768
8;26768;21;24;10;30;7;4;20;29;13;28;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;26;9;19;25
21;24;26;30;7;4;20;29;13;28;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;10;9;19;25;8;27044
8;27044;21;24;26;30;7;4;20;29;13;28;12;15;3;14;18;27;5;32;23;6;22;31;17;11;1;2;16;8;10;9;19;25
14;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;17;11;1;2;16;8;10;9;19;25;8;26992
8;26992;14;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;17;11;1;2;16;8;10;9;19;25
14;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;19;11;1;2;16;8;10;9;17;25;8;26672
8;26672;14;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;19;11;1;2;16;8;10;9;17;25
9;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;19;11;1;2;16;8;10;14;17;25;8;26792
8;26792;9;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;19;11;1;2;16;8;10;14;17;25
9;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;19;11;1;14;16;8;10;2;17;25;8;26992
8;26992;9;24;26;30;7;4;20;29;13;28;12;15;3;21;18;27;5;32;23;6;22;31;19;11;1;14;16;8;10;2;17;25
9;24;26;30;7;4;20;29;13;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;2;17;25;8;26712
8;26712;9;24;26;30;7;4;20;29;13;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;2;17;25
9;24;26;30;7;4;20;2;13;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;29;17;25;8;26376
8;26376;9;24;26;30;7;4;20;2;13;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;29;17;25
7;24;26;30;9;4;20;2;13;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;29;17;25;8;26716
8;26716;7;24;26;30;9;4;20;2;13;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;29;17;25
7;24;26;13;9;4;20;2;30;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;29;17;25;8;27180
8;27180;7;24;26;13;9;4;20;2;30;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;14;16;8;10;29;17;25
7;24;26;13;9;4;20;14;30;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;10;29;17;25;8;27420
8;27420;7;24;26;13;9;4;20;14;30;28;12;5;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;10;29;17;25
7;24;26;13;9;4;20;14;30;28;17;5;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;10;29;12;25;8;28108
8;28108;7;24;26;13;9;4;20;14;30;28;17;5;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;10;29;12;25
7;24;26;13;9;4;20;14;30;28;5;17;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;10;29;12;25;8;27976
8;27976;7;24;26;13;9;4;20;14;30;28;5;17;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;10;29;12;25
7;24;26;13;9;4;10;14;30;28;5;17;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;20;29;12;25;8;26356
8;26356;7;24;26;13;9;4;10;14;30;28;5;17;3;21;18;27;15;32;23;6;22;31;19;11;1;2;16;8;20;29;12;25
7;24;26;13;9;4;10;14;30;21;5;17;3;28;18;27;15;32;23;6;22;31;19;11;1;2;16;8;20;29;12;25;8;26316
8;26316;7;24;26;13;9;4;10;14;30;21;5;17;3;28;18;27;15;32;23;6;22;31;19;11;1;2;16;8;20;29;12;25
7;24;26;13;9;4;10;14;30;21;5;17;3;15;18;27;28;32;23;6;22;31;19;11;1;2;16;8;20;29;12;25;8;26672
9;26672;7;24;26;13;9;4;10;14;30;21;5;17;3;15;18;27;28;32;23;6;22;31;19;11;1;2;16;8;20;29;12;25
7;24;26;13;9;8;10;14;30;21;5;17;3;15;18;27;28;32;23;6;22;31;19;11;1;2;16;4;20;29;12;25;9;26292
9;26292;7;24;26;13;9;8;10;14;30;21;5;17;3;15;18;27;28;32;23;6;22;31;19;11;1;2;16;4;20;29;12;25
7;24;26;13;9;8;10;2;30;21;5;17;3;15;18;27;28;32;23;6;22;31;19;11;1;14;16;4;20;29;12;25;9;25972
9;25972;7;24;26;13;9;8;10;2;30;21;5;17;3;15;18;27;28;32;23;6;22;31;19;11;1;14;16;4;20;29;12;25
7;24;26;13;9;8;10;2;30;21;5;17;3;29;18;27;28;32;23;6;22;31;19;11;1;14;16;4;20;15;12;25;9;26240
9;26240;7;24;26;13;9;8;10;2;30;21;5;17;3;29;18;27;28;32;23;6;22;31;19;11;1;14;16;4;20;15;12;25
7;24;26;6;9;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;20;15;12;25;9;26220
9;26220;7;24;26;6;9;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;20;15;12;25
25;24;26;6;9;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;20;15;12;7;9;26260
9;26260;25;24;26;6;9;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;20;15;12;7
25;24;26;9;6;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;20;15;12;7;9;26260
9;26260;25;24;26;9;6;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;20;15;12;7
25;24;26;9;6;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;12;15;20;7;9;26278
9;26278;25;24;26;9;6;8;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;12;15;20;7
25;24;26;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;12;15;20;8;9;25818
9;25818;25;24;26;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;13;22;31;19;11;1;14;16;4;12;15;20;8
25;24;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;13;26;31;19;11;1;14;16;4;12;15;20;8;9;25818
9;25818;25;24;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;13;26;31;19;11;1;14;16;4;12;15;20;8
25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;13;26;31;19;11;1;14;16;4;12;24;20;8;9;25804
9;25804;25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;13;26;31;19;11;1;14;16;4;12;24;20;8
25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;31;19;13;1;14;16;4;12;24;20;8;9;25524
9;25524;25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;31;19;13;1;14;16;4;12;24;20;8
25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;31;19;13;4;14;16;1;12;24;20;8;9;25404
9;25404;25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;31;19;13;4;14;16;1;12;24;20;8
25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;8;19;13;4;14;16;1;12;24;20;31;9;25602
9;25602;25;15;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;8;19;13;4;14;16;1;12;24;20;31
25;13;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;8;19;15;4;14;16;1;12;24;20;31;9;25642
9;25642;25;13;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;8;19;15;4;14;16;1;12;24;20;31
25;13;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;8;4;15;19;14;16;1;12;24;20;31;9;25748
9;25748;25;13;22;9;6;7;10;2;30;21;5;17;3;29;18;27;28;32;23;11;26;8;4;15;19;14;16;1;12;24;20;31
25;13;22;9;6;7;10;2;30;21;11;17;3;29;18;27;28;32;23;5;26;8;4;15;19;14;16;1;12;24;20;31;9;25628
9;25628;25;13;22;9;6;7;10;2;30;21;11;17;3;29;18;27;28;32;23;5;26;8;4;15;19;14;16;1;12;24;20;31
25;13;22;9;6;7;10;2;30;21;31;17;3;29;18;27;28;32;23;5;26;8;4;15;19;14;16;1;12;24;20;11;9;26332
9;26332;25;13;22;9;6;7;10;2;30;21;31;17;3;29;18;27;28;32;23;5;26;8;4;15;19;14;16;1;12;24;20;11
25;13;22;9;6;7;10;4;30;21;31;17;3;29;18;27;28;32;23;5;26;8;2;15;19;14;16;1;12;24;20;11;9;26652
9;26652;25;13;22;9;6;7;10;4;30;21;31;17;3;29;18;27;28;32;23;5;26;8;2;15;19;14;16;1;12;24;20;11
25;13;22;9;6;7;10;4;30;21;31;17;3;5;18;27;28;32;23;29;26;8;2;15;19;14;16;1;12;24;20;11;9;27380
9;27380;25;13;22;9;6;7;10;4;30;21;31;17;3;5;18;27;28;32;23;29;26;8;2;15;19;14;16;1;12;24;20;11
25;13;22;9;8;7;10;4;30;21;31;17;3;5;18;27;28;32;23;29;26;6;2;15;19;14;16;1;12;24;20;11;9;27460
10;27460;25;13;22;9;8;7;10;4;30;21;31;17;3;5;18;27;28;32;23;29;26;6;2;15;19;14;16;1;12;24;20;11
17;13;22;9;8;7;10;4;30;21;31;25;3;5;18;27;28;32;23;29;26;6;2;15;19;14;16;1;12;24;20;11;10;28300
10;28300;17;13;22;9;8;7;10;4;30;21;31;25;3;5;18;27;28;32;23;29;26;6;2;15;19;14;16;1;12;24;20;11
17;13;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;32;23;29;26;6;2;15;19;14;16;1;12;24;20;11;10;28300
10;28300;17;13;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;32;23;29;26;6;2;15;19;14;16;1;12;24;20;11
17;13;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;12;23;29;26;6;2;15;19;14;16;1;32;24;20;11;10;27932
10;27932;17;13;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;12;23;29;26;6;2;15;19;14;16;1;32;24;20;11
17;13;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;12;23;29;26;6;2;15;19;14;20;1;32;24;16;11;10;28196
10;28196;17;13;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;12;23;29;26;6;2;15;19;14;20;1;32;24;16;11
17;14;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;12;23;29;26;6;2;15;19;13;20;1;32;24;16;11;10;28216
10;28216;17;14;22;9;3;7;10;4;30;21;31;25;8;5;18;27;28;12;23;29;26;6;2;15;19;13;20;1;32;24;16;11
17;27;22;9;3;7;10;4;30;21;31;25;8;5;18;14;28;12;23;29;26;6;2;15;19;13;20;1;32;24;16;11;10;28530
10;28530;17;27;22;9;3;7;10;4;30;21;31;25;8;5;18;14;28;12;23;29;26;6;2;15;19;13;20;1;32;24;16;11
17;27;22;9;3;7;10;4;30;21;31;25;8;6;18;14;28;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11;10;28710
10;28710;17;27;22;9;3;7;10;4;30;21;31;25;8;6;18;14;28;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11
17;27;22;9;3;7;10;4;30;21;31;25;8;18;6;14;28;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11;10;28736
10;28736;17;27;22;9;3;7;10;4;30;21;31;25;8;18;6;14;28;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11
17;28;22;9;3;7;10;4;30;21;31;25;8;18;6;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11;10;28876
10;28876;17;28;22;9;3;7;10;4;30;21;31;25;8;18;6;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11
17;28;22;9;3;6;10;4;30;21;31;25;8;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11;10;28836
10;28836;17;28;22;9;3;6;10;4;30;21;31;25;8;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;11
17;28;22;9;3;6;10;4;30;21;31;11;8;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;25;10;28412
10;28412;17;28;22;9;3;6;10;4;30;21;31;11;8;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;25
8;28;22;9;3;6;10;4;30;21;31;11;17;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;25;10;27604
10;27604;8;28;22;9;3;6;10;4;30;21;31;11;17;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;25
8;28;22;9;10;6;3;4;30;21;31;11;17;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;25;10;27684
10;27684;8;28;22;9;10;6;3;4;30;21;31;11;17;18;7;14;27;12;23;29;26;5;2;15;19;13;20;1;32;24;16;25
8;28;22;9;10;6;3;4;30;21;31;11;17;18;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;25;10;27964
10;27964;8;28;22;9;10;6;3;4;30;21;31;11;17;18;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;25
22;28;8;9;10;6;3;4;30;21;31;11;17;18;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;25;10;27826
10;27826;22;28;8;9;10;6;3;4;30;21;31;11;17;18;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;25
22;28;8;9;10;6;3;4;30;21;31;11;17;25;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;18;10;27626
10;27626;22;28;8;9;10;6;3;4;30;21;31;11;17;25;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;18
22;28;8;9;10;4;3;6;30;21;31;11;17;25;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;18;10;28006
10;28006;22;28;8;9;10;4;3;6;30;21;31;11;17;25;7;14;19;12;23;29;26;5;2;15;27;13;20;1;32;24;16;18
22;28;8;9;10;4;3;6;30;21;5;11;17;25;7;14;19;12;23;29;26;31;2;15;27;13;20;1;32;24;16;18;10;28012
10;28012;22;28;8;9;10;4;3;6;30;21;5;11;17;25;7;14;19;12;23;29;26;31;2;15;27;13;20;1;32;24;16;18
22;28;8;9;10;4;3;6;30;21;15;11;17;25;7;14;19;12;23;29;26;31;2;5;27;13;20;1;32;24;16;18;10;28412
