"X1";"X5834049";"X2";"X12";"X14";"X4";"X23";"X19";"X11";"X21";"X18";"X17";"X10";"X20";"X15";"X9";"X7";"X26";"X3";"X25";"X1.1";"X24";"X8";"X22";"X13";"X16";"X5";"X6"
19;16;20;4;2;12;13;1;14;17;26;7;3;15;5;6;25;21;22;8;18;11;10;9;24;23;6;6186010
6;6186010;19;16;20;4;2;12;13;1;14;17;26;7;3;15;5;6;25;21;22;8;18;11;10;9;24;23
24;16;20;4;2;12;13;1;14;17;26;7;3;15;5;6;25;21;22;8;18;11;10;9;19;23;6;6126553
7;6126553;24;16;20;4;2;12;13;1;14;17;26;7;3;15;5;6;25;21;22;8;18;11;10;9;19;23
24;16;20;3;2;12;13;1;14;17;26;7;4;15;5;6;25;21;22;8;18;11;10;9;19;23;7;6115100
7;6115100;24;16;20;3;2;12;13;1;14;17;26;7;4;15;5;6;25;21;22;8;18;11;10;9;19;23
24;16;20;17;2;12;13;1;14;3;26;7;4;15;5;6;25;21;22;8;18;11;10;9;19;23;7;6032246
7;6032246;24;16;20;17;2;12;13;1;14;3;26;7;4;15;5;6;25;21;22;8;18;11;10;9;19;23
24;16;20;17;2;5;13;1;14;3;26;7;4;15;12;6;25;21;22;8;18;11;10;9;19;23;7;5909348
7;5909348;24;16;20;17;2;5;13;1;14;3;26;7;4;15;12;6;25;21;22;8;18;11;10;9;19;23
24;16;20;1;2;5;13;17;14;3;26;7;4;15;12;6;25;21;22;8;18;11;10;9;19;23;7;5936797
7;5936797;24;16;20;1;2;5;13;17;14;3;26;7;4;15;12;6;25;21;22;8;18;11;10;9;19;23
24;16;20;1;2;5;13;17;14;3;26;7;4;12;15;6;25;21;22;8;18;11;10;9;19;23;7;5939453
7;5939453;24;16;20;1;2;5;13;17;14;3;26;7;4;12;15;6;25;21;22;8;18;11;10;9;19;23
24;16;20;1;2;5;13;17;14;3;6;7;4;12;15;26;25;21;22;8;18;11;10;9;19;23;7;5942712
7;5942712;24;16;20;1;2;5;13;17;14;3;6;7;4;12;15;26;25;21;22;8;18;11;10;9;19;23
24;16;20;1;2;5;26;17;14;3;6;7;4;12;15;13;25;21;22;8;18;11;10;9;19;23;7;5945686
7;5945686;24;16;20;1;2;5;26;17;14;3;6;7;4;12;15;13;25;21;22;8;18;11;10;9;19;23
24;16;20;1;2;5;26;17;14;3;6;7;4;12;25;13;15;21;22;8;18;11;10;9;19;23;7;5929261
7;5929261;24;16;20;1;2;5;26;17;14;3;6;7;4;12;25;13;15;21;22;8;18;11;10;9;19;23
24;16;20;1;2;5;26;17;14;3;11;7;4;12;25;13;15;21;22;8;18;6;10;9;19;23;7;5929482
7;5929482;24;16;20;1;2;5;26;17;14;3;11;7;4;12;25;13;15;21;22;8;18;6;10;9;19;23
24;16;20;1;2;5;12;17;14;3;11;7;4;26;25;13;15;21;22;8;18;6;10;9;19;23;7;5912615
7;5912615;24;16;20;1;2;5;12;17;14;3;11;7;4;26;25;13;15;21;22;8;18;6;10;9;19;23
24;16;20;1;2;5;12;17;14;3;11;7;4;26;25;13;21;15;22;8;18;6;10;9;19;23;7;5914617
7;5914617;24;16;20;1;2;5;12;17;14;3;11;7;4;26;25;13;21;15;22;8;18;6;10;9;19;23
24;15;20;1;2;5;12;17;14;3;11;7;4;26;25;13;21;16;22;8;18;6;10;9;19;23;7;5924183
7;5924183;24;15;20;1;2;5;12;17;14;3;11;7;4;26;25;13;21;16;22;8;18;6;10;9;19;23
24;15;20;1;2;5;12;17;8;3;11;7;4;26;25;13;21;16;22;14;18;6;10;9;19;23;7;5953545
7;5953545;24;15;20;1;2;5;12;17;8;3;11;7;4;26;25;13;21;16;22;14;18;6;10;9;19;23
24;15;20;1;2;5;12;17;6;3;11;7;4;26;25;13;21;16;22;14;18;8;10;9;19;23;7;5935056
7;5935056;24;15;20;1;2;5;12;17;6;3;11;7;4;26;25;13;21;16;22;14;18;8;10;9;19;23
24;15;20;1;2;5;12;17;6;3;11;7;4;26;25;13;21;16;10;14;18;8;22;9;19;23;7;5935740
7;5935740;24;15;20;1;2;5;12;17;6;3;11;7;4;26;25;13;21;16;10;14;18;8;22;9;19;23
24;15;20;1;2;5;12;17;6;3;11;7;4;26;9;13;21;16;10;14;18;8;22;25;19;23;7;5906750
7;5906750;24;15;20;1;2;5;12;17;6;3;11;7;4;26;9;13;21;16;10;14;18;8;22;25;19;23
24;15;20;1;2;5;12;17;6;3;11;7;4;23;9;13;21;16;10;14;18;8;22;25;19;26;7;5913580
7;5913580;24;15;20;1;2;5;12;17;6;3;11;7;4;23;9;13;21;16;10;14;18;8;22;25;19;26
24;15;20;1;2;5;12;6;17;3;11;7;4;23;9;13;21;16;10;14;18;8;22;25;19;26;7;5913640
7;5913640;24;15;20;1;2;5;12;6;17;3;11;7;4;23;9;13;21;16;10;14;18;8;22;25;19;26
24;15;20;1;2;5;12;6;17;3;11;7;4;21;9;13;23;16;10;14;18;8;22;25;19;26;7;5936895
7;5936895;24;15;20;1;2;5;12;6;17;3;11;7;4;21;9;13;23;16;10;14;18;8;22;25;19;26
24;15;23;1;2;5;12;6;17;3;11;7;4;21;9;13;20;16;10;14;18;8;22;25;19;26;7;5932378
8;5932378;24;15;23;1;2;5;12;6;17;3;11;7;4;21;9;13;20;16;10;14;18;8;22;25;19;26
24;15;23;1;2;6;12;5;17;3;11;7;4;21;9;13;20;16;10;14;18;8;22;25;19;26;8;5884372
8;5884372;24;15;23;1;2;6;12;5;17;3;11;7;4;21;9;13;20;16;10;14;18;8;22;25;19;26
24;15;23;1;2;6;17;5;12;3;11;7;4;21;9;13;20;16;10;14;18;8;22;25;19;26;8;5873285
8;5873285;24;15;23;1;2;6;17;5;12;3;11;7;4;21;9;13;20;16;10;14;18;8;22;25;19;26
24;15;23;1;2;6;17;5;12;3;11;7;4;9;21;13;20;16;10;14;18;8;22;25;19;26;8;5845532
8;5845532;24;15;23;1;2;6;17;5;12;3;11;7;4;9;21;13;20;16;10;14;18;8;22;25;19;26
24;15;23;1;2;6;17;5;12;3;11;7;4;9;21;13;20;16;10;25;18;8;22;14;19;26;8;5872736
8;5872736;24;15;23;1;2;6;17;5;12;3;11;7;4;9;21;13;20;16;10;25;18;8;22;14;19;26
24;15;23;1;13;6;17;5;12;3;11;7;4;9;21;2;20;16;10;25;18;8;22;14;19;26;8;5890021
8;5890021;24;15;23;1;13;6;17;5;12;3;11;7;4;9;21;2;20;16;10;25;18;8;22;14;19;26
24;9;23;1;13;6;17;5;12;3;11;7;4;15;21;2;20;16;10;25;18;8;22;14;19;26;8;5921534
8;5921534;24;9;23;1;13;6;17;5;12;3;11;7;4;15;21;2;20;16;10;25;18;8;22;14;19;26
24;9;2;1;13;6;17;5;12;3;11;7;4;15;21;23;20;16;10;25;18;8;22;14;19;26;8;5912467
8;5912467;24;9;2;1;13;6;17;5;12;3;11;7;4;15;21;23;20;16;10;25;18;8;22;14;19;26
24;9;2;1;13;6;22;5;12;3;11;7;4;15;21;23;20;16;10;25;18;8;17;14;19;26;8;5908775
8;5908775;24;9;2;1;13;6;22;5;12;3;11;7;4;15;21;23;20;16;10;25;18;8;17;14;19;26
24;9;2;1;13;6;22;5;12;3;11;7;4;15;21;23;20;16;10;19;18;8;17;14;25;26;8;5906924
8;5906924;24;9;2;1;13;6;22;5;12;3;11;7;4;15;21;23;20;16;10;19;18;8;17;14;25;26
24;20;2;1;13;6;22;5;12;3;11;7;4;15;21;23;9;16;10;19;18;8;17;14;25;26;8;5872165
8;5872165;24;20;2;1;13;6;22;5;12;3;11;7;4;15;21;23;9;16;10;19;18;8;17;14;25;26
24;20;2;1;13;26;22;5;12;3;11;7;4;15;21;23;9;16;10;19;18;8;17;14;25;6;8;5874521
8;5874521;24;20;2;1;13;26;22;5;12;3;11;7;4;15;21;23;9;16;10;19;18;8;17;14;25;6
24;20;2;1;13;26;18;5;12;3;11;7;4;15;21;23;9;16;10;19;22;8;17;14;25;6;8;5855833
8;5855833;24;20;2;1;13;26;18;5;12;3;11;7;4;15;21;23;9;16;10;19;22;8;17;14;25;6
24;20;2;1;10;26;18;5;12;3;11;7;4;15;21;23;9;16;13;19;22;8;17;14;25;6;8;5840676
8;5840676;24;20;2;1;10;26;18;5;12;3;11;7;4;15;21;23;9;16;13;19;22;8;17;14;25;6
24;20;2;1;10;14;18;5;12;3;11;7;4;15;21;23;9;16;13;19;22;8;17;26;25;6;8;5839222
8;5839222;24;20;2;1;10;14;18;5;12;3;11;7;4;15;21;23;9;16;13;19;22;8;17;26;25;6
24;20;2;1;10;14;18;5;12;3;11;7;4;15;21;23;9;16;13;19;8;22;17;26;25;6;8;5851063
8;5851063;24;20;2;1;10;14;18;5;12;3;11;7;4;15;21;23;9;16;13;19;8;22;17;26;25;6
10;20;2;1;24;14;18;5;12;3;11;7;4;15;21;23;9;16;13;19;8;22;17;26;25;6;8;5851045
8;5851045;10;20;2;1;24;14;18;5;12;3;11;7;4;15;21;23;9;16;13;19;8;22;17;26;25;6
10;20;2;1;24;14;18;5;12;3;11;7;4;15;21;23;9;16;13;26;8;22;17;19;25;6;8;5864049
8;5864049;10;20;2;1;24;14;18;5;12;3;11;7;4;15;21;23;9;16;13;26;8;22;17;19;25;6
10;20;2;1;24;14;21;5;12;3;11;7;4;15;18;23;9;16;13;26;8;22;17;19;25;6;8;5827774
8;5827774;10;20;2;1;24;14;21;5;12;3;11;7;4;15;18;23;9;16;13;26;8;22;17;19;25;6
10;20;2;15;24;14;21;5;12;3;11;7;4;1;18;23;9;16;13;26;8;22;17;19;25;6;8;5810639
8;5810639;10;20;2;15;24;14;21;5;12;3;11;7;4;1;18;23;9;16;13;26;8;22;17;19;25;6
10;20;2;15;24;14;21;5;12;3;11;7;4;1;18;23;22;16;13;26;8;9;17;19;25;6;8;5842416
9;5842416;10;20;2;15;24;14;21;5;12;3;11;7;4;1;18;23;22;16;13;26;8;9;17;19;25;6
10;20;2;15;24;14;17;5;12;3;11;7;4;1;18;23;22;16;13;26;8;9;21;19;25;6;9;5863442
9;5863442;10;20;2;15;24;14;17;5;12;3;11;7;4;1;18;23;22;16;13;26;8;9;21;19;25;6
10;20;2;15;24;14;17;5;12;3;11;7;4;1;18;23;22;16;13;19;8;9;21;26;25;6;9;5854412
9;5854412;10;20;2;15;24;14;17;5;12;3;11;7;4;1;18;23;22;16;13;19;8;9;21;26;25;6
10;20;24;15;2;14;17;5;12;3;11;7;4;1;18;23;22;16;13;19;8;9;21;26;25;6;9;5855511
9;5855511;10;20;24;15;2;14;17;5;12;3;11;7;4;1;18;23;22;16;13;19;8;9;21;26;25;6
10;20;24;15;1;14;17;5;12;3;11;7;4;2;18;23;22;16;13;19;8;9;21;26;25;6;9;5898807
9;5898807;10;20;24;15;1;14;17;5;12;3;11;7;4;2;18;23;22;16;13;19;8;9;21;26;25;6
10;20;24;26;1;14;17;5;12;3;11;7;4;2;18;23;22;16;13;19;8;9;21;15;25;6;9;5912369
9;5912369;10;20;24;26;1;14;17;5;12;3;11;7;4;2;18;23;22;16;13;19;8;9;21;15;25;6
10;20;24;26;1;14;17;5;12;3;11;7;4;2;18;23;22;9;13;19;8;16;21;15;25;6;9;5926465
9;5926465;10;20;24;26;1;14;17;5;12;3;11;7;4;2;18;23;22;9;13;19;8;16;21;15;25;6
10;20;24;26;1;14;17;5;12;3;11;7;4;2;23;18;22;9;13;19;8;16;21;15;25;6;9;5924583
9;5924583;10;20;24;26;1;14;17;5;12;3;11;7;4;2;23;18;22;9;13;19;8;16;21;15;25;6
10;20;24;26;1;14;17;5;12;3;11;7;4;2;23;18;6;9;13;19;8;16;21;15;25;22;9;5919532
9;5919532;10;20;24;26;1;14;17;5;12;3;11;7;4;2;23;18;6;9;13;19;8;16;21;15;25;22
10;20;24;26;1;14;17;5;12;21;11;7;4;2;23;18;6;9;13;19;8;16;3;15;25;22;9;5959005
9;5959005;10;20;24;26;1;14;17;5;12;21;11;7;4;2;23;18;6;9;13;19;8;16;3;15;25;22
10;20;24;26;1;14;17;4;12;21;11;7;5;2;23;18;6;9;13;19;8;16;3;15;25;22;9;5784614
9;5784614;10;20;24;26;1;14;17;4;12;21;11;7;5;2;23;18;6;9;13;19;8;16;3;15;25;22
10;20;24;26;1;14;17;4;12;21;11;7;5;2;23;18;6;9;25;19;8;16;3;15;13;22;9;5801419
9;5801419;10;20;24;26;1;14;17;4;12;21;11;7;5;2;23;18;6;9;25;19;8;16;3;15;13;22
6;20;24;26;1;14;17;4;12;21;11;7;5;2;23;18;10;9;25;19;8;16;3;15;13;22;9;5808342
9;5808342;6;20;24;26;1;14;17;4;12;21;11;7;5;2;23;18;10;9;25;19;8;16;3;15;13;22
6;20;24;26;5;14;17;4;12;21;11;7;1;2;23;18;10;9;25;19;8;16;3;15;13;22;9;5893139
9;5893139;6;20;24;26;5;14;17;4;12;21;11;7;1;2;23;18;10;9;25;19;8;16;3;15;13;22
6;20;24;26;5;14;17;4;12;19;11;7;1;2;23;18;10;9;25;21;8;16;3;15;13;22;9;5831574
9;5831574;6;20;24;26;5;14;17;4;12;19;11;7;1;2;23;18;10;9;25;21;8;16;3;15;13;22
6;20;24;26;5;14;17;4;12;19;11;7;1;15;23;18;10;9;25;21;8;16;3;2;13;22;9;5854587
9;5854587;6;20;24;26;5;14;17;4;12;19;11;7;1;15;23;18;10;9;25;21;8;16;3;2;13;22
6;20;24;26;9;14;17;4;12;19;11;7;1;15;23;18;10;5;25;21;8;16;3;2;13;22;9;5895252
9;5895252;6;20;24;26;9;14;17;4;12;19;11;7;1;15;23;18;10;5;25;21;8;16;3;2;13;22
6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;10;5;25;21;8;16;3;2;13;22;9;5835933
9;5835933;6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;10;5;25;21;8;16;3;2;13;22
6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;3;5;25;21;8;16;10;2;13;22;9;5728597
9;5728597;6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;3;5;25;21;8;16;10;2;13;22
6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;3;5;25;21;8;16;10;2;22;13;9;5728597
9;5728597;6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;3;5;25;21;8;16;10;2;22;13
6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;3;25;5;21;8;16;10;2;22;13;9;5732257
10;5732257;6;20;24;26;9;14;17;23;12;19;11;7;1;15;4;18;3;25;5;21;8;16;10;2;22;13
6;20;24;26;9;14;17;23;12;21;11;7;1;15;4;18;3;25;5;19;8;16;10;2;22;13;10;5763293
10;5763293;6;20;24;26;9;14;17;23;12;21;11;7;1;15;4;18;3;25;5;19;8;16;10;2;22;13
6;20;24;26;9;14;17;23;12;21;11;7;1;15;8;18;3;25;5;19;4;16;10;2;22;13;10;5749386
10;5749386;6;20;24;26;9;14;17;23;12;21;11;7;1;15;8;18;3;25;5;19;4;16;10;2;22;13
6;20;24;26;9;14;17;23;12;21;11;7;1;15;8;16;3;25;5;19;4;18;10;2;22;13;10;5771321
10;5771321;6;20;24;26;9;14;17;23;12;21;11;7;1;15;8;16;3;25;5;19;4;18;10;2;22;13
6;20;24;26;9;10;17;23;12;21;11;7;1;15;8;16;3;25;5;19;4;18;14;2;22;13;10;5873205
10;5873205;6;20;24;26;9;10;17;23;12;21;11;7;1;15;8;16;3;25;5;19;4;18;14;2;22;13
6;20;24;26;9;10;17;23;12;21;11;7;1;15;8;16;3;25;18;19;4;5;14;2;22;13;10;6194580
10;6194580;6;20;24;26;9;10;17;23;12;21;11;7;1;15;8;16;3;25;18;19;4;5;14;2;22;13
6;20;24;26;9;10;17;23;12;21;11;7;14;15;8;16;3;25;18;19;4;5;1;2;22;13;10;6098128
10;6098128;6;20;24;26;9;10;17;23;12;21;11;7;14;15;8;16;3;25;18;19;4;5;1;2;22;13
6;20;13;26;9;10;17;23;12;21;11;7;14;15;8;16;3;25;18;19;4;5;1;2;22;24;10;6151321
10;6151321;6;20;13;26;9;10;17;23;12;21;11;7;14;15;8;16;3;25;18;19;4;5;1;2;22;24
6;20;13;3;9;10;17;23;12;21;11;7;14;15;8;16;26;25;18;19;4;5;1;2;22;24;10;6243766
10;6243766;6;20;13;3;9;10;17;23;12;21;11;7;14;15;8;16;26;25;18;19;4;5;1;2;22;24
6;20;13;3;8;10;17;23;12;21;11;7;14;15;9;16;26;25;18;19;4;5;1;2;22;24;10;6231412
10;6231412;6;20;13;3;8;10;17;23;12;21;11;7;14;15;9;16;26;25;18;19;4;5;1;2;22;24
6;20;13;3;8;10;14;23;12;21;11;7;17;15;9;16;26;25;18;19;4;5;1;2;22;24;10;6110952
10;6110952;6;20;13;3;8;10;14;23;12;21;11;7;17;15;9;16;26;25;18;19;4;5;1;2;22;24
6;20;13;3;8;10;14;21;12;23;11;7;17;15;9;16;26;25;18;19;4;5;1;2;22;24;10;6110952
10;6110952;6;20;13;3;8;10;14;21;12;23;11;7;17;15;9;16;26;25;18;19;4;5;1;2;22;24
6;20;13;3;8;10;22;21;12;23;11;7;17;15;9;16;26;25;18;19;4;5;1;2;14;24;10;6123009
10;6123009;6;20;13;3;8;10;22;21;12;23;11;7;17;15;9;16;26;25;18;19;4;5;1;2;14;24
6;20;4;3;8;10;22;21;12;23;11;7;17;15;9;16;26;25;18;19;13;5;1;2;14;24;10;6152315
10;6152315;6;20;4;3;8;10;22;21;12;23;11;7;17;15;9;16;26;25;18;19;13;5;1;2;14;24
6;20;4;3;8;10;22;5;12;23;11;7;17;15;9;16;26;25;18;19;13;21;1;2;14;24;10;5947620
10;5947620;6;20;4;3;8;10;22;5;12;23;11;7;17;15;9;16;26;25;18;19;13;21;1;2;14;24
6;20;4;3;8;10;22;5;12;23;11;18;17;15;9;16;26;25;7;19;13;21;1;2;14;24;10;5998466
10;5998466;6;20;4;3;8;10;22;5;12;23;11;18;17;15;9;16;26;25;7;19;13;21;1;2;14;24
6;20;4;3;8;10;22;5;12;23;11;18;21;15;9;16;26;25;7;19;13;17;1;2;14;24;10;5952929
10;5952929;6;20;4;3;8;10;22;5;12;23;11;18;21;15;9;16;26;25;7;19;13;17;1;2;14;24
20;6;4;3;8;10;22;5;12;23;11;18;21;15;9;16;26;25;7;19;13;17;1;2;14;24;10;5979572
10;5979572;20;6;4;3;8;10;22;5;12;23;11;18;21;15;9;16;26;25;7;19;13;17;1;2;14;24
20;6;4;3;8;10;22;5;12;23;11;18;21;15;13;16;26;25;7;19;9;17;1;2;14;24;10;6001275
10;6001275;20;6;4;3;8;10;22;5;12;23;11;18;21;15;13;16;26;25;7;19;9;17;1;2;14;24
17;6;4;3;8;10;22;5;12;23;11;18;21;15;13;16;26;25;7;19;9;20;1;2;14;24;10;6007808
10;6007808;17;6;4;3;8;10;22;5;12;23;11;18;21;15;13;16;26;25;7;19;9;20;1;2;14;24
17;6;4;3;19;10;22;5;12;23;11;18;21;15;13;16;26;25;7;8;9;20;1;2;14;24;10;6011965
11;6011965;17;6;4;3;19;10;22;5;12;23;11;18;21;15;13;16;26;25;7;8;9;20;1;2;14;24
17;6;4;3;19;10;22;5;12;23;11;18;21;15;13;16;2;25;7;8;9;20;1;26;14;24;11;6012358
11;6012358;17;6;4;3;19;10;22;5;12;23;11;18;21;15;13;16;2;25;7;8;9;20;1;26;14;24
15;6;4;3;19;10;22;5;12;23;11;18;21;17;13;16;2;25;7;8;9;20;1;26;14;24;11;6038740
11;6038740;15;6;4;3;19;10;22;5;12;23;11;18;21;17;13;16;2;25;7;8;9;20;1;26;14;24
15;6;4;3;19;10;22;5;11;23;12;18;21;17;13;16;2;25;7;8;9;20;1;26;14;24;11;6053884
11;6053884;15;6;4;3;19;10;22;5;11;23;12;18;21;17;13;16;2;25;7;8;9;20;1;26;14;24
15;6;4;3;19;10;22;5;11;23;12;18;21;17;13;16;2;8;7;25;9;20;1;26;14;24;11;5964063
11;5964063;15;6;4;3;19;10;22;5;11;23;12;18;21;17;13;16;2;8;7;25;9;20;1;26;14;24
15;6;4;3;19;10;22;5;11;23;12;18;21;13;17;16;2;8;7;25;9;20;1;26;14;24;11;5950089
11;5950089;15;6;4;3;19;10;22;5;11;23;12;18;21;13;17;16;2;8;7;25;9;20;1;26;14;24
15;6;4;3;19;10;22;5;11;23;12;18;21;13;25;16;2;8;7;17;9;20;1;26;14;24;11;5949967
11;5949967;15;6;4;3;19;10;22;5;11;23;12;18;21;13;25;16;2;8;7;17;9;20;1;26;14;24
15;6;4;14;19;10;22;5;11;23;12;18;21;13;25;16;2;8;7;17;9;20;1;26;3;24;11;5963229
11;5963229;15;6;4;14;19;10;22;5;11;23;12;18;21;13;25;16;2;8;7;17;9;20;1;26;3;24
15;6;4;14;19;10;22;5;11;8;12;18;21;13;25;16;2;23;7;17;9;20;1;26;3;24;11;6001039
11;6001039;15;6;4;14;19;10;22;5;11;8;12;18;21;13;25;16;2;23;7;17;9;20;1;26;3;24
15;6;4;14;19;10;22;5;11;1;12;18;21;13;25;16;2;23;7;17;9;20;8;26;3;24;11;5864448
11;5864448;15;6;4;14;19;10;22;5;11;1;12;18;21;13;25;16;2;23;7;17;9;20;8;26;3;24
15;6;4;14;19;10;22;5;11;1;12;18;21;13;25;24;2;23;7;17;9;20;8;26;3;16;11;5865090
11;5865090;15;6;4;14;19;10;22;5;11;1;12;18;21;13;25;24;2;23;7;17;9;20;8;26;3;16
15;6;4;14;19;10;22;5;11;1;12;18;21;24;25;13;2;23;7;17;9;20;8;26;3;16;11;5871538
11;5871538;15;6;4;14;19;10;22;5;11;1;12;18;21;24;25;13;2;23;7;17;9;20;8;26;3;16
15;6;4;14;19;10;22;5;11;1;12;18;21;24;25;9;2;23;7;17;13;20;8;26;3;16;11;5794438
11;5794438;15;6;4;14;19;10;22;5;11;1;12;18;21;24;25;9;2;23;7;17;13;20;8;26;3;16
15;6;4;14;19;10;22;5;11;1;12;18;21;24;25;20;2;23;7;17;13;9;8;26;3;16;11;5810931
11;5810931;15;6;4;14;19;10;22;5;11;1;12;18;21;24;25;20;2;23;7;17;13;9;8;26;3;16
15;6;4;14;19;10;22;5;11;1;12;9;21;24;25;20;2;23;7;17;13;18;8;26;3;16;11;5761383
11;5761383;15;6;4;14;19;10;22;5;11;1;12;9;21;24;25;20;2;23;7;17;13;18;8;26;3;16
15;6;4;14;19;10;22;5;11;1;2;9;21;24;25;20;12;23;7;17;13;18;8;26;3;16;11;5757833
11;5757833;15;6;4;14;19;10;22;5;11;1;2;9;21;24;25;20;12;23;7;17;13;18;8;26;3;16
15;6;4;14;19;10;22;5;11;1;2;9;21;24;25;20;12;23;7;16;13;18;8;26;3;17;11;5776354
11;5776354;15;6;4;14;19;10;22;5;11;1;2;9;21;24;25;20;12;23;7;16;13;18;8;26;3;17
15;6;4;14;19;10;22;5;11;1;2;9;21;24;25;20;12;26;7;16;13;18;8;23;3;17;11;5766961
11;5766961;15;6;4;14;19;10;22;5;11;1;2;9;21;24;25;20;12;26;7;16;13;18;8;23;3;17
15;6;4;14;19;10;22;5;11;1;2;9;21;24;13;20;12;26;7;16;25;18;8;23;3;17;11;5751770
11;5751770;15;6;4;14;19;10;22;5;11;1;2;9;21;24;13;20;12;26;7;16;25;18;8;23;3;17
15;6;4;14;19;10;22;5;11;1;2;9;21;24;13;20;12;8;7;16;25;18;26;23;3;17;11;5757640
11;5757640;15;6;4;14;19;10;22;5;11;1;2;9;21;24;13;20;12;8;7;16;25;18;26;23;3;17
15;6;4;14;19;10;22;5;11;1;2;9;21;24;26;20;12;8;7;16;25;18;13;23;3;17;11;5762733
12;5762733;15;6;4;14;19;10;22;5;11;1;2;9;21;24;26;20;12;8;7;16;25;18;13;23;3;17
15;6;4;14;19;10;22;5;11;17;2;9;21;24;26;20;12;8;7;16;25;18;13;23;3;1;12;5788284
12;5788284;15;6;4;14;19;10;22;5;11;17;2;9;21;24;26;20;12;8;7;16;25;18;13;23;3;1
15;10;4;14;19;6;22;5;11;17;2;9;21;24;26;20;12;8;7;16;25;18;13;23;3;1;12;5789046
12;5789046;15;10;4;14;19;6;22;5;11;17;2;9;21;24;26;20;12;8;7;16;25;18;13;23;3;1
15;10;4;23;19;6;22;5;11;17;2;9;21;24;26;20;12;8;7;16;25;18;13;14;3;1;12;5827129
12;5827129;15;10;4;23;19;6;22;5;11;17;2;9;21;24;26;20;12;8;7;16;25;18;13;14;3;1
15;10;4;23;19;6;22;5;9;17;2;11;21;24;26;20;12;8;7;16;25;18;13;14;3;1;12;5870860
12;5870860;15;10;4;23;19;6;22;5;9;17;2;11;21;24;26;20;12;8;7;16;25;18;13;14;3;1
15;10;4;23;19;6;22;5;9;17;2;11;21;24;26;20;12;8;7;16;18;25;13;14;3;1;12;5860466
12;5860466;15;10;4;23;19;6;22;5;9;17;2;11;21;24;26;20;12;8;7;16;18;25;13;14;3;1
15;10;4;23;19;6;22;5;9;17;2;11;13;24;26;20;12;8;7;16;18;25;21;14;3;1;12;5876543
12;5876543;15;10;4;23;19;6;22;5;9;17;2;11;13;24;26;20;12;8;7;16;18;25;21;14;3;1
17;10;4;23;19;6;22;5;9;15;2;11;13;24;26;20;12;8;7;16;18;25;21;14;3;1;12;5837745
12;5837745;17;10;4;23;19;6;22;5;9;15;2;11;13;24;26;20;12;8;7;16;18;25;21;14;3;1
16;10;4;23;19;6;22;5;9;15;2;11;13;24;26;20;12;8;7;17;18;25;21;14;3;1;12;5834168
12;5834168;16;10;4;23;19;6;22;5;9;15;2;11;13;24;26;20;12;8;7;17;18;25;21;14;3;1
16;10;4;23;19;6;11;5;9;15;2;22;13;24;26;20;12;8;7;17;18;25;21;14;3;1;12;5846630
12;5846630;16;10;4;23;19;6;11;5;9;15;2;22;13;24;26;20;12;8;7;17;18;25;21;14;3;1
16;10;4;23;19;6;11;5;9;13;2;22;15;24;26;20;12;8;7;17;18;25;21;14;3;1;12;5898203
12;5898203;16;10;4;23;19;6;11;5;9;13;2;22;15;24;26;20;12;8;7;17;18;25;21;14;3;1
16;10;4;23;19;6;11;5;9;13;2;22;15;24;12;20;26;8;7;17;18;25;21;14;3;1;12;5864225
12;5864225;16;10;4;23;19;6;11;5;9;13;2;22;15;24;12;20;26;8;7;17;18;25;21;14;3;1
16;10;4;23;19;6;11;5;9;13;2;22;15;24;12;18;26;8;7;17;20;25;21;14;3;1;12;5910118
12;5910118;16;10;4;23;19;6;11;5;9;13;2;22;15;24;12;18;26;8;7;17;20;25;21;14;3;1
16;12;4;23;19;6;11;5;9;13;2;22;15;24;10;18;26;8;7;17;20;25;21;14;3;1;12;5917220
12;5917220;16;12;4;23;19;6;11;5;9;13;2;22;15;24;10;18;26;8;7;17;20;25;21;14;3;1
16;12;4;23;19;6;11;5;9;13;2;22;15;24;10;20;26;8;7;17;18;25;21;14;3;1;12;5867862
12;5867862;16;12;4;23;19;6;11;5;9;13;2;22;15;24;10;20;26;8;7;17;18;25;21;14;3;1
16;12;4;23;19;6;11;5;9;13;17;22;15;24;10;20;26;8;7;2;18;25;21;14;3;1;12;5878742
12;5878742;16;12;4;23;19;6;11;5;9;13;17;22;15;24;10;20;26;8;7;2;18;25;21;14;3;1
16;12;4;23;19;6;11;5;9;13;17;22;15;24;10;20;26;8;25;2;18;7;21;14;3;1;12;5879149
12;5879149;16;12;4;23;19;6;11;5;9;13;17;22;15;24;10;20;26;8;25;2;18;7;21;14;3;1
16;12;4;23;19;6;11;5;9;13;17;22;15;24;10;20;26;1;25;2;18;7;21;14;3;8;12;5882761
12;5882761;16;12;4;23;19;6;11;5;9;13;17;22;15;24;10;20;26;1;25;2;18;7;21;14;3;8
16;12;4;23;19;6;15;5;9;13;17;22;11;24;10;20;26;1;25;2;18;7;21;14;3;8;12;5857222
