"X1";"X27466";"X5";"X3";"X20";"X13";"X19";"X9";"X16";"X32";"X7";"X8";"X25";"X4";"X29";"X17";"X23";"X2";"X6";"X1.1";"X15";"X31";"X27";"X26";"X21";"X18";"X30";"X11";"X14";"X10";"X28";"X12";"X24";"X22"
5;27808;8;25;19;26;31;28;29;30;6;4;27;2;13;18;32;5;7;21;24;3;11;10;22;9;17;12;16;14;20;1;15;23
8;25;19;26;31;28;29;30;6;4;27;1;13;18;32;5;7;21;24;3;11;10;22;9;17;12;16;14;20;2;15;23;5;28008
6;28008;8;25;19;26;31;28;29;30;6;4;27;1;13;18;32;5;7;21;24;3;11;10;22;9;17;12;16;14;20;2;15;23
8;25;19;26;31;28;29;30;17;4;27;1;13;18;32;5;7;21;24;3;11;10;22;9;6;12;16;14;20;2;15;23;6;28370
6;28370;8;25;19;26;31;28;29;30;17;4;27;1;13;18;32;5;7;21;24;3;11;10;22;9;6;12;16;14;20;2;15;23
8;25;19;26;31;28;29;30;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;9;6;12;1;14;20;2;15;23;6;27930
6;27930;8;25;19;26;31;28;29;30;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;9;6;12;1;14;20;2;15;23
8;25;19;26;31;28;29;30;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;9;6;14;1;12;20;2;15;23;6;27930
6;27930;8;25;19;26;31;28;29;30;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;9;6;14;1;12;20;2;15;23
8;25;19;26;31;28;29;30;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;1;12;20;2;15;23;6;27730
6;27730;8;25;19;26;31;28;29;30;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;1;12;20;2;15;23
8;25;19;26;31;28;29;1;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23;6;27790
6;27790;8;25;19;26;31;28;29;1;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23
8;25;19;28;31;26;29;1;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23;6;27910
6;27910;8;25;19;28;31;26;29;1;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23
8;25;19;26;31;28;29;1;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23;6;27790
6;27790;8;25;19;26;31;28;29;1;17;4;27;16;13;18;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23
18;25;19;26;31;28;29;1;17;4;27;16;13;8;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23;6;27566
6;27566;18;25;19;26;31;28;29;1;17;4;27;16;13;8;32;5;7;21;24;3;11;10;22;6;9;14;30;12;20;2;15;23
18;25;19;26;31;28;29;1;17;4;27;16;13;8;32;5;7;21;24;3;20;10;22;6;9;14;30;12;11;2;15;23;6;27626
6;27626;18;25;19;26;31;28;29;1;17;4;27;16;13;8;32;5;7;21;24;3;20;10;22;6;9;14;30;12;11;2;15;23
18;25;19;6;31;28;29;1;17;4;27;16;13;8;32;5;7;21;24;3;20;10;22;26;9;14;30;12;11;2;15;23;6;27928
6;27928;18;25;19;6;31;28;29;1;17;4;27;16;13;8;32;5;7;21;24;3;20;10;22;26;9;14;30;12;11;2;15;23
18;25;19;6;31;28;29;1;17;4;27;16;13;8;2;5;7;21;24;3;20;10;22;26;9;14;30;12;11;32;15;23;6;27702
6;27702;18;25;19;6;31;28;29;1;17;4;27;16;13;8;2;5;7;21;24;3;20;10;22;26;9;14;30;12;11;32;15;23
18;25;19;6;31;28;29;7;17;4;27;16;13;8;2;5;1;21;24;3;20;10;22;26;9;14;30;12;11;32;15;23;6;27862
6;27862;18;25;19;6;31;28;29;7;17;4;27;16;13;8;2;5;1;21;24;3;20;10;22;26;9;14;30;12;11;32;15;23
18;25;19;6;31;28;29;7;17;4;27;16;13;8;2;5;1;21;24;20;3;10;22;26;9;14;30;12;11;32;15;23;6;27876
6;27876;18;25;19;6;31;28;29;7;17;4;27;16;13;8;2;5;1;21;24;20;3;10;22;26;9;14;30;12;11;32;15;23
18;25;19;6;31;28;4;7;17;29;27;16;13;8;2;5;1;21;24;20;3;10;22;26;9;14;30;12;11;32;15;23;6;28128
6;28128;18;25;19;6;31;28;4;7;17;29;27;16;13;8;2;5;1;21;24;20;3;10;22;26;9;14;30;12;11;32;15;23
18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;5;1;21;24;20;3;10;22;26;9;14;30;12;11;32;15;23;6;28008
6;28008;18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;5;1;21;24;20;3;10;22;26;9;14;30;12;11;32;15;23
18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;5;1;21;9;20;3;10;22;26;24;14;30;12;11;32;15;23;6;28236
6;28236;18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;5;1;21;9;20;3;10;22;26;24;14;30;12;11;32;15;23
18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;10;22;26;24;14;30;12;11;32;15;5;6;28224
6;28224;18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;10;22;26;24;14;30;12;11;32;15;5
18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;10;22;26;24;14;30;12;11;32;5;15;6;28224
6;28224;18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;10;22;26;24;14;30;12;11;32;5;15
18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;14;22;26;24;10;30;12;11;32;5;15;6;28084
6;28084;18;25;29;6;31;28;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;14;22;26;24;10;30;12;11;32;5;15
18;25;29;6;31;14;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;28;22;26;24;10;30;12;11;32;5;15;6;28096
7;28096;18;25;29;6;31;14;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;28;22;26;24;10;30;12;11;32;5;15
18;25;29;6;31;14;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;11;22;26;24;10;30;12;28;32;5;15;7;27712
7;27712;18;25;29;6;31;14;4;7;17;19;27;16;13;8;2;23;1;21;9;20;3;11;22;26;24;10;30;12;28;32;5;15
18;25;29;6;31;14;4;7;17;19;27;16;13;8;2;23;1;21;9;5;3;11;22;26;24;10;30;12;28;32;20;15;7;27392
7;27392;18;25;29;6;31;14;4;7;17;19;27;16;13;8;2;23;1;21;9;5;3;11;22;26;24;10;30;12;28;32;20;15
18;25;29;6;31;14;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;11;22;26;24;10;30;12;28;32;20;15;7;27152
7;27152;18;25;29;6;31;14;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;11;22;26;24;10;30;12;28;32;20;15
18;25;29;6;31;14;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;24;22;26;11;10;30;12;28;32;20;15;7;27226
7;27226;18;25;29;6;31;14;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;24;22;26;11;10;30;12;28;32;20;15
18;25;29;31;6;14;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;24;22;26;11;10;30;12;28;32;20;15;7;27398
7;27398;18;25;29;31;6;14;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;24;22;26;11;10;30;12;28;32;20;15
18;25;29;31;6;20;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;24;22;26;11;10;30;12;28;32;14;15;7;27720
7;27720;18;25;29;31;6;20;4;7;17;19;27;16;13;1;2;23;8;21;9;5;3;24;22;26;11;10;30;12;28;32;14;15
18;25;29;31;6;20;4;3;17;19;27;16;13;1;2;23;8;21;9;5;7;24;22;26;11;10;30;12;28;32;14;15;7;27780
7;27780;18;25;29;31;6;20;4;3;17;19;27;16;13;1;2;23;8;21;9;5;7;24;22;26;11;10;30;12;28;32;14;15
18;25;29;31;6;20;4;3;17;19;27;16;13;1;32;23;8;21;9;5;7;24;22;26;11;10;30;12;28;2;14;15;7;27106
7;27106;18;25;29;31;6;20;4;3;17;19;27;16;13;1;32;23;8;21;9;5;7;24;22;26;11;10;30;12;28;2;14;15
18;25;29;31;6;20;4;3;17;19;27;16;13;1;32;23;8;21;9;5;7;24;22;26;11;10;30;15;28;2;14;12;7;26946
7;26946;18;25;29;31;6;20;4;3;17;19;27;16;13;1;32;23;8;21;9;5;7;24;22;26;11;10;30;15;28;2;14;12
18;25;29;31;6;20;4;3;17;19;5;16;13;1;32;23;8;21;9;27;7;24;22;26;11;10;30;15;28;2;14;12;7;26870
7;26870;18;25;29;31;6;20;4;3;17;19;5;16;13;1;32;23;8;21;9;27;7;24;22;26;11;10;30;15;28;2;14;12
18;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;21;9;27;7;24;22;26;11;10;30;15;28;2;14;12;7;26990
7;26990;18;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;21;9;27;7;24;22;26;11;10;30;15;28;2;14;12
18;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;21;9;27;7;24;22;26;11;10;30;28;15;2;14;12;7;27288
7;27288;18;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;21;9;27;7;24;22;26;11;10;30;28;15;2;14;12
18;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;30;9;27;7;24;22;26;11;10;21;28;15;2;14;12;7;27508
7;27508;18;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;30;9;27;7;24;22;26;11;10;21;28;15;2;14;12
7;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;30;9;27;18;24;22;26;11;10;21;28;15;2;14;12;7;27670
7;27670;7;25;29;31;6;20;4;3;17;32;5;16;13;1;19;23;8;30;9;27;18;24;22;26;11;10;21;28;15;2;14;12
7;25;29;31;6;20;4;3;17;32;14;16;13;1;19;23;8;30;9;27;18;24;22;26;11;10;21;28;15;2;5;12;7;27630
7;27630;7;25;29;31;6;20;4;3;17;32;14;16;13;1;19;23;8;30;9;27;18;24;22;26;11;10;21;28;15;2;5;12
29;25;7;31;6;20;4;3;17;32;14;16;13;1;19;23;8;30;9;27;18;24;22;26;11;10;21;28;15;2;5;12;7;27900
7;27900;29;25;7;31;6;20;4;3;17;32;14;16;13;1;19;23;8;30;9;27;18;24;22;26;11;10;21;28;15;2;5;12
29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;23;8;31;9;27;18;24;22;26;11;10;21;28;15;2;5;12;7;28180
7;28180;29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;23;8;31;9;27;18;24;22;26;11;10;21;28;15;2;5;12
29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;9;8;31;23;27;18;24;22;26;11;10;21;28;15;2;5;12;7;28356
7;28356;29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;9;8;31;23;27;18;24;22;26;11;10;21;28;15;2;5;12
29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;9;8;31;23;18;27;24;22;26;11;10;21;28;15;2;5;12;7;28216
7;28216;29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;9;8;31;23;18;27;24;22;26;11;10;21;28;15;2;5;12
29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;9;8;31;23;18;27;24;22;26;11;10;21;28;12;2;5;15;7;28216
8;28216;29;25;7;30;6;20;4;3;17;32;14;16;13;1;19;9;8;31;23;18;27;24;22;26;11;10;21;28;12;2;5;15
29;25;7;30;6;20;4;3;14;32;17;16;13;1;19;9;8;31;23;18;27;24;22;26;11;10;21;28;12;2;5;15;8;28834
8;28834;29;25;7;30;6;20;4;3;14;32;17;16;13;1;19;9;8;31;23;18;27;24;22;26;11;10;21;28;12;2;5;15
29;25;7;30;6;20;4;3;14;32;17;11;13;1;19;9;8;31;23;18;27;24;22;26;16;10;21;28;12;2;5;15;8;28594
8;28594;29;25;7;30;6;20;4;3;14;32;17;11;13;1;19;9;8;31;23;18;27;24;22;26;16;10;21;28;12;2;5;15
29;25;7;30;6;20;4;3;32;14;17;11;13;1;19;9;8;31;23;18;27;24;22;26;16;10;21;28;12;2;5;15;8;29494
8;29494;29;25;7;30;6;20;4;3;32;14;17;11;13;1;19;9;8;31;23;18;27;24;22;26;16;10;21;28;12;2;5;15
29;25;7;30;6;20;4;3;32;14;17;11;13;1;19;9;10;31;23;18;27;24;22;26;16;8;21;28;12;2;5;15;8;29494
8;29494;29;25;7;30;6;20;4;3;32;14;17;11;13;1;19;9;10;31;23;18;27;24;22;26;16;8;21;28;12;2;5;15
29;25;7;30;6;20;4;3;32;14;17;11;13;1;22;9;10;31;23;18;27;24;19;26;16;8;21;28;12;2;5;15;8;29374
8;29374;29;25;7;30;6;20;4;3;32;14;17;11;13;1;22;9;10;31;23;18;27;24;19;26;16;8;21;28;12;2;5;15
29;25;7;30;6;20;4;3;22;14;17;11;13;1;32;9;10;31;23;18;27;24;19;26;16;8;21;28;12;2;5;15;8;29374
8;29374;29;25;7;30;6;20;4;3;22;14;17;11;13;1;32;9;10;31;23;18;27;24;19;26;16;8;21;28;12;2;5;15
29;25;7;30;6;20;4;3;22;14;17;11;13;1;32;9;16;31;23;18;27;24;19;26;10;8;21;28;12;2;5;15;8;30334
8;30334;29;25;7;30;6;20;4;3;22;14;17;11;13;1;32;9;16;31;23;18;27;24;19;26;10;8;21;28;12;2;5;15
29;25;7;30;6;20;4;3;22;14;17;11;13;1;16;9;32;31;23;18;27;24;19;26;10;8;21;28;12;2;5;15;8;30564
8;30564;29;25;7;30;6;20;4;3;22;14;17;11;13;1;16;9;32;31;23;18;27;24;19;26;10;8;21;28;12;2;5;15
29;25;7;30;6;13;4;3;22;14;17;11;20;1;16;9;32;31;23;18;27;24;19;26;10;8;21;28;12;2;5;15;8;29626
8;29626;29;25;7;30;6;13;4;3;22;14;17;11;20;1;16;9;32;31;23;18;27;24;19;26;10;8;21;28;12;2;5;15
29;25;7;30;6;13;4;3;22;14;17;11;20;1;16;9;32;31;23;18;21;24;19;26;10;8;27;28;12;2;5;15;8;29686
8;29686;29;25;7;30;6;13;4;3;22;14;17;11;20;1;16;9;32;31;23;18;21;24;19;26;10;8;27;28;12;2;5;15
29;25;7;30;6;13;4;3;22;14;17;11;20;1;16;9;32;31;23;18;8;24;19;26;10;21;27;28;12;2;5;15;8;28736
8;28736;29;25;7;30;6;13;4;3;22;14;17;11;20;1;16;9;32;31;23;18;8;24;19;26;10;21;27;28;12;2;5;15
29;25;7;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;22;8;24;19;26;10;21;27;28;12;2;5;15;8;28596
8;28596;29;25;7;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;22;8;24;19;26;10;21;27;28;12;2;5;15
29;25;7;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;19;26;10;21;22;28;12;2;5;15;8;28796
8;28796;29;25;7;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;19;26;10;21;22;28;12;2;5;15
29;25;26;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;19;7;10;21;22;28;12;2;5;15;8;28210
8;28210;29;25;26;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;19;7;10;21;22;28;12;2;5;15
29;25;26;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;28;7;10;21;22;19;12;2;5;15;8;27910
8;27910;29;25;26;30;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;28;7;10;21;22;19;12;2;5;15
29;25;26;7;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;28;30;10;21;22;19;12;2;5;15;8;28012
8;28012;29;25;26;7;6;13;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;28;30;10;21;22;19;12;2;5;15
29;25;13;7;6;26;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;28;30;10;21;22;19;12;2;5;15;8;28012
8;28012;29;25;13;7;6;26;4;3;18;14;17;11;20;1;16;9;32;31;23;27;8;24;28;30;10;21;22;19;12;2;5;15
29;25;13;7;6;26;4;3;18;14;17;11;20;1;21;9;32;31;23;27;8;24;28;30;10;16;22;19;12;2;5;15;8;28522
8;28522;29;25;13;7;6;26;4;3;18;14;17;11;20;1;21;9;32;31;23;27;8;24;28;30;10;16;22;19;12;2;5;15
29;25;13;7;6;26;4;3;18;14;17;11;20;1;21;9;32;31;23;22;8;24;28;30;10;16;27;19;12;2;5;15;8;28322
8;28322;29;25;13;7;6;26;4;3;18;14;17;11;20;1;21;9;32;31;23;22;8;24;28;30;10;16;27;19;12;2;5;15
22;25;13;7;6;26;4;3;18;14;17;11;20;1;21;9;32;31;23;29;8;24;28;30;10;16;27;19;12;2;5;15;8;28522
9;28522;22;25;13;7;6;26;4;3;18;14;17;11;20;1;21;9;32;31;23;29;8;24;28;30;10;16;27;19;12;2;5;15
22;25;13;7;6;18;4;3;26;14;17;11;20;1;21;9;32;31;23;29;8;24;28;30;10;16;27;19;12;2;5;15;9;29282
9;29282;22;25;13;7;6;18;4;3;26;14;17;11;20;1;21;9;32;31;23;29;8;24;28;30;10;16;27;19;12;2;5;15
22;25;24;7;6;18;4;3;26;14;17;11;20;1;21;9;32;31;23;29;8;13;28;30;10;16;27;19;12;2;5;15;9;29590
9;29590;22;25;24;7;6;18;4;3;26;14;17;11;20;1;21;9;32;31;23;29;8;13;28;30;10;16;27;19;12;2;5;15
22;25;24;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;29;8;13;28;30;10;16;27;19;12;2;5;15;9;29230
9;29230;22;25;24;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;29;8;13;28;30;10;16;27;19;12;2;5;15
2;25;24;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;29;8;13;28;30;10;16;27;19;12;22;5;15;9;29734
9;29734;2;25;24;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;29;8;13;28;30;10;16;27;19;12;22;5;15
2;25;24;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;27;8;13;28;30;10;16;29;19;12;22;5;15;9;28734
9;28734;2;25;24;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;27;8;13;28;30;10;16;29;19;12;22;5;15
2;25;22;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;27;8;13;28;30;10;16;29;19;12;24;5;15;9;28134
9;28134;2;25;22;7;6;18;4;3;26;14;17;11;23;1;21;9;32;31;20;27;8;13;28;30;10;16;29;19;12;24;5;15
2;25;22;7;6;18;26;3;4;14;17;11;23;1;21;9;32;31;20;27;8;13;28;30;10;16;29;19;12;24;5;15;9;28222
9;28222;2;25;22;7;6;18;26;3;4;14;17;11;23;1;21;9;32;31;20;27;8;13;28;30;10;16;29;19;12;24;5;15
2;25;22;7;6;18;26;3;4;14;17;11;23;1;21;9;10;31;20;27;8;13;28;30;32;16;29;19;12;24;5;15;9;26370
9;26370;2;25;22;7;6;18;26;3;4;14;17;11;23;1;21;9;10;31;20;27;8;13;28;30;32;16;29;19;12;24;5;15
2;25;22;29;6;18;26;3;4;14;17;11;23;1;21;9;10;31;20;27;8;13;28;30;32;16;7;19;12;24;5;15;9;26748
9;26748;2;25;22;29;6;18;26;3;4;14;17;11;23;1;21;9;10;31;20;27;8;13;28;30;32;16;7;19;12;24;5;15
2;25;22;29;6;18;26;3;4;14;17;11;23;1;21;9;10;31;20;27;8;13;28;15;32;16;7;19;12;24;5;30;9;26748
9;26748;2;25;22;29;6;18;26;3;4;14;17;11;23;1;21;9;10;31;20;27;8;13;28;15;32;16;7;19;12;24;5;30
2;25;22;29;6;18;4;3;26;14;17;11;23;1;21;9;10;31;20;27;8;13;28;15;32;16;7;19;12;24;5;30;9;27176
9;27176;2;25;22;29;6;18;4;3;26;14;17;11;23;1;21;9;10;31;20;27;8;13;28;15;32;16;7;19;12;24;5;30
2;25;22;29;26;18;4;3;6;14;17;11;23;1;21;9;10;31;20;27;8;13;28;15;32;16;7;19;12;24;5;30;9;26924
9;26924;2;25;22;29;26;18;4;3;6;14;17;11;23;1;21;9;10;31;20;27;8;13;28;15;32;16;7;19;12;24;5;30
2;25;22;29;26;18;4;3;6;14;17;11;23;1;21;9;10;31;20;27;12;13;28;15;32;16;7;19;8;24;5;30;9;27164
9;27164;2;25;22;29;26;18;4;3;6;14;17;11;23;1;21;9;10;31;20;27;12;13;28;15;32;16;7;19;8;24;5;30
2;25;22;29;26;18;4;3;6;24;17;11;23;1;21;9;10;31;20;27;12;13;28;15;32;16;7;19;8;14;5;30;9;26574
9;26574;2;25;22;29;26;18;4;3;6;24;17;11;23;1;21;9;10;31;20;27;12;13;28;15;32;16;7;19;8;14;5;30
2;25;22;6;26;18;4;3;29;24;17;11;23;1;21;9;10;31;20;27;12;13;28;15;32;16;7;19;8;14;5;30;9;26798
9;26798;2;25;22;6;26;18;4;3;29;24;17;11;23;1;21;9;10;31;20;27;12;13;28;15;32;16;7;19;8;14;5;30
2;25;22;6;26;18;4;3;29;24;17;11;23;1;21;9;10;31;20;16;12;13;28;15;32;27;7;19;8;14;5;30;9;25978
9;25978;2;25;22;6;26;18;4;3;29;24;17;11;23;1;21;9;10;31;20;16;12;13;28;15;32;27;7;19;8;14;5;30
2;25;22;6;26;18;4;3;29;24;17;11;20;1;21;9;10;31;23;16;12;13;28;15;32;27;7;19;8;14;5;30;9;26378
9;26378;2;25;22;6;26;18;4;3;29;24;17;11;20;1;21;9;10;31;23;16;12;13;28;15;32;27;7;19;8;14;5;30
2;25;22;6;26;18;4;3;29;24;10;11;20;1;21;9;17;31;23;16;12;13;28;15;32;27;7;19;8;14;5;30;9;26050
9;26050;2;25;22;6;26;18;4;3;29;24;10;11;20;1;21;9;17;31;23;16;12;13;28;15;32;27;7;19;8;14;5;30
2;25;22;6;26;18;4;3;29;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;32;27;7;19;8;14;5;30;9;25990
9;25990;2;25;22;6;26;18;4;3;29;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;32;27;7;19;8;14;5;30
4;25;22;6;26;18;2;3;29;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;32;27;7;19;8;14;5;30;9;26510
10;26510;4;25;22;6;26;18;2;3;29;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;32;27;7;19;8;14;5;30
4;25;22;6;26;18;2;3;5;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;32;27;7;19;8;14;29;30;10;25708
10;25708;4;25;22;6;26;18;2;3;5;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;32;27;7;19;8;14;29;30
4;25;22;6;26;32;2;3;5;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;18;27;7;19;8;14;29;30;10;26488
10;26488;4;25;22;6;26;32;2;3;5;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;18;27;7;19;8;14;29;30
4;25;18;6;26;32;2;3;5;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;22;27;7;19;8;14;29;30;10;26788
10;26788;4;25;18;6;26;32;2;3;5;24;10;11;20;1;21;9;17;31;23;12;16;13;28;15;22;27;7;19;8;14;29;30
4;25;18;6;26;32;2;3;5;24;10;11;20;1;21;9;17;31;8;12;16;13;28;15;22;27;7;19;23;14;29;30;10;27250
10;27250;4;25;18;6;26;32;2;3;5;24;10;11;20;1;21;9;17;31;8;12;16;13;28;15;22;27;7;19;23;14;29;30
4;25;18;6;26;32;2;3;5;24;10;11;20;1;21;9;17;7;8;12;16;13;28;15;22;27;31;19;23;14;29;30;10;27016
10;27016;4;25;18;6;26;32;2;3;5;24;10;11;20;1;21;9;17;7;8;12;16;13;28;15;22;27;31;19;23;14;29;30
4;25;18;6;26;32;2;3;5;30;10;11;20;1;21;9;17;7;8;12;16;13;28;15;22;27;31;19;23;14;29;24;10;27136
10;27136;4;25;18;6;26;32;2;3;5;30;10;11;20;1;21;9;17;7;8;12;16;13;28;15;22;27;31;19;23;14;29;24
4;25;18;6;26;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;13;28;15;22;27;31;19;23;14;29;24;10;27756
10;27756;4;25;18;6;26;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;13;28;15;22;27;31;19;23;14;29;24
4;31;18;6;26;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;13;28;15;22;27;25;19;23;14;29;24;10;28216
10;28216;4;31;18;6;26;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;13;28;15;22;27;25;19;23;14;29;24
4;31;18;6;26;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;23;28;15;22;27;25;19;13;14;29;24;10;27568
10;27568;4;31;18;6;26;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;23;28;15;22;27;25;19;13;14;29;24
4;31;18;6;25;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;23;28;15;22;27;26;19;13;14;29;24;10;27908
10;27908;4;31;18;6;25;20;2;3;5;30;10;11;32;1;21;9;17;7;8;12;16;23;28;15;22;27;26;19;13;14;29;24
4;31;18;6;25;20;2;3;5;30;7;11;32;1;21;9;17;10;8;12;16;23;28;15;22;27;26;19;13;14;29;24;10;27628
10;27628;4;31;18;6;25;20;2;3;5;30;7;11;32;1;21;9;17;10;8;12;16;23;28;15;22;27;26;19;13;14;29;24
4;31;18;6;25;20;2;15;5;30;7;11;32;1;21;9;17;10;8;12;16;23;28;3;22;27;26;19;13;14;29;24;10;27908
10;27908;4;31;18;6;25;20;2;15;5;30;7;11;32;1;21;9;17;10;8;12;16;23;28;3;22;27;26;19;13;14;29;24
4;31;18;6;25;20;2;15;5;30;7;11;32;1;8;9;17;10;21;12;16;23;28;3;22;27;26;19;13;14;29;24;10;28446
10;28446;4;31;18;6;25;20;2;15;5;30;7;11;32;1;8;9;17;10;21;12;16;23;28;3;22;27;26;19;13;14;29;24
4;31;18;6;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;22;27;26;19;13;14;29;24;10;28766
10;28766;4;31;18;6;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;22;27;26;19;13;14;29;24
4;31;18;26;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;22;27;6;19;13;14;29;24;10;28780
10;28780;4;31;18;26;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;22;27;6;19;13;14;29;24
22;31;18;26;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;4;27;6;19;13;14;29;24;10;28140
10;28140;22;31;18;26;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;4;27;6;19;13;14;29;24
22;31;24;26;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;4;27;6;19;13;14;29;18;10;27880
10;27880;22;31;24;26;25;20;2;15;5;30;7;11;32;1;16;9;17;10;21;12;8;23;28;3;4;27;6;19;13;14;29;18
22;31;24;26;25;20;2;15;5;30;7;12;32;1;16;9;17;10;21;11;8;23;28;3;4;27;6;19;13;14;29;18;10;27760
10;27760;22;31;24;26;25;20;2;15;5;30;7;12;32;1;16;9;17;10;21;11;8;23;28;3;4;27;6;19;13;14;29;18
31;22;24;26;25;20;2;15;5;30;7;12;32;1;16;9;17;10;21;11;8;23;28;3;4;27;6;19;13;14;29;18;10;27980
