"X1";"X296";"X47";"X5";"X64";"X63";"X32";"X45";"X37";"X26";"X44";"X36";"X12";"X18";"X40";"X1.1";"X39";"X15";"X23";"X25";"X62";"X60";"X58";"X28";"X50";"X46";"X6";"X17";"X38";"X41";"X34";"X42";"X57";"X61";"X55";"X8";"X53";"X4";"X43";"X14";"X27";"X10";"X13";"X24";"X59";"X11";"X22";"X2";"X29";"X31";"X9";"X56";"X30";"X21";"X49";"X7";"X19";"X52";"X3";"X51";"X33";"X20";"X16";"X48";"X35";"X54"
3;290;19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;49;10;45;26;15;6;17;13;43;60;61;20;29;18;57;1;4;24;16;44;21;64;32;8;7;58;47;50;25;5;56;30;63;3;37;39;52;28;40;11;42;38;48;35;54
19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;49;10;45;57;15;6;17;13;43;60;61;20;29;18;26;1;4;24;16;44;21;64;32;8;7;58;47;50;25;5;56;30;63;3;37;39;52;28;40;11;42;38;48;35;54;3;290
3;290;19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;49;10;45;57;15;6;17;13;43;60;61;20;29;18;26;1;4;24;16;44;21;64;32;8;7;58;47;50;25;5;56;30;63;3;37;39;52;28;40;11;42;38;48;35;54
19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;49;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;21;64;32;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;54;3;290
3;290;19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;49;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;21;64;32;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;54
19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;54;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;21;64;32;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49;3;282
3;282;19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;54;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;21;64;32;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49
19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;21;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;54;64;32;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49;3;278
3;278;19;62;36;22;51;41;46;59;34;14;12;33;27;53;55;2;23;31;9;21;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;54;64;32;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49
19;62;36;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;54;64;55;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49;3;284
3;284;19;62;36;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;57;15;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;54;64;55;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49
19;62;36;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;54;64;55;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49;3;284
3;284;19;62;36;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;60;61;20;29;18;26;1;4;24;16;44;54;64;55;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49
19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;16;44;54;64;55;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49;3;280
3;280;19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;16;44;54;64;55;8;7;58;47;50;25;5;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49
19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;16;44;5;64;55;8;7;58;47;50;25;54;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49;3;280
3;280;19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;16;44;5;64;55;8;7;58;47;50;25;54;56;30;63;3;6;39;52;28;40;11;42;38;48;35;49
19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;25;54;56;30;63;3;6;39;52;28;16;11;42;38;48;35;49;3;280
4;280;19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;25;54;56;30;63;3;6;39;52;28;16;11;42;38;48;35;49
19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;3;6;39;52;28;16;11;25;38;48;35;49;4;280
4;280;19;62;60;22;51;41;46;59;34;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;3;6;39;52;28;16;11;25;38;48;35;49
19;62;60;22;51;41;46;59;3;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49;4;280
4;280;19;62;60;22;51;41;46;59;3;14;12;33;27;53;32;2;23;31;9;21;10;45;15;57;37;17;13;43;36;61;20;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49
19;62;60;22;51;41;46;59;3;14;12;33;27;53;32;20;23;31;9;21;10;45;15;57;37;17;13;43;36;61;2;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49;4;280
4;280;19;62;60;22;51;41;46;59;3;14;12;33;27;53;32;20;23;31;9;21;10;45;15;57;37;17;13;43;36;61;2;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49
17;62;60;22;51;41;46;59;3;14;12;33;27;53;32;20;23;31;9;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49;4;280
4;280;17;62;60;22;51;41;46;59;3;14;12;33;27;53;32;20;23;31;9;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;4;24;40;44;5;64;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49
17;62;60;22;51;41;46;59;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;4;24;40;44;5;9;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49;4;272
4;272;17;62;60;22;51;41;46;59;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;4;24;40;44;5;9;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;28;16;11;25;38;48;35;49
17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;4;24;40;44;5;9;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;59;16;11;25;38;48;35;49;4;268
4;268;17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;4;24;40;44;5;9;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;59;16;11;25;38;48;35;49
17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;11;24;40;44;5;9;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;59;16;4;25;38;48;35;49;4;268
4;268;17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;2;29;18;26;1;11;24;40;44;5;9;55;8;7;58;47;50;42;54;56;30;63;34;6;39;52;59;16;4;25;38;48;35;49
17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;47;29;18;26;1;11;24;40;44;5;9;55;8;7;58;2;50;42;54;56;30;63;34;6;39;52;59;16;4;25;38;48;35;49;4;276
4;276;17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;47;29;18;26;1;11;24;40;44;5;9;55;8;7;58;2;50;42;54;56;30;63;34;6;39;52;59;16;4;25;38;48;35;49
17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;47;29;18;26;1;11;24;40;44;5;9;55;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;16;56;25;38;48;35;49;4;276
4;276;17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;61;47;29;18;26;1;11;24;40;44;5;9;55;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;16;56;25;38;48;35;49
17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;16;47;29;18;26;1;11;24;40;44;5;9;55;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49;4;276
4;276;17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;16;47;29;18;26;1;11;24;40;44;5;9;55;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49
17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;16;55;29;18;26;1;11;24;40;44;5;9;47;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49;4;276
4;276;17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;64;21;10;45;15;57;37;19;13;43;36;16;55;29;18;26;1;11;24;40;44;5;9;47;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49
17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;55;29;18;26;1;11;64;40;44;5;9;47;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49;4;276
4;276;17;62;60;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;55;29;18;26;1;11;64;40;44;5;9;47;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49
17;62;55;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;5;9;47;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49;4;278
4;278;17;62;55;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;5;9;47;8;7;58;2;50;42;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49
17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;5;9;47;8;7;58;2;50;55;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49;4;276
4;276;17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;5;9;47;8;7;58;2;50;55;54;4;30;63;34;6;39;52;59;61;56;25;38;48;35;49
17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;48;9;47;8;7;58;2;50;55;54;4;30;63;34;6;39;52;59;61;56;25;38;5;35;49;4;276
4;276;17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;48;9;47;8;7;58;2;50;55;54;4;30;63;34;6;39;52;59;61;56;25;38;5;35;49
17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;48;9;47;4;7;58;2;50;55;54;8;30;63;34;6;39;52;59;61;56;25;38;5;35;49;4;276
4;276;17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;48;9;47;4;7;58;2;50;55;54;8;30;63;34;6;39;52;59;61;56;25;38;5;35;49
17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;25;38;5;35;49;4;276
4;276;17;62;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;18;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;25;38;5;35;49
17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;25;38;5;35;49;4;282
4;282;17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;37;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;25;38;5;35;49
17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;25;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;37;38;5;35;49;4;282
4;282;17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;10;45;15;57;25;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;37;38;5;35;49
17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;25;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;37;38;5;35;49;4;288
5;288;17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;25;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;37;38;5;35;49
17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;38;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;37;25;5;35;49;5;288
5;288;17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;38;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;2;50;55;7;8;30;63;34;6;39;52;59;61;56;37;25;5;35;49
17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;38;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;49;5;276
5;276;17;18;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;38;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;49
17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;49;5;276
5;276;17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;62;26;1;11;64;40;44;48;9;47;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;49
17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;62;26;1;11;64;49;44;48;9;47;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;40;5;276
5;276;17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;62;26;1;11;64;49;44;48;9;47;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;40
17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;48;9;62;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;40;5;274
5;274;17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;48;9;62;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;56;37;25;5;35;40
17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;56;9;62;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;48;37;25;5;35;40;5;274
5;274;17;38;42;22;51;41;46;28;3;14;12;33;27;53;32;20;23;31;24;21;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;56;9;62;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;48;37;25;5;35;40
17;38;42;22;51;41;46;28;3;14;12;33;27;21;32;20;23;31;24;53;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;56;9;62;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;48;37;25;5;35;40;5;268
5;268;17;38;42;22;51;41;46;28;3;14;12;33;27;21;32;20;23;31;24;53;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;56;9;62;4;54;58;8;50;55;7;2;30;63;34;6;39;52;59;61;48;37;25;5;35;40
17;38;42;22;51;41;46;28;3;14;12;33;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;56;9;62;4;54;58;8;50;55;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40;5;270
5;270;17;38;42;22;51;41;46;28;3;14;12;33;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;26;1;11;64;49;44;56;9;62;4;54;58;8;50;55;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40
17;38;42;22;51;41;46;28;3;14;12;33;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;55;1;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40;5;270
5;270;17;38;42;22;51;41;46;28;3;14;12;33;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;55;1;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40
17;38;42;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;55;1;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40;5;270
5;270;17;38;42;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;55;1;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40
17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;55;42;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40;5;270
5;270;17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;47;55;42;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40
17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;42;55;47;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40;5;270
5;270;17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;42;55;47;11;64;49;44;56;9;62;4;54;58;8;50;26;7;2;30;63;53;6;39;52;59;61;48;37;25;5;35;40
17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;42;55;47;11;64;49;44;56;9;62;4;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40;5;270
5;270;17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;34;45;10;15;57;18;19;13;43;36;16;60;29;42;55;47;11;64;49;44;56;9;62;4;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40
17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;13;43;36;16;60;34;42;55;47;11;64;49;44;56;9;62;4;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40;5;258
5;258;17;38;1;22;51;33;46;28;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;13;43;36;16;60;34;42;55;47;11;64;49;44;56;9;62;4;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40
17;38;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;13;43;36;16;60;34;42;55;47;11;64;49;44;56;9;62;28;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40;5;258
5;258;17;38;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;13;43;36;16;60;34;42;55;47;11;64;49;44;56;9;62;28;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40
17;38;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;64;49;44;56;13;62;28;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40;5;254
5;254;17;38;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;64;49;44;56;13;62;28;54;58;8;50;26;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40
17;38;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;44;56;13;62;28;54;58;8;50;64;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40;5;254
5;254;17;38;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;44;56;13;62;28;54;58;8;50;64;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40
17;50;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;44;56;13;62;28;54;58;8;38;64;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40;5;254
5;254;17;50;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;44;56;13;62;28;54;58;8;38;64;7;61;30;63;53;6;39;52;59;2;48;37;25;5;35;40
17;50;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;44;56;13;62;28;37;58;8;38;64;7;61;30;63;53;6;39;52;59;2;48;54;25;5;35;40;5;262
5;262;17;50;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;44;56;13;62;28;37;58;8;38;64;7;61;30;63;53;6;39;52;59;2;48;54;25;5;35;40
17;50;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;61;56;13;62;28;37;58;8;38;64;7;44;30;63;53;6;39;52;59;2;48;54;25;5;35;40;5;262
6;262;17;50;1;22;51;33;46;4;3;14;12;41;27;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;61;56;13;62;28;37;58;8;38;64;7;44;30;63;53;6;39;52;59;2;48;54;25;5;35;40
17;50;1;22;51;33;46;4;3;14;12;41;28;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;61;56;13;62;27;37;58;8;38;64;7;44;30;63;53;6;39;52;59;2;48;54;25;5;35;40;6;262
6;262;17;50;1;22;51;33;46;4;3;14;12;41;28;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;61;56;13;62;27;37;58;8;38;64;7;44;30;63;53;6;39;52;59;2;48;54;25;5;35;40
17;50;1;22;51;33;46;35;3;14;12;41;28;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;61;56;13;62;27;37;58;8;38;64;7;44;30;63;53;6;39;52;59;2;48;54;25;5;4;40;6;278
6;278;17;50;1;22;51;33;46;35;3;14;12;41;28;21;32;20;23;31;24;29;45;10;15;57;18;19;9;43;36;16;60;34;42;55;47;11;26;49;61;56;13;62;27;37;58;8;38;64;7;44;30;63;53;6;39;52;59;2;48;54;25;5;4;40
17;50;1;22;51;33;46;35;3;14;12;41;28;21;32;20;23;31;24;29;60;10;15;57;18;19;9;43;36;16;45;34;42;55;47;11;26;49;61;56;13;62;27;37;58;8;38;64;7;44;30;63;53;6;39;52;59;2;48;54;25;5;4;40;6;278
